,fecha,comunidad_autonoma,tmed,tmax,velmedia,sol,generation,inst_Solar_térmica
924,2015-02-21,CATALUNA,6.933,11.39,3.396,2.0,168.56,24.29
927,2015-02-21,COMUNITAT VALENCIANA,8.906,14.656,3.925,2.0,102.34,49.9
928,2015-02-21,EXTREMADURA,11.584,16.976,3.666,4.0,2702.974,849.0
935,2015-02-21,REGION DE MURCIA,10.16,16.28,2.933,2.0,24.08,31.4
936,2015-02-22,ANDALUCIA,10.177,15.101,3.541,4.0,4028.168,1000.02
941,2015-02-22,CASTILLA-LA MANCHA,6.64,12.669,3.497,4.0,1584.487,349.4
942,2015-02-22,CATALUNA,6.662,12.41,3.871,4.0,312.434,24.29
945,2015-02-22,COMUNITAT VALENCIANA,10.465,15.554,5.194,4.0,189.692,49.9
946,2015-02-22,EXTREMADURA,9.7,16.025,3.316,5.0,5010.104,849.0
953,2015-02-22,REGION DE MURCIA,12.37,17.57,4.689,5.0,44.633,31.4
954,2015-02-23,ANDALUCIA,11.224,15.131,3.963,3.0,447.001,1000.02
959,2015-02-23,CASTILLA-LA MANCHA,8.492,12.929,4.419,2.0,175.829,349.4
960,2015-02-23,CATALUNA,9.811,17.002,2.881,3.0,34.67,24.29
963,2015-02-23,COMUNITAT VALENCIANA,13.202,19.404,4.0,3.0,21.05,49.9
964,2015-02-23,EXTREMADURA,10.292,14.484,5.108,2.0,555.965,849.0
971,2015-02-23,REGION DE MURCIA,14.29,20.88,3.3,4.0,4.953,31.4
972,2015-02-24,ANDALUCIA,10.313,14.943,4.059,5.0,4395.849,1000.02
977,2015-02-24,CASTILLA-LA MANCHA,6.001,10.564,4.221,4.0,1729.115,349.4
978,2015-02-24,CATALUNA,7.169,10.869,6.119,4.0,340.952,24.29
981,2015-02-24,COMUNITAT VALENCIANA,11.007,14.367,5.87,4.0,207.007,49.9
982,2015-02-24,EXTREMADURA,8.45,13.175,4.208,4.0,5467.413,849.0
989,2015-02-24,REGION DE MURCIA,13.456,17.98,4.45,5.0,48.707,31.4
990,2015-02-25,ANDALUCIA,9.969,15.51,3.23,4.0,4960.662,1000.02
995,2015-02-25,CASTILLA-LA MANCHA,6.82,12.457,3.605,3.0,1951.285,349.4
996,2015-02-25,CATALUNA,8.535,14.038,4.814,3.0,384.76,24.29
999,2015-02-25,COMUNITAT VALENCIANA,11.539,15.279,5.889,2.0,233.605,49.9
1000,2015-02-25,EXTREMADURA,9.266,15.534,3.675,5.0,6169.909,849.0
1007,2015-02-25,REGION DE MURCIA,13.32,16.99,4.967,1.0,54.966,31.4
1008,2015-02-26,ANDALUCIA,12.879,18.926,2.75,5.0,2916.25,1000.02
1013,2015-02-26,CASTILLA-LA MANCHA,10.235,15.345,3.312,3.0,1147.112,349.4
1014,2015-02-26,CATALUNA,10.666,15.227,2.846,2.0,226.191,24.29
1017,2015-02-26,COMUNITAT VALENCIANA,15.32,20.169,4.592,4.0,137.33,49.9
1018,2015-02-26,EXTREMADURA,10.95,16.775,3.383,4.0,3627.136,849.0
1025,2015-02-26,REGION DE MURCIA,17.36,22.03,3.867,5.0,32.313,31.4
1026,2015-02-27,ANDALUCIA,12.658,17.64,3.459,5.0,5041.881,1000.02
1031,2015-02-27,CASTILLA-LA MANCHA,8.628,13.882,3.525,5.0,1983.233,349.4
1032,2015-02-27,CATALUNA,7.904,12.598,5.664,4.0,391.06,24.29
1035,2015-02-27,COMUNITAT VALENCIANA,11.532,16.525,6.344,5.0,237.429,49.9
1036,2015-02-27,EXTREMADURA,12.058,17.725,3.342,5.0,6270.927,849.0
1043,2015-02-27,REGION DE MURCIA,15.17,20.73,4.244,4.0,55.866,31.4
1044,2015-02-28,ANDALUCIA,12.582,17.825,2.638,5.0,3011.507,1000.02
1049,2015-02-28,CASTILLA-LA MANCHA,8.475,15.665,2.103,4.0,1184.582,349.4
1050,2015-02-28,CATALUNA,7.077,13.706,2.311,4.0,233.579,24.29
1053,2015-02-28,COMUNITAT VALENCIANA,9.531,15.969,2.533,4.0,141.816,49.9
1054,2015-02-28,EXTREMADURA,11.858,18.058,2.9,5.0,3745.614,849.0
1061,2015-02-28,REGION DE MURCIA,12.97,19.65,2.822,5.0,33.368,31.4
1062,2015-03-01,ANDALUCIA,13.189,19.032,2.177,4.0,2505.617,1000.02
1067,2015-03-01,CASTILLA-LA MANCHA,11.388,17.973,2.378,4.0,851.663,349.4
1068,2015-03-01,CATALUNA,12.221,18.298,1.909,3.0,92.572,24.29
1071,2015-03-01,COMUNITAT VALENCIANA,15.865,22.596,2.953,4.0,98.744,49.9
1072,2015-03-01,EXTREMADURA,13.292,19.0,2.992,4.0,2573.503,849.0
1079,2015-03-01,REGION DE MURCIA,16.4,23.21,2.533,4.0,49.372,31.4
1080,2015-03-02,ANDALUCIA,14.861,21.154,1.9,5.0,3487.177,1000.02
1085,2015-03-02,CASTILLA-LA MANCHA,12.607,19.132,2.313,4.0,1185.297,349.4
1086,2015-03-02,CATALUNA,14.679,20.581,2.488,3.0,128.837,24.29
1089,2015-03-02,COMUNITAT VALENCIANA,19.177,26.02,2.753,5.0,137.426,49.9
1090,2015-03-02,EXTREMADURA,13.384,17.542,1.992,2.0,3581.657,849.0
1097,2015-03-02,REGION DE MURCIA,18.03,25.27,2.844,5.0,68.713,31.4
1098,2015-03-03,ANDALUCIA,15.212,21.16,2.01,4.0,3617.127,1000.02
1103,2015-03-03,CASTILLA-LA MANCHA,14.2,21.05,1.793,4.0,1229.467,349.4
1104,2015-03-03,CATALUNA,12.621,17.74,1.746,3.0,133.638,24.29
1107,2015-03-03,COMUNITAT VALENCIANA,14.824,18.886,2.133,3.0,142.547,49.9
1108,2015-03-03,EXTREMADURA,12.83,18.124,1.75,3.0,3715.128,849.0
1115,2015-03-03,REGION DE MURCIA,16.17,21.82,2.1,4.0,71.273,31.4
1116,2015-03-04,ANDALUCIA,14.938,20.566,2.4,3.0,4029.695,1000.02
1121,2015-03-04,CASTILLA-LA MANCHA,9.623,16.238,3.348,5.0,1369.699,349.4
1122,2015-03-04,CATALUNA,8.306,13.052,3.564,2.0,148.88,24.29
1125,2015-03-04,COMUNITAT VALENCIANA,13.107,18.629,4.156,4.0,158.806,49.9
1126,2015-03-04,EXTREMADURA,13.256,20.032,3.065,5.0,4138.874,849.0
1133,2015-03-04,REGION DE MURCIA,15.17,20.77,2.5,4.0,79.403,31.4
1134,2015-03-05,ANDALUCIA,11.282,16.479,4.486,5.0,6427.437,1000.02
1139,2015-03-05,CASTILLA-LA MANCHA,6.452,13.825,2.491,5.0,2184.695,349.4
1140,2015-03-05,CATALUNA,9.056,15.256,4.526,5.0,237.467,24.29
1143,2015-03-05,COMUNITAT VALENCIANA,10.624,17.52,3.078,5.0,253.298,49.9
1144,2015-03-05,EXTREMADURA,10.292,16.592,4.35,5.0,6601.579,849.0
1151,2015-03-05,REGION DE MURCIA,11.18,17.34,2.411,5.0,126.649,31.4
1152,2015-03-06,ANDALUCIA,11.533,18.762,3.526,5.0,9060.201,1000.02
1157,2015-03-06,CASTILLA-LA MANCHA,9.04,19.335,1.699,5.0,3079.576,349.4
1158,2015-03-06,CATALUNA,9.192,16.367,2.186,5.0,334.736,24.29
1161,2015-03-06,COMUNITAT VALENCIANA,9.276,16.732,2.356,5.0,357.052,49.9
1162,2015-03-06,EXTREMADURA,10.983,20.392,2.525,5.0,9305.674,849.0
1169,2015-03-06,REGION DE MURCIA,9.63,17.52,1.833,5.0,178.526,31.4
1170,2015-03-07,ANDALUCIA,12.713,20.469,2.447,5.0,9287.718,1000.02
1175,2015-03-07,CASTILLA-LA MANCHA,11.529,22.564,1.289,5.0,3156.909,349.4
1176,2015-03-07,CATALUNA,10.436,18.748,1.801,5.0,343.142,24.29
1179,2015-03-07,COMUNITAT VALENCIANA,12.139,20.939,2.147,5.0,366.018,49.9
1180,2015-03-07,EXTREMADURA,13.366,22.492,1.942,5.0,9539.355,849.0
1187,2015-03-07,REGION DE MURCIA,11.39,20.77,1.978,5.0,183.009,31.4
1188,2015-03-08,ANDALUCIA,13.703,22.312,2.129,5.0,7734.358,1000.02
1193,2015-03-08,CASTILLA-LA MANCHA,11.72,21.808,1.424,5.0,2628.92,349.4
1194,2015-03-08,CATALUNA,10.033,16.867,1.782,4.0,285.752,24.29
1197,2015-03-08,COMUNITAT VALENCIANA,10.842,16.113,2.053,3.0,304.802,49.9
1198,2015-03-08,EXTREMADURA,14.166,24.284,1.308,5.0,7943.91,849.0
1205,2015-03-08,REGION DE MURCIA,10.94,17.56,2.438,4.0,152.401,31.4
1206,2015-03-09,ANDALUCIA,13.869,20.721,1.902,5.0,8341.403,1000.02
1211,2015-03-09,CASTILLA-LA MANCHA,12.241,21.448,1.179,5.0,2835.255,349.4
1212,2015-03-09,CATALUNA,11.252,17.664,1.842,4.0,308.18,24.29
1215,2015-03-09,COMUNITAT VALENCIANA,12.418,18.58,1.647,4.0,328.725,49.9
1216,2015-03-09,EXTREMADURA,15.366,24.792,1.575,5.0,8567.401,849.0
1223,2015-03-09,REGION DE MURCIA,12.79,19.3,2.189,5.0,164.363,31.4
1224,2015-03-10,ANDALUCIA,14.725,22.708,1.705,5.0,8826.456,1000.02
1229,2015-03-10,CASTILLA-LA MANCHA,12.595,22.934,1.455,5.0,3000.126,349.4
1230,2015-03-10,CATALUNA,11.814,18.3,2.011,5.0,326.101,24.29
1233,2015-03-10,COMUNITAT VALENCIANA,12.006,18.552,1.928,5.0,347.841,49.9
1234,2015-03-10,EXTREMADURA,14.625,24.392,1.616,5.0,9065.597,849.0
1241,2015-03-10,REGION DE MURCIA,12.71,20.13,2.189,5.0,173.92,31.4
1242,2015-03-11,ANDALUCIA,15.428,23.351,1.64,5.0,9389.584,1000.02
1247,2015-03-11,CASTILLA-LA MANCHA,13.063,22.831,1.781,5.0,3191.533,349.4
1248,2015-03-11,CATALUNA,13.181,20.746,1.296,4.0,346.906,24.29
1251,2015-03-11,COMUNITAT VALENCIANA,13.623,21.22,2.225,5.0,370.033,49.9
1252,2015-03-11,EXTREMADURA,14.658,24.108,1.584,5.0,9643.981,849.0
1259,2015-03-11,REGION DE MURCIA,16.03,25.72,2.344,5.0,185.016,31.4
1260,2015-03-12,ANDALUCIA,14.812,22.034,2.567,5.0,8737.068,1000.02
1265,2015-03-12,CASTILLA-LA MANCHA,13.005,22.005,2.345,5.0,2969.742,349.4
1266,2015-03-12,CATALUNA,13.16,20.246,2.0,5.0,322.798,24.29
1269,2015-03-12,COMUNITAT VALENCIANA,15.173,23.343,2.128,5.0,344.318,49.9
1270,2015-03-12,EXTREMADURA,13.142,21.972,2.483,5.0,8973.786,849.0
1277,2015-03-12,REGION DE MURCIA,16.3,25.15,1.844,5.0,172.159,31.4
1278,2015-03-13,ANDALUCIA,13.181,18.967,2.45,5.0,5912.094,1000.02
1283,2015-03-13,CASTILLA-LA MANCHA,10.803,17.979,2.327,5.0,2009.53,349.4
1284,2015-03-13,CATALUNA,11.035,16.446,2.562,3.0,218.427,24.29
1287,2015-03-13,COMUNITAT VALENCIANA,11.665,16.886,2.767,4.0,232.989,49.9
1288,2015-03-13,EXTREMADURA,12.858,19.85,2.358,5.0,6072.274,849.0
1295,2015-03-13,REGION DE MURCIA,13.85,18.7,2.522,4.0,116.494,31.4
1296,2015-03-14,ANDALUCIA,12.333,18.207,1.958,4.0,7635.175,1000.02
1301,2015-03-14,CASTILLA-LA MANCHA,7.629,13.323,2.841,5.0,2595.207,349.4
1302,2015-03-14,CATALUNA,6.962,11.496,2.712,3.0,282.088,24.29
1305,2015-03-14,COMUNITAT VALENCIANA,9.438,13.787,3.25,3.0,300.894,49.9
1306,2015-03-14,EXTREMADURA,11.534,17.408,2.775,5.0,7842.039,849.0
1313,2015-03-14,REGION DE MURCIA,10.81,14.84,2.089,2.0,150.447,31.4
1314,2015-03-15,ANDALUCIA,11.198,17.118,2.328,5.0,8457.632,1000.02
1319,2015-03-15,CASTILLA-LA MANCHA,4.879,10.643,2.116,4.0,2874.762,349.4
1320,2015-03-15,CATALUNA,6.319,11.564,2.25,3.0,312.474,24.29
1323,2015-03-15,COMUNITAT VALENCIANA,7.869,13.099,2.367,3.0,333.306,49.9
1324,2015-03-15,EXTREMADURA,9.284,16.516,2.0,5.0,8686.78,849.0
1331,2015-03-15,REGION DE MURCIA,9.96,15.49,2.033,4.0,166.653,31.4
1332,2015-03-16,ANDALUCIA,11.196,17.588,2.225,5.0,7946.562,1000.02
1337,2015-03-16,CASTILLA-LA MANCHA,6.596,13.89,1.664,5.0,2701.048,349.4
1338,2015-03-16,CATALUNA,7.022,11.872,1.856,3.0,293.592,24.29
1341,2015-03-16,COMUNITAT VALENCIANA,8.175,13.415,2.458,5.0,313.165,49.9
1342,2015-03-16,EXTREMADURA,10.253,17.766,2.096,5.0,8161.863,849.0
1349,2015-03-16,REGION DE MURCIA,11.8,16.23,2.444,4.0,156.583,31.4
1350,2015-03-17,ANDALUCIA,11.209,15.352,3.987,2.0,825.437,1000.02
1355,2015-03-17,CASTILLA-LA MANCHA,7.926,14.048,3.143,3.0,280.567,349.4
1356,2015-03-17,CATALUNA,8.217,15.171,2.039,4.0,30.496,24.29
1359,2015-03-17,COMUNITAT VALENCIANA,7.737,13.85,2.753,4.0,32.53,49.9
1360,2015-03-17,EXTREMADURA,9.405,12.482,3.26,1.0,847.801,849.0
1367,2015-03-17,REGION DE MURCIA,10.42,15.39,3.4,3.0,16.265,31.4
1368,2015-03-18,ANDALUCIA,10.033,13.312,2.205,1.0,211.876,1000.02
1373,2015-03-18,CASTILLA-LA MANCHA,6.228,8.701,2.251,1.0,72.017,349.4
1374,2015-03-18,CATALUNA,10.769,14.514,3.372,1.0,7.828,24.29
1377,2015-03-18,COMUNITAT VALENCIANA,9.931,11.869,3.5,1.0,8.35,49.9
1378,2015-03-18,EXTREMADURA,9.098,11.805,3.336,1.0,217.616,849.0
1385,2015-03-18,REGION DE MURCIA,10.18,11.96,2.856,1.0,4.175,31.4
1386,2015-03-19,ANDALUCIA,11.588,15.667,2.664,2.0,545.007,1000.02
1391,2015-03-19,CASTILLA-LA MANCHA,8.493,11.45,3.983,1.0,185.249,349.4
1392,2015-03-19,CATALUNA,12.624,17.661,3.457,3.0,20.136,24.29
1395,2015-03-19,COMUNITAT VALENCIANA,11.264,12.936,5.517,1.0,21.478,49.9
1396,2015-03-19,EXTREMADURA,10.59,15.648,3.514,2.0,559.773,849.0
1403,2015-03-19,REGION DE MURCIA,12.43,14.14,5.0,,10.739,31.4
1404,2015-03-20,ANDALUCIA,11.578,14.811,2.691,1.0,79.583,1000.02
1409,2015-03-20,CASTILLA-LA MANCHA,9.238,11.792,4.567,1.0,27.05,349.4
1410,2015-03-20,CATALUNA,12.234,16.056,4.288,2.0,2.94,24.29
1413,2015-03-20,COMUNITAT VALENCIANA,11.7,13.358,5.67,1.0,3.136,49.9
1414,2015-03-20,EXTREMADURA,11.811,14.71,3.206,1.0,81.74,849.0
1421,2015-03-20,REGION DE MURCIA,12.93,14.81,5.7,1.0,1.568,31.4
1422,2015-03-21,ANDALUCIA,11.531,14.646,1.945,1.0,205.753,1000.02
1427,2015-03-21,CASTILLA-LA MANCHA,8.735,11.035,1.837,1.0,69.936,349.4
1428,2015-03-21,CATALUNA,10.502,12.479,3.563,1.0,7.602,24.29
1431,2015-03-21,COMUNITAT VALENCIANA,12.002,14.877,2.131,2.0,8.108,49.9
1432,2015-03-21,EXTREMADURA,11.626,15.286,1.784,1.0,211.327,849.0
1439,2015-03-21,REGION DE MURCIA,13.556,18.211,1.925,4.0,4.054,31.4
1440,2015-03-22,ANDALUCIA,11.809,15.247,1.665,2.0,122.72,1000.02
1445,2015-03-22,CASTILLA-LA MANCHA,9.55,12.675,2.102,1.0,41.713,349.4
1446,2015-03-22,CATALUNA,10.381,13.373,2.833,1.0,4.534,24.29
1449,2015-03-22,COMUNITAT VALENCIANA,10.852,13.025,2.092,1.0,4.836,49.9
1450,2015-03-22,EXTREMADURA,11.779,15.305,1.915,1.0,126.045,849.0
1457,2015-03-22,REGION DE MURCIA,13.489,17.08,1.775,3.0,2.418,31.4
1458,2015-03-23,ANDALUCIA,12.003,16.129,2.701,2.0,542.145,1000.02
1463,2015-03-23,CASTILLA-LA MANCHA,8.642,11.457,2.383,1.0,184.276,349.4
1464,2015-03-23,CATALUNA,10.535,13.342,3.476,1.0,20.03,24.29
1467,2015-03-23,COMUNITAT VALENCIANA,10.98,12.947,2.605,1.0,21.365,49.9
1468,2015-03-23,EXTREMADURA,10.62,16.0,3.114,2.0,556.833,849.0
1475,2015-03-23,REGION DE MURCIA,13.85,16.98,2.144,2.0,10.683,31.4
1476,2015-03-24,ANDALUCIA,9.295,12.989,2.763,3.0,843.274,1000.02
1481,2015-03-24,CASTILLA-LA MANCHA,8.557,12.02,2.893,1.0,286.63,349.4
1482,2015-03-24,CATALUNA,9.85,12.479,2.823,1.0,31.155,24.29
1485,2015-03-24,COMUNITAT VALENCIANA,11.313,13.857,2.785,1.0,33.232,49.9
1486,2015-03-24,EXTREMADURA,9.525,14.779,2.865,2.0,866.122,849.0
1493,2015-03-24,REGION DE MURCIA,12.31,14.31,1.889,1.0,16.616,31.4
1494,2015-03-25,ANDALUCIA,10.06,14.403,4.391,4.0,5933.167,1000.02
1499,2015-03-25,CASTILLA-LA MANCHA,5.1,9.132,4.512,4.0,2016.692,349.4
1500,2015-03-25,CATALUNA,8.304,12.456,4.212,4.0,219.206,24.29
1503,2015-03-25,COMUNITAT VALENCIANA,9.705,13.223,4.427,3.0,233.819,49.9
1504,2015-03-25,EXTREMADURA,9.264,14.51,4.518,5.0,6093.917,849.0
1511,2015-03-25,REGION DE MURCIA,11.06,14.81,4.078,2.0,116.91,31.4
1512,2015-03-26,ANDALUCIA,10.68,16.714,3.387,4.0,2467.554,1000.02
1517,2015-03-26,CASTILLA-LA MANCHA,7.162,13.798,3.559,3.0,838.725,349.4
1518,2015-03-26,CATALUNA,8.348,14.91,3.083,5.0,91.166,24.29
1521,2015-03-26,COMUNITAT VALENCIANA,9.948,15.605,3.553,5.0,97.244,49.9
1522,2015-03-26,EXTREMADURA,10.692,17.142,3.825,2.0,2534.409,849.0
1529,2015-03-26,REGION DE MURCIA,11.75,17.3,3.667,4.0,48.622,31.4
1530,2015-03-27,ANDALUCIA,15.573,21.464,2.734,5.0,7886.289,1000.02
1535,2015-03-27,CASTILLA-LA MANCHA,13.403,19.942,3.307,5.0,2680.561,349.4
1536,2015-03-27,CATALUNA,12.818,19.56,3.344,5.0,291.365,24.29
1539,2015-03-27,COMUNITAT VALENCIANA,16.312,22.777,3.826,5.0,310.79,49.9
1540,2015-03-27,EXTREMADURA,16.008,23.158,2.65,5.0,8099.956,849.0
1547,2015-03-27,REGION DE MURCIA,17.87,24.6,3.178,5.0,155.395,31.4
1548,2015-03-28,ANDALUCIA,17.932,25.25,2.286,5.0,9986.418,1000.02
1553,2015-03-28,CASTILLA-LA MANCHA,15.175,23.981,2.207,5.0,3394.398,349.4
1554,2015-03-28,CATALUNA,15.6,21.648,3.54,5.0,368.956,24.29
1557,2015-03-28,COMUNITAT VALENCIANA,17.783,24.039,3.384,5.0,393.553,49.9
1558,2015-03-28,EXTREMADURA,17.7,26.408,2.408,5.0,10256.986,849.0
1565,2015-03-28,REGION DE MURCIA,19.86,26.13,3.111,5.0,196.777,31.4
1566,2015-03-29,ANDALUCIA,18.28,25.39,2.263,5.0,6987.63,1000.02
1571,2015-03-29,CASTILLA-LA MANCHA,14.585,22.783,2.308,5.0,2375.106,349.4
1572,2015-03-29,CATALUNA,14.014,19.571,2.825,3.0,258.164,24.29
1575,2015-03-29,COMUNITAT VALENCIANA,16.542,22.969,3.252,5.0,275.375,49.9
1576,2015-03-29,EXTREMADURA,16.416,24.667,3.242,5.0,7176.95,849.0
1583,2015-03-29,REGION DE MURCIA,20.37,28.67,2.778,5.0,137.687,31.4
1584,2015-03-30,ANDALUCIA,18.576,26.08,1.959,5.0,9875.82,1000.02
1589,2015-03-30,CASTILLA-LA MANCHA,16.229,24.823,2.605,5.0,3356.806,349.4
1590,2015-03-30,CATALUNA,16.306,21.923,3.838,3.0,364.87,24.29
1593,2015-03-30,COMUNITAT VALENCIANA,19.792,27.422,4.036,3.0,389.195,49.9
1594,2015-03-30,EXTREMADURA,18.0,26.658,2.284,5.0,10143.392,849.0
1601,2015-03-30,REGION DE MURCIA,21.2,29.4,2.8,5.0,194.597,31.4
1602,2015-03-31,ANDALUCIA,20.114,27.851,1.782,5.0,10918.46,1000.02
1607,2015-03-31,CASTILLA-LA MANCHA,17.613,26.533,1.905,5.0,3711.201,349.4
1608,2015-03-31,CATALUNA,16.6,23.577,3.056,5.0,403.391,24.29
1611,2015-03-31,COMUNITAT VALENCIANA,19.697,26.875,2.775,5.0,430.284,49.9
1612,2015-03-31,EXTREMADURA,18.916,28.2,1.916,5.0,11214.28,849.0
1619,2015-03-31,REGION DE MURCIA,22.56,29.43,2.0,5.0,215.142,31.4
1620,2015-04-01,ANDALUCIA,19.893,27.18,2.538,5.0,11797.074,1000.02
1625,2015-04-01,CASTILLA-LA MANCHA,14.477,22.599,2.377,5.0,4399.841,349.4
1626,2015-04-01,CATALUNA,13.29,18.806,3.327,5.0,467.483,24.29
1629,2015-04-01,COMUNITAT VALENCIANA,14.524,19.854,3.103,5.0,467.483,49.9
1630,2015-04-01,EXTREMADURA,18.3,27.166,2.292,5.0,10174.633,849.0
1637,2015-04-01,REGION DE MURCIA,17.43,22.99,3.378,5.0,192.493,31.4
1638,2015-04-02,ANDALUCIA,17.553,24.107,2.765,5.0,11331.442,1000.02
1643,2015-04-02,CASTILLA-LA MANCHA,13.642,23.148,1.516,5.0,4226.179,349.4
1644,2015-04-02,CATALUNA,12.581,19.581,2.05,5.0,449.032,24.29
1647,2015-04-02,COMUNITAT VALENCIANA,13.421,20.087,2.383,5.0,449.032,49.9
1648,2015-04-02,EXTREMADURA,17.875,26.15,2.125,5.0,9773.039,849.0
1655,2015-04-02,REGION DE MURCIA,14.82,20.39,1.9,4.0,184.895,31.4
1656,2015-04-03,ANDALUCIA,17.235,23.554,1.967,5.0,6819.375,1000.02
1661,2015-04-03,CASTILLA-LA MANCHA,15.182,24.417,1.376,5.0,2543.357,349.4
1662,2015-04-03,CATALUNA,12.694,19.5,2.223,5.0,270.232,24.29
1665,2015-04-03,COMUNITAT VALENCIANA,14.443,20.725,2.064,5.0,270.232,49.9
1666,2015-04-03,EXTREMADURA,18.35,26.608,1.834,4.0,5881.513,849.0
1673,2015-04-03,REGION DE MURCIA,15.2,21.86,1.967,5.0,111.272,31.4
1674,2015-04-04,ANDALUCIA,17.78,24.117,1.883,4.0,6660.472,1000.02
1679,2015-04-04,CASTILLA-LA MANCHA,14.893,22.29,1.863,5.0,2484.092,349.4
1680,2015-04-04,CATALUNA,13.069,18.317,2.438,4.0,263.935,24.29
1683,2015-04-04,COMUNITAT VALENCIANA,13.152,17.988,2.755,4.0,263.935,49.9
1684,2015-04-04,EXTREMADURA,18.584,26.934,1.717,5.0,5744.463,849.0
1691,2015-04-04,REGION DE MURCIA,15.18,20.22,2.678,4.0,108.679,31.4
1692,2015-04-05,ANDALUCIA,17.164,22.577,2.468,5.0,7056.261,1000.02
1697,2015-04-05,CASTILLA-LA MANCHA,13.992,23.565,1.64,5.0,2631.706,349.4
1698,2015-04-05,CATALUNA,12.225,18.331,3.011,5.0,279.619,24.29
1701,2015-04-05,COMUNITAT VALENCIANA,13.048,19.487,2.622,5.0,279.619,49.9
1702,2015-04-05,EXTREMADURA,18.31,26.0,2.04,5.0,6085.819,849.0
1709,2015-04-05,REGION DE MURCIA,15.57,21.88,2.333,5.0,115.137,31.4
1710,2015-04-06,ANDALUCIA,16.084,19.949,3.561,3.0,2848.301,1000.02
1715,2015-04-06,CASTILLA-LA MANCHA,12.755,18.77,3.837,4.0,1062.303,349.4
1716,2015-04-06,CATALUNA,11.17,16.877,2.508,4.0,112.87,24.29
1719,2015-04-06,COMUNITAT VALENCIANA,12.442,15.632,3.181,2.0,112.87,49.9
1720,2015-04-06,EXTREMADURA,16.279,20.112,2.426,2.0,2456.577,849.0
1727,2015-04-06,REGION DE MURCIA,14.45,17.31,4.133,2.0,46.476,31.4
1728,2015-04-07,ANDALUCIA,14.352,18.265,4.863,3.0,4271.147,1000.02
1733,2015-04-07,CASTILLA-LA MANCHA,10.512,16.375,5.313,5.0,1592.968,349.4
1734,2015-04-07,CATALUNA,10.328,16.71,2.769,5.0,169.253,24.29
1737,2015-04-07,COMUNITAT VALENCIANA,11.693,15.52,3.9,3.0,169.253,49.9
1738,2015-04-07,EXTREMADURA,15.05,19.842,4.842,5.0,3683.74,849.0
1745,2015-04-07,REGION DE MURCIA,13.19,15.5,4.678,1.0,69.692,31.4
1746,2015-04-08,ANDALUCIA,13.506,17.043,4.401,2.0,1043.491,1000.02
1751,2015-04-08,CASTILLA-LA MANCHA,10.507,16.763,4.813,5.0,389.181,349.4
1752,2015-04-08,CATALUNA,10.386,17.744,2.716,5.0,41.35,24.29
1755,2015-04-08,COMUNITAT VALENCIANA,11.744,15.528,4.083,5.0,41.35,49.9
1756,2015-04-08,EXTREMADURA,11.758,14.4,4.617,1.0,899.98,849.0
1763,2015-04-08,REGION DE MURCIA,13.51,16.21,5.367,4.0,17.027,31.4
1764,2015-04-09,ANDALUCIA,13.884,17.868,3.01,3.0,1150.868,1000.02
1769,2015-04-09,CASTILLA-LA MANCHA,8.46,11.605,2.791,1.0,429.228,349.4
1770,2015-04-09,CATALUNA,10.442,18.305,2.725,5.0,45.605,24.29
1773,2015-04-09,COMUNITAT VALENCIANA,12.015,16.023,3.322,3.0,45.605,49.9
1774,2015-04-09,EXTREMADURA,11.16,13.414,2.8,1.0,992.59,849.0
1781,2015-04-09,REGION DE MURCIA,12.83,15.7,3.4,1.0,18.779,31.4
1782,2015-04-10,ANDALUCIA,14.951,20.174,2.321,4.0,2818.545,1000.02
1787,2015-04-10,CASTILLA-LA MANCHA,11.745,17.9,1.831,4.0,1051.206,349.4
1788,2015-04-10,CATALUNA,11.716,18.321,2.333,5.0,111.691,24.29
1791,2015-04-10,COMUNITAT VALENCIANA,12.625,17.815,2.642,5.0,111.691,49.9
1792,2015-04-10,EXTREMADURA,13.875,18.066,1.792,2.0,2430.913,849.0
1799,2015-04-10,REGION DE MURCIA,13.7,19.06,2.611,5.0,45.99,31.4
1800,2015-04-11,ANDALUCIA,13.882,17.508,1.874,2.0,3000.068,1000.02
1805,2015-04-11,CASTILLA-LA MANCHA,12.019,17.795,2.417,3.0,1118.906,349.4
1806,2015-04-11,CATALUNA,12.818,19.219,2.362,4.0,118.884,24.29
1809,2015-04-11,COMUNITAT VALENCIANA,12.582,16.418,2.292,1.0,118.884,49.9
1810,2015-04-11,EXTREMADURA,15.017,21.75,1.958,4.0,2587.471,849.0
1817,2015-04-11,REGION DE MURCIA,13.21,16.19,1.3,1.0,48.952,31.4
1818,2015-04-12,ANDALUCIA,14.992,20.56,3.258,5.0,5382.832,1000.02
1823,2015-04-12,CASTILLA-LA MANCHA,13.463,20.22,4.282,4.0,2007.583,349.4
1824,2015-04-12,CATALUNA,13.917,20.831,1.673,5.0,213.306,24.29
1827,2015-04-12,COMUNITAT VALENCIANA,13.88,18.464,3.022,3.0,213.306,49.9
1828,2015-04-12,EXTREMADURA,15.734,21.55,3.2,5.0,4642.536,849.0
1835,2015-04-12,REGION DE MURCIA,14.57,18.79,3.733,3.0,87.832,31.4
1836,2015-04-13,ANDALUCIA,17.271,23.535,3.63,5.0,9273.474,1000.02
1841,2015-04-13,CASTILLA-LA MANCHA,15.033,21.792,4.627,5.0,3458.638,349.4
1842,2015-04-13,CATALUNA,14.364,22.441,2.023,5.0,367.48,24.29
