,comunidad_autonoma,month,demand_ccaa
1107,Islas Baleares,2019-04-01T00:00:00.000+02:00,446407.913
1108,Islas Baleares,2019-05-01T00:00:00.000+02:00,477010.374
1109,Islas Baleares,2019-06-01T00:00:00.000+02:00,539722.271
1110,Islas Baleares,2019-07-01T00:00:00.000+02:00,719464.877
1111,Islas Baleares,2019-08-01T00:00:00.000+02:00,705099.073
1112,Islas Baleares,2019-09-01T00:00:00.000+02:00,572623.989
1113,Islas Baleares,2019-10-01T00:00:00.000+02:00,490426.996
1114,Islas Baleares,2019-11-01T00:00:00.000+01:00,412701.696
1115,Islas Baleares,2019-12-01T00:00:00.000+01:00,421812.285
1116,Islas Canarias,2019-01-01T00:00:00.000+01:00,755349.344
1117,Islas Canarias,2019-02-01T00:00:00.000+01:00,678572.401
1118,Islas Canarias,2019-03-01T00:00:00.000+01:00,738613.341
1119,Islas Canarias,2019-04-01T00:00:00.000+02:00,701144.535
1120,Islas Canarias,2019-05-01T00:00:00.000+02:00,724435.551
1121,Islas Canarias,2019-06-01T00:00:00.000+02:00,714689.013
1122,Islas Canarias,2019-07-01T00:00:00.000+02:00,765155.245
1123,Islas Canarias,2019-08-01T00:00:00.000+02:00,788634.096
1124,Islas Canarias,2019-09-01T00:00:00.000+02:00,752661.657
1125,Islas Canarias,2019-10-01T00:00:00.000+02:00,773780.358
1126,Islas Canarias,2019-11-01T00:00:00.000+01:00,734424.275
1127,Islas Canarias,2019-12-01T00:00:00.000+01:00,747518.318
1128,La Rioja,2019-01-01T00:00:00.000+01:00,157569.432
1129,La Rioja,2019-02-01T00:00:00.000+01:00,137243.524
1130,La Rioja,2019-03-01T00:00:00.000+01:00,144513.078
1131,La Rioja,2019-04-01T00:00:00.000+02:00,133753.57
1132,La Rioja,2019-05-01T00:00:00.000+02:00,134904.534
1133,La Rioja,2019-06-01T00:00:00.000+02:00,133645.37
1134,La Rioja,2019-07-01T00:00:00.000+02:00,153082.682
1135,La Rioja,2019-08-01T00:00:00.000+02:00,134540.513
1136,La Rioja,2019-09-01T00:00:00.000+02:00,136656.05
1137,La Rioja,2019-10-01T00:00:00.000+02:00,148673.966
1138,La Rioja,2019-11-01T00:00:00.000+01:00,145490.168
1139,La Rioja,2019-12-01T00:00:00.000+01:00,141234.636
1140,Comunidad Melilla,2019-01-01T00:00:00.000+01:00,18530.186
1141,Comunidad Melilla,2019-02-01T00:00:00.000+01:00,15963.18
1142,Comunidad Melilla,2019-03-01T00:00:00.000+01:00,16622.099
1143,Comunidad Melilla,2019-04-01T00:00:00.000+02:00,15384.125
1144,Comunidad Melilla,2019-05-01T00:00:00.000+02:00,16956.698
1145,Comunidad Melilla,2019-06-01T00:00:00.000+02:00,17069.632
1146,Comunidad Melilla,2019-07-01T00:00:00.000+02:00,19981.725
1147,Comunidad Melilla,2019-08-01T00:00:00.000+02:00,21285.859
1148,Comunidad Melilla,2019-09-01T00:00:00.000+02:00,18638.026
1149,Comunidad Melilla,2019-10-01T00:00:00.000+02:00,17507.116
1150,Comunidad Melilla,2019-11-01T00:00:00.000+01:00,16251.095
1151,Comunidad Melilla,2019-12-01T00:00:00.000+01:00,16714.884
1152,Región de Murcia,2019-01-01T00:00:00.000+01:00,841665.36
1153,Región de Murcia,2019-02-01T00:00:00.000+01:00,722984.391
1154,Región de Murcia,2019-03-01T00:00:00.000+01:00,769206.22
1155,Región de Murcia,2019-04-01T00:00:00.000+02:00,717397.568
1156,Región de Murcia,2019-05-01T00:00:00.000+02:00,753933.437
1157,Región de Murcia,2019-06-01T00:00:00.000+02:00,781848.129
1158,Región de Murcia,2019-07-01T00:00:00.000+02:00,934973.704
1159,Región de Murcia,2019-08-01T00:00:00.000+02:00,891511.529
1160,Región de Murcia,2019-09-01T00:00:00.000+02:00,740195.578
1161,Región de Murcia,2019-10-01T00:00:00.000+02:00,748991.037
1162,Región de Murcia,2019-11-01T00:00:00.000+01:00,756543.658
1163,Región de Murcia,2019-12-01T00:00:00.000+01:00,777171.494
1164,Comunidad de Navarra,2019-01-01T00:00:00.000+01:00,463542.521
1165,Comunidad de Navarra,2019-02-01T00:00:00.000+01:00,412888.134
1166,Comunidad de Navarra,2019-03-01T00:00:00.000+01:00,439192.257
1167,Comunidad de Navarra,2019-04-01T00:00:00.000+02:00,409324.995
1168,Comunidad de Navarra,2019-05-01T00:00:00.000+02:00,439674.461
1169,Comunidad de Navarra,2019-06-01T00:00:00.000+02:00,431270.896
1170,Comunidad de Navarra,2019-07-01T00:00:00.000+02:00,425913.131
1171,Comunidad de Navarra,2019-08-01T00:00:00.000+02:00,403832.721
1172,Comunidad de Navarra,2019-09-01T00:00:00.000+02:00,424695.647
1173,Comunidad de Navarra,2019-10-01T00:00:00.000+02:00,448901.458
1174,Comunidad de Navarra,2019-11-01T00:00:00.000+01:00,441644.372
1175,Comunidad de Navarra,2019-12-01T00:00:00.000+01:00,408815.515
1176,País Vasco,2019-01-01T00:00:00.000+01:00,1566908.501
1177,País Vasco,2019-02-01T00:00:00.000+01:00,1349915.466
1178,País Vasco,2019-03-01T00:00:00.000+01:00,1438251.76
1179,País Vasco,2019-04-01T00:00:00.000+02:00,1324846.851
1180,País Vasco,2019-05-01T00:00:00.000+02:00,1412540.967
1181,País Vasco,2019-06-01T00:00:00.000+02:00,1320335.319
1182,País Vasco,2019-07-01T00:00:00.000+02:00,1321611.713
1183,País Vasco,2019-08-01T00:00:00.000+02:00,1067567.8
1184,País Vasco,2019-09-01T00:00:00.000+02:00,1313870.402
1185,País Vasco,2019-10-01T00:00:00.000+02:00,1401028.409
1186,País Vasco,2019-11-01T00:00:00.000+01:00,1440323.849
1187,País Vasco,2019-12-01T00:00:00.000+01:00,1327169.282
1188,Todas,2019-01-01T00:00:00.000+01:00,24566154.547
1189,Todas,2019-02-01T00:00:00.000+01:00,21280529.205
1190,Todas,2019-03-01T00:00:00.000+01:00,21935545.636
1191,Todas,2019-04-01T00:00:00.000+02:00,20692209.649
1192,Todas,2019-05-01T00:00:00.000+02:00,21134292.129
1193,Todas,2019-06-01T00:00:00.000+02:00,21258958.649
1194,Todas,2019-07-01T00:00:00.000+02:00,24223991.17
1195,Todas,2019-08-01T00:00:00.000+02:00,22710929.179
1196,Todas,2019-09-01T00:00:00.000+02:00,21297712.005
1197,Todas,2019-10-01T00:00:00.000+02:00,21454847.17
1198,Todas,2019-11-01T00:00:00.000+01:00,21997760.931
1199,Todas,2019-12-01T00:00:00.000+01:00,22110920.732
1200,Andalucía,2020-01-01T00:00:00.000+01:00,3648510.198
1201,Andalucía,2020-02-01T00:00:00.000+01:00,3085375.745
1202,Andalucía,2020-03-01T00:00:00.000+01:00,3136155.192
1203,Andalucía,2020-04-01T00:00:00.000+02:00,2680249.534
1204,Andalucía,2020-05-01T00:00:00.000+02:00,2833738.348
1205,Andalucía,2020-06-01T00:00:00.000+02:00,2999931.629
1206,Andalucía,2020-07-01T00:00:00.000+02:00,3944796.05
1207,Andalucía,2020-08-01T00:00:00.000+02:00,3852523.918
1208,Andalucía,2020-09-01T00:00:00.000+02:00,3248747.485
1209,Andalucía,2020-10-01T00:00:00.000+02:00,3070190.647
1210,Andalucía,2020-11-01T00:00:00.000+01:00,3040312.816
1211,Andalucía,2020-12-01T00:00:00.000+01:00,3482080.542
1212,Aragón,2020-01-01T00:00:00.000+01:00,936969.954
1213,Aragón,2020-02-01T00:00:00.000+01:00,847063.224
1214,Aragón,2020-03-01T00:00:00.000+01:00,845670.025
1215,Aragón,2020-04-01T00:00:00.000+02:00,715893.499
1216,Aragón,2020-05-01T00:00:00.000+02:00,780472.526
1217,Aragón,2020-06-01T00:00:00.000+02:00,800765.41
1218,Aragón,2020-07-01T00:00:00.000+02:00,883086.548
1219,Aragón,2020-08-01T00:00:00.000+02:00,884240.341
1220,Aragón,2020-09-01T00:00:00.000+02:00,844042.251
1221,Aragón,2020-10-01T00:00:00.000+02:00,848048.821
1222,Aragón,2020-11-01T00:00:00.000+01:00,854810.773
1223,Aragón,2020-12-01T00:00:00.000+01:00,873158.298
1224,Principado de Asturias,2020-01-01T00:00:00.000+01:00,818569.533
1225,Principado de Asturias,2020-02-01T00:00:00.000+01:00,753713.456
1226,Principado de Asturias,2020-03-01T00:00:00.000+01:00,793322.507
1227,Principado de Asturias,2020-04-01T00:00:00.000+02:00,658828.308
1228,Principado de Asturias,2020-05-01T00:00:00.000+02:00,673587.975
1229,Principado de Asturias,2020-06-01T00:00:00.000+02:00,657386.079
1230,Principado de Asturias,2020-07-01T00:00:00.000+02:00,693685.822
1231,Principado de Asturias,2020-08-01T00:00:00.000+02:00,670393.413
1232,Principado de Asturias,2020-09-01T00:00:00.000+02:00,686850.454
1233,Principado de Asturias,2020-10-01T00:00:00.000+02:00,760044.453
1234,Principado de Asturias,2020-11-01T00:00:00.000+01:00,746484.147
1235,Principado de Asturias,2020-12-01T00:00:00.000+01:00,812041.784
1236,Cantabria,2020-01-01T00:00:00.000+01:00,341784.053
1237,Cantabria,2020-02-01T00:00:00.000+01:00,330739.792
1238,Cantabria,2020-03-01T00:00:00.000+01:00,356180.394
1239,Cantabria,2020-04-01T00:00:00.000+02:00,287372.937
1240,Cantabria,2020-05-01T00:00:00.000+02:00,314378.961
1241,Cantabria,2020-06-01T00:00:00.000+02:00,280657.543
1242,Cantabria,2020-07-01T00:00:00.000+02:00,319142.121
1243,Cantabria,2020-08-01T00:00:00.000+02:00,340134.022
1244,Cantabria,2020-09-01T00:00:00.000+02:00,333667.089
1245,Cantabria,2020-10-01T00:00:00.000+02:00,351119.216
1246,Cantabria,2020-11-01T00:00:00.000+01:00,344154.085
1247,Cantabria,2020-12-01T00:00:00.000+01:00,306515.675
1248,Castilla- La Mancha,2020-01-01T00:00:00.000+01:00,1061533.843
1249,Castilla- La Mancha,2020-02-01T00:00:00.000+01:00,939083.828
1250,Castilla- La Mancha,2020-03-01T00:00:00.000+01:00,988619.577
1251,Castilla- La Mancha,2020-04-01T00:00:00.000+02:00,807391.746
1252,Castilla- La Mancha,2020-05-01T00:00:00.000+02:00,917831.634
1253,Castilla- La Mancha,2020-06-01T00:00:00.000+02:00,964355.873
1254,Castilla- La Mancha,2020-07-01T00:00:00.000+02:00,1173169.272
1255,Castilla- La Mancha,2020-08-01T00:00:00.000+02:00,1114481.323
1256,Castilla- La Mancha,2020-09-01T00:00:00.000+02:00,930478.016
1257,Castilla- La Mancha,2020-10-01T00:00:00.000+02:00,926029.016
1258,Castilla- La Mancha,2020-11-01T00:00:00.000+01:00,918647.462
1259,Castilla- La Mancha,2020-12-01T00:00:00.000+01:00,1018731.82
1260,Castilla y León,2020-01-01T00:00:00.000+01:00,1289529.098
1261,Castilla y León,2020-02-01T00:00:00.000+01:00,1158160.686
1262,Castilla y León,2020-03-01T00:00:00.000+01:00,1127288.907
1263,Castilla y León,2020-04-01T00:00:00.000+02:00,903667.226
1264,Castilla y León,2020-05-01T00:00:00.000+02:00,975778.847
1265,Castilla y León,2020-06-01T00:00:00.000+02:00,1031437.936
1266,Castilla y León,2020-07-01T00:00:00.000+02:00,1226900.23
1267,Castilla y León,2020-08-01T00:00:00.000+02:00,1126916.921
1268,Castilla y León,2020-09-01T00:00:00.000+02:00,1084962.292
1269,Castilla y León,2020-10-01T00:00:00.000+02:00,1156341.074
1270,Castilla y León,2020-11-01T00:00:00.000+01:00,1143244.181
1271,Castilla y León,2020-12-01T00:00:00.000+01:00,1205269.286
1272,Cataluña,2020-01-01T00:00:00.000+01:00,4180533.867
1273,Cataluña,2020-02-01T00:00:00.000+01:00,3739391.844
1274,Cataluña,2020-03-01T00:00:00.000+01:00,3655675.5
1275,Cataluña,2020-04-01T00:00:00.000+02:00,2974661.857
1276,Cataluña,2020-05-01T00:00:00.000+02:00,3196176.385
1277,Cataluña,2020-06-01T00:00:00.000+02:00,3394330.06
1278,Cataluña,2020-07-01T00:00:00.000+02:00,4124597.367
1279,Cataluña,2020-08-01T00:00:00.000+02:00,3825701.263
1280,Cataluña,2020-09-01T00:00:00.000+02:00,3636332.142
1281,Cataluña,2020-10-01T00:00:00.000+02:00,3685266.366
1282,Cataluña,2020-11-01T00:00:00.000+01:00,3661150.298
1283,Cataluña,2020-12-01T00:00:00.000+01:00,3983099.447
1284,Comunidad Ceuta,2020-01-01T00:00:00.000+01:00,17835.113
1285,Comunidad Ceuta,2020-02-01T00:00:00.000+01:00,15770.011
1286,Comunidad Ceuta,2020-03-01T00:00:00.000+01:00,16608.196
1287,Comunidad Ceuta,2020-04-01T00:00:00.000+02:00,15531.111
1288,Comunidad Ceuta,2020-05-01T00:00:00.000+02:00,15827.471
1289,Comunidad Ceuta,2020-06-01T00:00:00.000+02:00,15839.422
1290,Comunidad Ceuta,2020-07-01T00:00:00.000+02:00,17917.496
1291,Comunidad Ceuta,2020-08-01T00:00:00.000+02:00,18096.779
1292,Comunidad Ceuta,2020-09-01T00:00:00.000+02:00,16830.054
1293,Comunidad Ceuta,2020-10-01T00:00:00.000+02:00,16095.768
1294,Comunidad Ceuta,2020-11-01T00:00:00.000+01:00,15792.687
1295,Comunidad Ceuta,2020-12-01T00:00:00.000+01:00,17053.994
1296,Comunidad de Madrid,2020-01-01T00:00:00.000+01:00,2737334.364
1297,Comunidad de Madrid,2020-02-01T00:00:00.000+01:00,2357438.71
1298,Comunidad de Madrid,2020-03-01T00:00:00.000+01:00,2268882.296
1299,Comunidad de Madrid,2020-04-01T00:00:00.000+02:00,1825502.09
1300,Comunidad de Madrid,2020-05-01T00:00:00.000+02:00,1855359.252
1301,Comunidad de Madrid,2020-06-01T00:00:00.000+02:00,2019611.065
1302,Comunidad de Madrid,2020-07-01T00:00:00.000+02:00,2525218.389
1303,Comunidad de Madrid,2020-08-01T00:00:00.000+02:00,2202008.892
1304,Comunidad de Madrid,2020-09-01T00:00:00.000+02:00,2067050.074
1305,Comunidad de Madrid,2020-10-01T00:00:00.000+02:00,2184994.561
1306,Comunidad de Madrid,2020-11-01T00:00:00.000+01:00,2296506.89
1307,Comunidad de Madrid,2020-12-01T00:00:00.000+01:00,2569037.905
1308,Comunidad Valenciana,2020-01-01T00:00:00.000+01:00,2508069.037
1309,Comunidad Valenciana,2020-02-01T00:00:00.000+01:00,2121198.841
1310,Comunidad Valenciana,2020-03-01T00:00:00.000+01:00,2101279.181
1311,Comunidad Valenciana,2020-04-01T00:00:00.000+02:00,1658367.752
1312,Comunidad Valenciana,2020-05-01T00:00:00.000+02:00,1827469.331
1313,Comunidad Valenciana,2020-06-01T00:00:00.000+02:00,1973106.075
1314,Comunidad Valenciana,2020-07-01T00:00:00.000+02:00,2517075.658
1315,Comunidad Valenciana,2020-08-01T00:00:00.000+02:00,2431482.847
1316,Comunidad Valenciana,2020-09-01T00:00:00.000+02:00,2160161.801
1317,Comunidad Valenciana,2020-10-01T00:00:00.000+02:00,2092023.643
1318,Comunidad Valenciana,2020-11-01T00:00:00.000+01:00,2119833.626
1319,Comunidad Valenciana,2020-12-01T00:00:00.000+01:00,2351728.827
1320,Extremadura,2020-01-01T00:00:00.000+01:00,458471.77
1321,Extremadura,2020-02-01T00:00:00.000+01:00,389007.747
1322,Extremadura,2020-03-01T00:00:00.000+01:00,394485.672
1323,Extremadura,2020-04-01T00:00:00.000+02:00,337487.516
1324,Extremadura,2020-05-01T00:00:00.000+02:00,347169.665
1325,Extremadura,2020-06-01T00:00:00.000+02:00,385510.529
1326,Extremadura,2020-07-01T00:00:00.000+02:00,497827.803
1327,Extremadura,2020-08-01T00:00:00.000+02:00,489402.967
1328,Extremadura,2020-09-01T00:00:00.000+02:00,422010.656
1329,Extremadura,2020-10-01T00:00:00.000+02:00,396197.376
1330,Extremadura,2020-11-01T00:00:00.000+01:00,405048.58
1331,Extremadura,2020-12-01T00:00:00.000+01:00,428972.183
1332,Galicia,2020-01-01T00:00:00.000+01:00,1697792.905
1333,Galicia,2020-02-01T00:00:00.000+01:00,1475967.306
1334,Galicia,2020-03-01T00:00:00.000+01:00,1493138.351
1335,Galicia,2020-04-01T00:00:00.000+02:00,1268982.914
1336,Galicia,2020-05-01T00:00:00.000+02:00,1327958.665
1337,Galicia,2020-06-01T00:00:00.000+02:00,1438593.814
1338,Galicia,2020-07-01T00:00:00.000+02:00,1380397.914
1339,Galicia,2020-08-01T00:00:00.000+02:00,1390800.24
1340,Galicia,2020-09-01T00:00:00.000+02:00,1375753.284
1341,Galicia,2020-10-01T00:00:00.000+02:00,1471636.389
1342,Galicia,2020-11-01T00:00:00.000+01:00,1491474.968
1343,Galicia,2020-12-01T00:00:00.000+01:00,1600592.994
1344,Islas Baleares,2020-01-01T00:00:00.000+01:00,456464.05
1345,Islas Baleares,2020-02-01T00:00:00.000+01:00,403435.857
1346,Islas Baleares,2020-03-01T00:00:00.000+01:00,403832.751
1347,Islas Baleares,2020-04-01T00:00:00.000+02:00,321712.013
1348,Islas Baleares,2020-05-01T00:00:00.000+02:00,327175.074
1349,Islas Baleares,2020-06-01T00:00:00.000+02:00,360864.887
1350,Islas Baleares,2020-07-01T00:00:00.000+02:00,528918.585
1351,Islas Baleares,2020-08-01T00:00:00.000+02:00,566318.86
1352,Islas Baleares,2020-09-01T00:00:00.000+02:00,403465.241
1353,Islas Baleares,2020-10-01T00:00:00.000+02:00,368113.495
1354,Islas Baleares,2020-11-01T00:00:00.000+01:00,364441.335
1355,Islas Baleares,2020-12-01T00:00:00.000+01:00,436982.595
1356,Islas Canarias,2020-01-01T00:00:00.000+01:00,756953.464
1357,Islas Canarias,2020-02-01T00:00:00.000+01:00,705861.132
1358,Islas Canarias,2020-03-01T00:00:00.000+01:00,682194.297
1359,Islas Canarias,2020-04-01T00:00:00.000+02:00,548481.932
1360,Islas Canarias,2020-05-01T00:00:00.000+02:00,581117.603
1361,Islas Canarias,2020-06-01T00:00:00.000+02:00,602698.837
1362,Islas Canarias,2020-07-01T00:00:00.000+02:00,679184.288
1363,Islas Canarias,2020-08-01T00:00:00.000+02:00,712516.545
1364,Islas Canarias,2020-09-01T00:00:00.000+02:00,684875.592
1365,Islas Canarias,2020-10-01T00:00:00.000+02:00,674860.239
1366,Islas Canarias,2020-11-01T00:00:00.000+01:00,652336.766
1367,Islas Canarias,2020-12-01T00:00:00.000+01:00,665587.715
1368,La Rioja,2020-01-01T00:00:00.000+01:00,155709.587
1369,La Rioja,2020-02-01T00:00:00.000+01:00,139196.214
1370,La Rioja,2020-03-01T00:00:00.000+01:00,137102.562
1371,La Rioja,2020-04-01T00:00:00.000+02:00,111843.378
1372,La Rioja,2020-05-01T00:00:00.000+02:00,117782.567
1373,La Rioja,2020-06-01T00:00:00.000+02:00,121000.367
1374,La Rioja,2020-07-01T00:00:00.000+02:00,144053.936
1375,La Rioja,2020-08-01T00:00:00.000+02:00,133978.303
1376,La Rioja,2020-09-01T00:00:00.000+02:00,137621.254
1377,La Rioja,2020-10-01T00:00:00.000+02:00,141061.124
1378,La Rioja,2020-11-01T00:00:00.000+01:00,139104.195
1379,La Rioja,2020-12-01T00:00:00.000+01:00,141654.074
1380,Comunidad Melilla,2020-01-01T00:00:00.000+01:00,17812.714
1381,Comunidad Melilla,2020-02-01T00:00:00.000+01:00,15817.3
1382,Comunidad Melilla,2020-03-01T00:00:00.000+01:00,15735.69
1383,Comunidad Melilla,2020-04-01T00:00:00.000+02:00,14737.721
1384,Comunidad Melilla,2020-05-01T00:00:00.000+02:00,15573.759
1385,Comunidad Melilla,2020-06-01T00:00:00.000+02:00,16708.38
1386,Comunidad Melilla,2020-07-01T00:00:00.000+02:00,21140.943
1387,Comunidad Melilla,2020-08-01T00:00:00.000+02:00,22335.731
1388,Comunidad Melilla,2020-09-01T00:00:00.000+02:00,18793.899
1389,Comunidad Melilla,2020-10-01T00:00:00.000+02:00,16551.482
1390,Comunidad Melilla,2020-11-01T00:00:00.000+01:00,15635.69
1391,Comunidad Melilla,2020-12-01T00:00:00.000+01:00,17166.954
1392,Región de Murcia,2020-01-01T00:00:00.000+01:00,826921.959
1393,Región de Murcia,2020-02-01T00:00:00.000+01:00,710409.485
1394,Región de Murcia,2020-03-01T00:00:00.000+01:00,748455.972
1395,Región de Murcia,2020-04-01T00:00:00.000+02:00,630962.979
1396,Región de Murcia,2020-05-01T00:00:00.000+02:00,700712.044
1397,Región de Murcia,2020-06-01T00:00:00.000+02:00,751296.944
1398,Región de Murcia,2020-07-01T00:00:00.000+02:00,909611.101
1399,Región de Murcia,2020-08-01T00:00:00.000+02:00,904273.955
1400,Región de Murcia,2020-09-01T00:00:00.000+02:00,773862.263
1401,Región de Murcia,2020-10-01T00:00:00.000+02:00,737168.266
1402,Región de Murcia,2020-11-01T00:00:00.000+01:00,714052.423
1403,Región de Murcia,2020-12-01T00:00:00.000+01:00,796790.727
1404,Comunidad de Navarra,2020-01-01T00:00:00.000+01:00,450763.969
1405,Comunidad de Navarra,2020-02-01T00:00:00.000+01:00,422377.178
1406,Comunidad de Navarra,2020-03-01T00:00:00.000+01:00,407204.579
1407,Comunidad de Navarra,2020-04-01T00:00:00.000+02:00,329918.004
1408,Comunidad de Navarra,2020-05-01T00:00:00.000+02:00,377656.588
1409,Comunidad de Navarra,2020-06-01T00:00:00.000+02:00,387263.707
1410,Comunidad de Navarra,2020-07-01T00:00:00.000+02:00,396242.377
1411,Comunidad de Navarra,2020-08-01T00:00:00.000+02:00,391904.088
1412,Comunidad de Navarra,2020-09-01T00:00:00.000+02:00,419135.926
1413,Comunidad de Navarra,2020-10-01T00:00:00.000+02:00,423452.642
1414,Comunidad de Navarra,2020-11-01T00:00:00.000+01:00,427189.248
1415,Comunidad de Navarra,2020-12-01T00:00:00.000+01:00,409950.116
1416,País Vasco,2020-01-01T00:00:00.000+01:00,1464723.239
1417,País Vasco,2020-02-01T00:00:00.000+01:00,1370961.607
1418,País Vasco,2020-03-01T00:00:00.000+01:00,1354901.587
1419,País Vasco,2020-04-01T00:00:00.000+02:00,969319.589
1420,País Vasco,2020-05-01T00:00:00.000+02:00,1122317.097
1421,País Vasco,2020-06-01T00:00:00.000+02:00,1157223.566
1422,País Vasco,2020-07-01T00:00:00.000+02:00,1211455.235
1423,País Vasco,2020-08-01T00:00:00.000+02:00,987600.964
1424,País Vasco,2020-09-01T00:00:00.000+02:00,1253870.065
1425,País Vasco,2020-10-01T00:00:00.000+02:00,1374290.634
1426,País Vasco,2020-11-01T00:00:00.000+01:00,1348346.356
1427,País Vasco,2020-12-01T00:00:00.000+01:00,1322546.667
1428,Todas,2020-01-01T00:00:00.000+01:00,23826282.724
1429,Todas,2020-02-01T00:00:00.000+01:00,20980969.957
1430,Todas,2020-03-01T00:00:00.000+01:00,20926733.362
1431,Todas,2020-04-01T00:00:00.000+02:00,17060911.994
1432,Todas,2020-05-01T00:00:00.000+02:00,18308083.84
1433,Todas,2020-06-01T00:00:00.000+02:00,19358582.116
1434,Todas,2020-07-01T00:00:00.000+02:00,23194421.105
1435,Todas,2020-08-01T00:00:00.000+02:00,22065111.348
1436,Todas,2020-09-01T00:00:00.000+02:00,20498509.843
1437,Todas,2020-10-01T00:00:00.000+02:00,20693485.205
1438,Todas,2020-11-01T00:00:00.000+01:00,20698566.523
1439,Todas,2020-12-01T00:00:00.000+01:00,22438961.596
1440,Andalucía,2021-01-01T00:00:00.000+01:00,3806960.159
1441,Andalucía,2021-02-01T00:00:00.000+01:00,3016830.479
1442,Andalucía,2021-03-01T00:00:00.000+01:00,3214203.583
1443,Andalucía,2021-04-01T00:00:00.000+02:00,2944784.896
1444,Andalucía,2021-05-01T00:00:00.000+02:00,3088142.326
1445,Andalucía,2021-06-01T00:00:00.000+02:00,3166035.944
1446,Andalucía,2021-07-01T00:00:00.000+02:00,3688723.186
1447,Andalucía,2021-08-01T00:00:00.000+02:00,3781782.817
1448,Andalucía,2021-09-01T00:00:00.000+02:00,3261936.787
1449,Andalucía,2021-10-01T00:00:00.000+02:00,3062789.782
1450,Andalucía,2021-11-01T00:00:00.000+01:00,3180304.564
1451,Andalucía,2021-12-01T00:00:00.000+01:00,3441074.577
1452,Aragón,2021-01-01T00:00:00.000+01:00,899098.143
1453,Aragón,2021-02-01T00:00:00.000+01:00,806734.845
1454,Aragón,2021-03-01T00:00:00.000+01:00,901481.249
1455,Aragón,2021-04-01T00:00:00.000+02:00,835504.911
1456,Aragón,2021-05-01T00:00:00.000+02:00,854555.031
1457,Aragón,2021-06-01T00:00:00.000+02:00,881086.419
1458,Aragón,2021-07-01T00:00:00.000+02:00,914403.06
1459,Aragón,2021-08-01T00:00:00.000+02:00,890945.768
1460,Aragón,2021-09-01T00:00:00.000+02:00,857223.626
1461,Aragón,2021-10-01T00:00:00.000+02:00,842280.712
1462,Aragón,2021-11-01T00:00:00.000+01:00,884111.867
1463,Aragón,2021-12-01T00:00:00.000+01:00,895918.585
1464,Principado de Asturias,2021-01-01T00:00:00.000+01:00,867913.759
1465,Principado de Asturias,2021-02-01T00:00:00.000+01:00,754268.325
1466,Principado de Asturias,2021-03-01T00:00:00.000+01:00,808309.756
1467,Principado de Asturias,2021-04-01T00:00:00.000+02:00,768077.88
1468,Principado de Asturias,2021-05-01T00:00:00.000+02:00,776093.729
1469,Principado de Asturias,2021-06-01T00:00:00.000+02:00,729077.631
1470,Principado de Asturias,2021-07-01T00:00:00.000+02:00,754393.956
1471,Principado de Asturias,2021-08-01T00:00:00.000+02:00,720273.259
1472,Principado de Asturias,2021-09-01T00:00:00.000+02:00,725963.978
1473,Principado de Asturias,2021-10-01T00:00:00.000+02:00,750755.832
1474,Principado de Asturias,2021-11-01T00:00:00.000+01:00,783627.844
1475,Principado de Asturias,2021-12-01T00:00:00.000+01:00,805235.909
1476,Cantabria,2021-01-01T00:00:00.000+01:00,301323.586
1477,Cantabria,2021-02-01T00:00:00.000+01:00,312051.981
1478,Cantabria,2021-03-01T00:00:00.000+01:00,354118.186
1479,Cantabria,2021-04-01T00:00:00.000+02:00,334415.536
1480,Cantabria,2021-05-01T00:00:00.000+02:00,354486.889
1481,Cantabria,2021-06-01T00:00:00.000+02:00,350482.439
1482,Cantabria,2021-07-01T00:00:00.000+02:00,345632.751
1483,Cantabria,2021-08-01T00:00:00.000+02:00,345589.824
1484,Cantabria,2021-09-01T00:00:00.000+02:00,338863.197
1485,Cantabria,2021-10-01T00:00:00.000+02:00,328646.412
1486,Cantabria,2021-11-01T00:00:00.000+01:00,336095.262
1487,Cantabria,2021-12-01T00:00:00.000+01:00,314925.718
1488,Castilla- La Mancha,2021-01-01T00:00:00.000+01:00,1064675.945
1489,Castilla- La Mancha,2021-02-01T00:00:00.000+01:00,916023.561
1490,Castilla- La Mancha,2021-03-01T00:00:00.000+01:00,1012109.007
1491,Castilla- La Mancha,2021-04-01T00:00:00.000+02:00,945621.257
1492,Castilla- La Mancha,2021-05-01T00:00:00.000+02:00,983773.982
1493,Castilla- La Mancha,2021-06-01T00:00:00.000+02:00,978293.68
1494,Castilla- La Mancha,2021-07-01T00:00:00.000+02:00,1138124.645
1495,Castilla- La Mancha,2021-08-01T00:00:00.000+02:00,1111553.19
1496,Castilla- La Mancha,2021-09-01T00:00:00.000+02:00,942787.008
1497,Castilla- La Mancha,2021-10-01T00:00:00.000+02:00,889166.115
1498,Castilla- La Mancha,2021-11-01T00:00:00.000+01:00,988074.665
1499,Castilla- La Mancha,2021-12-01T00:00:00.000+01:00,1048655.126
1500,Castilla y León,2021-01-01T00:00:00.000+01:00,1267533.707
1501,Castilla y León,2021-02-01T00:00:00.000+01:00,1100679.804
1502,Castilla y León,2021-03-01T00:00:00.000+01:00,1190666.42
1503,Castilla y León,2021-04-01T00:00:00.000+02:00,1076771.526
1504,Castilla y León,2021-05-01T00:00:00.000+02:00,1107577.857
1505,Castilla y León,2021-06-01T00:00:00.000+02:00,1082119.836
