value,percentage,datetime
608715.931,1,2021-01-01T00:00:00.000+01:00
680432.407,1,2021-01-02T00:00:00.000+01:00
684489.215,1,2021-01-03T00:00:00.000+01:00
793625.993,1,2021-01-04T00:00:00.000+01:00
806588.156,1,2021-01-05T00:00:00.000+01:00
700144.564,1,2021-01-06T00:00:00.000+01:00
854323.166,1,2021-01-07T00:00:00.000+01:00
872357.353,1,2021-01-08T00:00:00.000+01:00
773296.979,1,2021-01-09T00:00:00.000+01:00
735647.962,1,2021-01-10T00:00:00.000+01:00
851740.825,1,2021-01-11T00:00:00.000+01:00
875118.684,1,2021-01-12T00:00:00.000+01:00
874914.272,1,2021-01-13T00:00:00.000+01:00
873577.23,1,2021-01-14T00:00:00.000+01:00
859355.795,1,2021-01-15T00:00:00.000+01:00
765002.342,1,2021-01-16T00:00:00.000+01:00
708974.301,1,2021-01-17T00:00:00.000+01:00
827619.581,1,2021-01-18T00:00:00.000+01:00
846116.609,1,2021-01-19T00:00:00.000+01:00
850299.079,1,2021-01-20T00:00:00.000+01:00
817647.661,1,2021-01-21T00:00:00.000+01:00
794514.658,1,2021-01-22T00:00:00.000+01:00
719510.829,1,2021-01-23T00:00:00.000+01:00
655028.547,1,2021-01-24T00:00:00.000+01:00
775155.263,1,2021-01-25T00:00:00.000+01:00
770796.102,1,2021-01-26T00:00:00.000+01:00
753321.62,1,2021-01-27T00:00:00.000+01:00
744101.186,1,2021-01-28T00:00:00.000+01:00
733183.947,1,2021-01-29T00:00:00.000+01:00
672206.563,1,2021-01-30T00:00:00.000+01:00
631678.074,1,2021-01-31T00:00:00.000+01:00
725308.41,1,2021-02-01T00:00:00.000+01:00
742016.165,1,2021-02-02T00:00:00.000+01:00
744032.692,1,2021-02-03T00:00:00.000+01:00
742410.917,1,2021-02-04T00:00:00.000+01:00
742180.511,1,2021-02-05T00:00:00.000+01:00
673202.889,1,2021-02-06T00:00:00.000+01:00
635184.428,1,2021-02-07T00:00:00.000+01:00
757811.118,1,2021-02-08T00:00:00.000+01:00
789357.66,1,2021-02-09T00:00:00.000+01:00
767889.956,1,2021-02-10T00:00:00.000+01:00
757949.224,1,2021-02-11T00:00:00.000+01:00
744944.86,1,2021-02-12T00:00:00.000+01:00
664031.439,1,2021-02-13T00:00:00.000+01:00
627377.64,1,2021-02-14T00:00:00.000+01:00
743811.335,1,2021-02-15T00:00:00.000+01:00
751446.91,1,2021-02-16T00:00:00.000+01:00
752695.056,1,2021-02-17T00:00:00.000+01:00
754962.027,1,2021-02-18T00:00:00.000+01:00
749031.191,1,2021-02-19T00:00:00.000+01:00
667785.4,1,2021-02-20T00:00:00.000+01:00
636820.402,1,2021-02-21T00:00:00.000+01:00
743317.962,1,2021-02-22T00:00:00.000+01:00
750925.914,1,2021-02-23T00:00:00.000+01:00
747390.312,1,2021-02-24T00:00:00.000+01:00
744810.272,1,2021-02-25T00:00:00.000+01:00
740017.479,1,2021-02-26T00:00:00.000+01:00
664275.565,1,2021-02-27T00:00:00.000+01:00
621167.542,1,2021-02-28T00:00:00.000+01:00
730802.101,1,2021-03-01T00:00:00.000+01:00
749835.836,1,2021-03-02T00:00:00.000+01:00
744167.225,1,2021-03-03T00:00:00.000+01:00
740268.037,1,2021-03-04T00:00:00.000+01:00
735724.58,1,2021-03-05T00:00:00.000+01:00
658451.851,1,2021-03-06T00:00:00.000+01:00
622685.66,1,2021-03-07T00:00:00.000+01:00
742936.38,1,2021-03-08T00:00:00.000+01:00
758352.519,1,2021-03-09T00:00:00.000+01:00
750796.647,1,2021-03-10T00:00:00.000+01:00
739481.269,1,2021-03-11T00:00:00.000+01:00
729092.448,1,2021-03-12T00:00:00.000+01:00
646301.497,1,2021-03-13T00:00:00.000+01:00
606540.412,1,2021-03-14T00:00:00.000+01:00
719293.522,1,2021-03-15T00:00:00.000+01:00
732005.026,1,2021-03-16T00:00:00.000+01:00
729775.728,1,2021-03-17T00:00:00.000+01:00
741473.221,1,2021-03-18T00:00:00.000+01:00
706043.651,1,2021-03-19T00:00:00.000+01:00
670497.641,1,2021-03-20T00:00:00.000+01:00
630102.703,1,2021-03-21T00:00:00.000+01:00
735080.366,1,2021-03-22T00:00:00.000+01:00
739437.425,1,2021-03-23T00:00:00.000+01:00
731621.692,1,2021-03-24T00:00:00.000+01:00
726346.417,1,2021-03-25T00:00:00.000+01:00
719331.777,1,2021-03-26T00:00:00.000+01:00
648466.535,1,2021-03-27T00:00:00.000+01:00
571635.074,1,2021-03-28T00:00:00.000+01:00
691559.272,1,2021-03-29T00:00:00.000+02:00
695256.722,1,2021-03-30T00:00:00.000+02:00
679687.653,1,2021-03-31T00:00:00.000+02:00
603780.936,1,2021-04-01T00:00:00.000+02:00
558137.662,1,2021-04-02T00:00:00.000+02:00
577877.662,1,2021-04-03T00:00:00.000+02:00
551346.366,1,2021-04-04T00:00:00.000+02:00
604043.925,1,2021-04-05T00:00:00.000+02:00
678937.062,1,2021-04-06T00:00:00.000+02:00
706832.348,1,2021-04-07T00:00:00.000+02:00
711274.992,1,2021-04-08T00:00:00.000+02:00
713789.777,1,2021-04-09T00:00:00.000+02:00
641313.52,1,2021-04-10T00:00:00.000+02:00
594071.686,1,2021-04-11T00:00:00.000+02:00
692941.728,1,2021-04-12T00:00:00.000+02:00
717396.928,1,2021-04-13T00:00:00.000+02:00
716654.185,1,2021-04-14T00:00:00.000+02:00
722238.709,1,2021-04-15T00:00:00.000+02:00
713583.273,1,2021-04-16T00:00:00.000+02:00
642865.34,1,2021-04-17T00:00:00.000+02:00
593293.117,1,2021-04-18T00:00:00.000+02:00
697833.818,1,2021-04-19T00:00:00.000+02:00
709788.735,1,2021-04-20T00:00:00.000+02:00
710848.815,1,2021-04-21T00:00:00.000+02:00
713242.666,1,2021-04-22T00:00:00.000+02:00
685398.678,1,2021-04-23T00:00:00.000+02:00
620321.236,1,2021-04-24T00:00:00.000+02:00
584849.257,1,2021-04-25T00:00:00.000+02:00
689249.537,1,2021-04-26T00:00:00.000+02:00
703092.56,1,2021-04-27T00:00:00.000+02:00
698342.061,1,2021-04-28T00:00:00.000+02:00
697918.72,1,2021-04-29T00:00:00.000+02:00
