value,percentage,datetime
652080.331,1,2016-03-28T00:00:00.000+02:00
717409.352,1,2016-03-29T00:00:00.000+02:00
722449.298,1,2016-03-30T00:00:00.000+02:00
737927.173,1,2016-03-31T00:00:00.000+02:00
741458.89,1,2016-04-01T00:00:00.000+02:00
672655.24,1,2016-04-02T00:00:00.000+02:00
629069.4,1,2016-04-03T00:00:00.000+02:00
744085.306,1,2016-04-04T00:00:00.000+02:00
760497.377,1,2016-04-05T00:00:00.000+02:00
745920.411,1,2016-04-06T00:00:00.000+02:00
738810.264,1,2016-04-07T00:00:00.000+02:00
741091.847,1,2016-04-08T00:00:00.000+02:00
663840.188,1,2016-04-09T00:00:00.000+02:00
618589.05,1,2016-04-10T00:00:00.000+02:00
733820.471,1,2016-04-11T00:00:00.000+02:00
749723.748,1,2016-04-12T00:00:00.000+02:00
737981.093,1,2016-04-13T00:00:00.000+02:00
734656.04,1,2016-04-14T00:00:00.000+02:00
725628.052,1,2016-04-15T00:00:00.000+02:00
656666.187,1,2016-04-16T00:00:00.000+02:00
600865.508,1,2016-04-17T00:00:00.000+02:00
708728.644,1,2016-04-18T00:00:00.000+02:00
730879.617,1,2016-04-19T00:00:00.000+02:00
734992.037,1,2016-04-20T00:00:00.000+02:00
725975.418,1,2016-04-21T00:00:00.000+02:00
718425.772,1,2016-04-22T00:00:00.000+02:00
639355.867,1,2016-04-23T00:00:00.000+02:00
588258.41,1,2016-04-24T00:00:00.000+02:00
696704.796,1,2016-04-25T00:00:00.000+02:00
710869.658,1,2016-04-26T00:00:00.000+02:00
717645.536,1,2016-04-27T00:00:00.000+02:00
717950.891,1,2016-04-28T00:00:00.000+02:00
713568.969,1,2016-04-29T00:00:00.000+02:00
637483.106,1,2016-04-30T00:00:00.000+02:00
563400.989,1,2016-05-01T00:00:00.000+02:00
643269.665,1,2016-05-02T00:00:00.000+02:00
700908.897,1,2016-05-03T00:00:00.000+02:00
706336.716,1,2016-05-04T00:00:00.000+02:00
709504.363,1,2016-05-05T00:00:00.000+02:00
710229.085,1,2016-05-06T00:00:00.000+02:00
639234.355,1,2016-05-07T00:00:00.000+02:00
593675.127,1,2016-05-08T00:00:00.000+02:00
705132.32,1,2016-05-09T00:00:00.000+02:00
720107.983,1,2016-05-10T00:00:00.000+02:00
718238.093,1,2016-05-11T00:00:00.000+02:00
717601.264,1,2016-05-12T00:00:00.000+02:00
711552.092,1,2016-05-13T00:00:00.000+02:00
635350.364,1,2016-05-14T00:00:00.000+02:00
579221.135,1,2016-05-15T00:00:00.000+02:00
650838.585,1,2016-05-16T00:00:00.000+02:00
692297.232,1,2016-05-17T00:00:00.000+02:00
707385.95,1,2016-05-18T00:00:00.000+02:00
706583.408,1,2016-05-19T00:00:00.000+02:00
707601.689,1,2016-05-20T00:00:00.000+02:00
641344.714,1,2016-05-21T00:00:00.000+02:00
589691.238,1,2016-05-22T00:00:00.000+02:00
688905.12,1,2016-05-23T00:00:00.000+02:00
706604.309,1,2016-05-24T00:00:00.000+02:00
712517.096,1,2016-05-25T00:00:00.000+02:00
709833.502,1,2016-05-26T00:00:00.000+02:00
709426.086,1,2016-05-27T00:00:00.000+02:00
641484.124,1,2016-05-28T00:00:00.000+02:00
584034.921,1,2016-05-29T00:00:00.000+02:00
687161.189,1,2016-05-30T00:00:00.000+02:00
704587.279,1,2016-05-31T00:00:00.000+02:00
709821.213,1,2016-06-01T00:00:00.000+02:00
714223.82,1,2016-06-02T00:00:00.000+02:00
716319.971,1,2016-06-03T00:00:00.000+02:00
646944.397,1,2016-06-04T00:00:00.000+02:00
597053.3,1,2016-06-05T00:00:00.000+02:00
713229.237,1,2016-06-06T00:00:00.000+02:00
742877.039,1,2016-06-07T00:00:00.000+02:00
757700.186,1,2016-06-08T00:00:00.000+02:00
768283.205,1,2016-06-09T00:00:00.000+02:00
757204.213,1,2016-06-10T00:00:00.000+02:00
673474.394,1,2016-06-11T00:00:00.000+02:00
618100.688,1,2016-06-12T00:00:00.000+02:00
757302.953,1,2016-06-13T00:00:00.000+02:00
769256.56,1,2016-06-14T00:00:00.000+02:00
756149.223,1,2016-06-15T00:00:00.000+02:00
719361.642,1,2016-06-16T00:00:00.000+02:00
713638.415,1,2016-06-17T00:00:00.000+02:00
653385.417,1,2016-06-18T00:00:00.000+02:00
601705.707,1,2016-06-19T00:00:00.000+02:00
717719.773,1,2016-06-20T00:00:00.000+02:00
748639.036,1,2016-06-21T00:00:00.000+02:00
758119.967,1,2016-06-22T00:00:00.000+02:00
754454.312,1,2016-06-23T00:00:00.000+02:00
718649.229,1,2016-06-24T00:00:00.000+02:00
685908.782,1,2016-06-25T00:00:00.000+02:00
625080.91,1,2016-06-26T00:00:00.000+02:00
751353.712,1,2016-06-27T00:00:00.000+02:00
778861.467,1,2016-06-28T00:00:00.000+02:00
780388.228,1,2016-06-29T00:00:00.000+02:00
785078.65,1,2016-06-30T00:00:00.000+02:00
780837.638,1,2016-07-01T00:00:00.000+02:00
706129.917,1,2016-07-02T00:00:00.000+02:00
656564.101,1,2016-07-03T00:00:00.000+02:00
773366.894,1,2016-07-04T00:00:00.000+02:00
799505.67,1,2016-07-05T00:00:00.000+02:00
804016.097,1,2016-07-06T00:00:00.000+02:00
791608.63,1,2016-07-07T00:00:00.000+02:00
800680.755,1,2016-07-08T00:00:00.000+02:00
732130.485,1,2016-07-09T00:00:00.000+02:00
681645.652,1,2016-07-10T00:00:00.000+02:00
819684.185,1,2016-07-11T00:00:00.000+02:00
820246.74,1,2016-07-12T00:00:00.000+02:00
791222.123,1,2016-07-13T00:00:00.000+02:00
775029.946,1,2016-07-14T00:00:00.000+02:00
764830.789,1,2016-07-15T00:00:00.000+02:00
693162.532,1,2016-07-16T00:00:00.000+02:00
641482.386,1,2016-07-17T00:00:00.000+02:00
779960.407,1,2016-07-18T00:00:00.000+02:00
806888.322,1,2016-07-19T00:00:00.000+02:00
822375.658,1,2016-07-20T00:00:00.000+02:00
823543.175,1,2016-07-21T00:00:00.000+02:00
800629.932,1,2016-07-22T00:00:00.000+02:00
704385.142,1,2016-07-23T00:00:00.000+02:00
647520.055,1,2016-07-24T00:00:00.000+02:00
752032.203,1,2016-07-25T00:00:00.000+02:00
818352.397,1,2016-07-26T00:00:00.000+02:00
822449.75,1,2016-07-27T00:00:00.000+02:00
820121.774,1,2016-07-28T00:00:00.000+02:00
815377.908,1,2016-07-29T00:00:00.000+02:00
732718.3,1,2016-07-30T00:00:00.000+02:00
664770.94,1,2016-07-31T00:00:00.000+02:00
777384.598,1,2016-08-01T00:00:00.000+02:00
795394.433,1,2016-08-02T00:00:00.000+02:00
803662.631,1,2016-08-03T00:00:00.000+02:00
804104.371,1,2016-08-04T00:00:00.000+02:00
784604.624,1,2016-08-05T00:00:00.000+02:00
697986.2,1,2016-08-06T00:00:00.000+02:00
643890.722,1,2016-08-07T00:00:00.000+02:00
751791.103,1,2016-08-08T00:00:00.000+02:00
762030.919,1,2016-08-09T00:00:00.000+02:00
733011.752,1,2016-08-10T00:00:00.000+02:00
727538.224,1,2016-08-11T00:00:00.000+02:00
730090.998,1,2016-08-12T00:00:00.000+02:00
669486.783,1,2016-08-13T00:00:00.000+02:00
618083.966,1,2016-08-14T00:00:00.000+02:00
634293.631,1,2016-08-15T00:00:00.000+02:00
725863.746,1,2016-08-16T00:00:00.000+02:00
742268.85,1,2016-08-17T00:00:00.000+02:00
753826.937,1,2016-08-18T00:00:00.000+02:00
759782.417,1,2016-08-19T00:00:00.000+02:00
703791.583,1,2016-08-20T00:00:00.000+02:00
641309.798,1,2016-08-21T00:00:00.000+02:00
762760.617,1,2016-08-22T00:00:00.000+02:00
783001.233,1,2016-08-23T00:00:00.000+02:00
780686.398,1,2016-08-24T00:00:00.000+02:00
773709.221,1,2016-08-25T00:00:00.000+02:00
773725.147,1,2016-08-26T00:00:00.000+02:00
707641.549,1,2016-08-27T00:00:00.000+02:00
667416.359,1,2016-08-28T00:00:00.000+02:00
796215.291,1,2016-08-29T00:00:00.000+02:00
800502.558,1,2016-08-30T00:00:00.000+02:00
801022.91,1,2016-08-31T00:00:00.000+02:00
803389.649,1,2016-09-01T00:00:00.000+02:00
809913.744,1,2016-09-02T00:00:00.000+02:00
736925.654,1,2016-09-03T00:00:00.000+02:00
694795.32,1,2016-09-04T00:00:00.000+02:00
842846.51,1,2016-09-05T00:00:00.000+02:00
866776.887,1,2016-09-06T00:00:00.000+02:00
858146.014,1,2016-09-07T00:00:00.000+02:00
807734.766,1,2016-09-08T00:00:00.000+02:00
799280.135,1,2016-09-09T00:00:00.000+02:00
715186.71,1,2016-09-10T00:00:00.000+02:00
661045.075,1,2016-09-11T00:00:00.000+02:00
791191.528,1,2016-09-12T00:00:00.000+02:00
783754.966,1,2016-09-13T00:00:00.000+02:00
738149.671,1,2016-09-14T00:00:00.000+02:00
723970.41,1,2016-09-15T00:00:00.000+02:00
720649.983,1,2016-09-16T00:00:00.000+02:00
654478.968,1,2016-09-17T00:00:00.000+02:00
604760.487,1,2016-09-18T00:00:00.000+02:00
711885.025,1,2016-09-19T00:00:00.000+02:00
733659.067,1,2016-09-20T00:00:00.000+02:00
732473.375,1,2016-09-21T00:00:00.000+02:00
738113.746,1,2016-09-22T00:00:00.000+02:00
731463.797,1,2016-09-23T00:00:00.000+02:00
649254.897,1,2016-09-24T00:00:00.000+02:00
597556.409,1,2016-09-25T00:00:00.000+02:00
716854.246,1,2016-09-26T00:00:00.000+02:00
738751.337,1,2016-09-27T00:00:00.000+02:00
739398.371,1,2016-09-28T00:00:00.000+02:00
732205.833,1,2016-09-29T00:00:00.000+02:00
728244.707,1,2016-09-30T00:00:00.000+02:00
651121.153,1,2016-10-01T00:00:00.000+02:00
599357.533,1,2016-10-02T00:00:00.000+02:00
713722.319,1,2016-10-03T00:00:00.000+02:00
736563.205,1,2016-10-04T00:00:00.000+02:00
739209.623,1,2016-10-05T00:00:00.000+02:00
734532.619,1,2016-10-06T00:00:00.000+02:00
714661.239,1,2016-10-07T00:00:00.000+02:00
645857.154,1,2016-10-08T00:00:00.000+02:00
595450.276,1,2016-10-09T00:00:00.000+02:00
702192.053,1,2016-10-10T00:00:00.000+02:00
708551.978,1,2016-10-11T00:00:00.000+02:00
614952.398,1,2016-10-12T00:00:00.000+02:00
698269.323,1,2016-10-13T00:00:00.000+02:00
700725.5,1,2016-10-14T00:00:00.000+02:00
630819.619,1,2016-10-15T00:00:00.000+02:00
587220.739,1,2016-10-16T00:00:00.000+02:00
707123.678,1,2016-10-17T00:00:00.000+02:00
725283.946,1,2016-10-18T00:00:00.000+02:00
723832.962,1,2016-10-19T00:00:00.000+02:00
722614.729,1,2016-10-20T00:00:00.000+02:00
716440.745,1,2016-10-21T00:00:00.000+02:00
648315.218,1,2016-10-22T00:00:00.000+02:00
602822.429,1,2016-10-23T00:00:00.000+02:00
711498.925,1,2016-10-24T00:00:00.000+02:00
725039.13,1,2016-10-25T00:00:00.000+02:00
722845.864,1,2016-10-26T00:00:00.000+02:00
720293.62,1,2016-10-27T00:00:00.000+02:00
715101.758,1,2016-10-28T00:00:00.000+02:00
634760.631,1,2016-10-29T00:00:00.000+02:00
601760.466,1,2016-10-30T00:00:00.000+02:00
641173.28,1,2016-10-31T00:00:00.000+01:00
592700.95,1,2016-11-01T00:00:00.000+01:00
700034.861,1,2016-11-02T00:00:00.000+01:00
714618.903,1,2016-11-03T00:00:00.000+01:00
725239.796,1,2016-11-04T00:00:00.000+01:00
654135.048,1,2016-11-05T00:00:00.000+01:00
599781.048,1,2016-11-06T00:00:00.000+01:00
726988.501,1,2016-11-07T00:00:00.000+01:00
759834.872,1,2016-11-08T00:00:00.000+01:00
758837.182,1,2016-11-09T00:00:00.000+01:00
760570.145,1,2016-11-10T00:00:00.000+01:00
754886.367,1,2016-11-11T00:00:00.000+01:00
676028.351,1,2016-11-12T00:00:00.000+01:00
624556.818,1,2016-11-13T00:00:00.000+01:00
745517.292,1,2016-11-14T00:00:00.000+01:00
768876.712,1,2016-11-15T00:00:00.000+01:00
764875.128,1,2016-11-16T00:00:00.000+01:00
763284.774,1,2016-11-17T00:00:00.000+01:00
758921.427,1,2016-11-18T00:00:00.000+01:00
678258.742,1,2016-11-19T00:00:00.000+01:00
637187.678,1,2016-11-20T00:00:00.000+01:00
753839.724,1,2016-11-21T00:00:00.000+01:00
773927.367,1,2016-11-22T00:00:00.000+01:00
780114.325,1,2016-11-23T00:00:00.000+01:00
783884.245,1,2016-11-24T00:00:00.000+01:00
789820.774,1,2016-11-25T00:00:00.000+01:00
713319.307,1,2016-11-26T00:00:00.000+01:00
658685.061,1,2016-11-27T00:00:00.000+01:00
771003.798,1,2016-11-28T00:00:00.000+01:00
790572.445,1,2016-11-29T00:00:00.000+01:00
788671.898,1,2016-11-30T00:00:00.000+01:00
785876.617,1,2016-12-01T00:00:00.000+01:00
777112.039,1,2016-12-02T00:00:00.000+01:00
706542.519,1,2016-12-03T00:00:00.000+01:00
655254.736,1,2016-12-04T00:00:00.000+01:00
732588.135,1,2016-12-05T00:00:00.000+01:00
677358.021,1,2016-12-06T00:00:00.000+01:00
737830.564,1,2016-12-07T00:00:00.000+01:00
666087.206,1,2016-12-08T00:00:00.000+01:00
715348.606,1,2016-12-09T00:00:00.000+01:00
675950.2,1,2016-12-10T00:00:00.000+01:00
645628.368,1,2016-12-11T00:00:00.000+01:00
769010.839,1,2016-12-12T00:00:00.000+01:00
795442.136,1,2016-12-13T00:00:00.000+01:00
802700.25,1,2016-12-14T00:00:00.000+01:00
806790.24,1,2016-12-15T00:00:00.000+01:00
801241.44,1,2016-12-16T00:00:00.000+01:00
714042.418,1,2016-12-17T00:00:00.000+01:00
676308.34,1,2016-12-18T00:00:00.000+01:00
806323.246,1,2016-12-19T00:00:00.000+01:00
810406.693,1,2016-12-20T00:00:00.000+01:00
802393.776,1,2016-12-21T00:00:00.000+01:00
789108.615,1,2016-12-22T00:00:00.000+01:00
750541.415,1,2016-12-23T00:00:00.000+01:00
648853.885,1,2016-12-24T00:00:00.000+01:00
567295.699,1,2016-12-25T00:00:00.000+01:00
623100.605,1,2016-12-26T00:00:00.000+01:00
716949.53,1,2016-12-27T00:00:00.000+01:00
725000.592,1,2016-12-28T00:00:00.000+01:00
725599.158,1,2016-12-29T00:00:00.000+01:00
724521.677,1,2016-12-30T00:00:00.000+01:00
667164.602,1,2016-12-31T00:00:00.000+01:00
