value,percentage,datetime,Type
17064.379,0.16386857809138058,2019-01-01T00:00:00.000+01:00,Hidráulica
17064.379,0.16353078153739764,2019-02-01T00:00:00.000+01:00,Hidráulica
17098.474,0.1643658646960177,2019-03-01T00:00:00.000+01:00,Hidráulica
17098.474,0.1635144014343424,2019-04-01T00:00:00.000+02:00,Hidráulica
17098.496,0.16327781758913265,2019-05-01T00:00:00.000+02:00,Hidráulica
17098.496,0.1629399390103139,2019-06-01T00:00:00.000+02:00,Hidráulica
17098.496,0.16258054875153158,2019-07-01T00:00:00.000+02:00,Hidráulica
17098.496,0.16155425767258655,2019-08-01T00:00:00.000+02:00,Hidráulica
17098.496,0.16065256460313876,2019-09-01T00:00:00.000+02:00,Hidráulica
17098.496,0.15833794614193483,2019-10-01T00:00:00.000+02:00,Hidráulica
17098.566,0.15622622346972873,2019-11-01T00:00:00.000+01:00,Hidráulica
17098.566,0.1554493479775748,2019-12-01T00:00:00.000+01:00,Hidráulica
3331.4,0.03199130663082584,2019-01-01T00:00:00.000+01:00,Turbinación bombeo
3331.4,0.03192536016773224,2019-02-01T00:00:00.000+01:00,Turbinación bombeo
3331.4,0.032024404145557864,2019-03-01T00:00:00.000+01:00,Turbinación bombeo
3331.4,0.03185850836386735,2019-04-01T00:00:00.000+02:00,Turbinación bombeo
3331.4,0.03181237235815575,2019-05-01T00:00:00.000+02:00,Turbinación bombeo
3331.4,0.03174654149809198,2019-06-01T00:00:00.000+02:00,Turbinación bombeo
3331.4,0.031676519391579956,2019-07-01T00:00:00.000+02:00,Turbinación bombeo
3331.4,0.03147656109697922,2019-08-01T00:00:00.000+02:00,Turbinación bombeo
3331.4,0.031300878961453484,2019-09-01T00:00:00.000+02:00,Turbinación bombeo
3331.4,0.030849908306393833,2019-10-01T00:00:00.000+02:00,Turbinación bombeo
3331.4,0.030438344412452734,2019-11-01T00:00:00.000+01:00,Turbinación bombeo
3331.4,0.030286981835347636,2019-12-01T00:00:00.000+01:00,Turbinación bombeo
7117.29,0.0683470633278833,2019-01-01T00:00:00.000+01:00,Nuclear
