Título,estructura-generacion_01-01-2019_31-12-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sistema eléctrico,NACIONAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Magnitudes,GWh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,01/ene/19,02/ene/19,03/ene/19,04/ene/19,05/ene/19,06/ene/19,07/ene/19,08/ene/19,09/ene/19,10/ene/19,11/ene/19,12/ene/19,13/ene/19,14/ene/19,15/ene/19,16/ene/19,17/ene/19,18/ene/19,19/ene/19,20/ene/19,21/ene/19,22/ene/19,23/ene/19,24/ene/19,25/ene/19,26/ene/19,27/ene/19,28/ene/19,29/ene/19,30/ene/19,31/ene/19,01/feb/19,02/feb/19,03/feb/19,04/feb/19,05/feb/19,06/feb/19,07/feb/19,08/feb/19,09/feb/19,10/feb/19,11/feb/19,12/feb/19,13/feb/19,14/feb/19,15/feb/19,16/feb/19,17/feb/19,18/feb/19,19/feb/19,20/feb/19,21/feb/19,22/feb/19,23/feb/19,24/feb/19,25/feb/19,26/feb/19,27/feb/19,28/feb/19,01/mar/19,02/mar/19,03/mar/19,04/mar/19,05/mar/19,06/mar/19,07/mar/19,08/mar/19,09/mar/19,10/mar/19,11/mar/19,12/mar/19,13/mar/19,14/mar/19,15/mar/19,16/mar/19,17/mar/19,18/mar/19,19/mar/19,20/mar/19,21/mar/19,22/mar/19,23/mar/19,24/mar/19,25/mar/19,26/mar/19,27/mar/19,28/mar/19,29/mar/19,30/mar/19,31/mar/19,01/abr/19,02/abr/19,03/abr/19,04/abr/19,05/abr/19,06/abr/19,07/abr/19,08/abr/19,09/abr/19,10/abr/19,11/abr/19,12/abr/19,13/abr/19,14/abr/19,15/abr/19,16/abr/19,17/abr/19,18/abr/19,19/abr/19,20/abr/19,21/abr/19,22/abr/19,23/abr/19,24/abr/19,25/abr/19,26/abr/19,27/abr/19,28/abr/19,29/abr/19,30/abr/19,01/may/19,02/may/19,03/may/19,04/may/19,05/may/19,06/may/19,07/may/19,08/may/19,09/may/19,10/may/19,11/may/19,12/may/19,13/may/19,14/may/19,15/may/19,16/may/19,17/may/19,18/may/19,19/may/19,20/may/19,21/may/19,22/may/19,23/may/19,24/may/19,25/may/19,26/may/19,27/may/19,28/may/19,29/may/19,30/may/19,31/may/19,01/jun/19,02/jun/19,03/jun/19,04/jun/19,05/jun/19,06/jun/19,07/jun/19,08/jun/19,09/jun/19,10/jun/19,11/jun/19,12/jun/19,13/jun/19,14/jun/19,15/jun/19,16/jun/19,17/jun/19,18/jun/19,19/jun/19,20/jun/19,21/jun/19,22/jun/19,23/jun/19,24/jun/19,25/jun/19,26/jun/19,27/jun/19,28/jun/19,29/jun/19,30/jun/19,01/jul/19,02/jul/19,03/jul/19,04/jul/19,05/jul/19,06/jul/19,07/jul/19,08/jul/19,09/jul/19,10/jul/19,11/jul/19,12/jul/19,13/jul/19,14/jul/19,15/jul/19,16/jul/19,17/jul/19,18/jul/19,19/jul/19,20/jul/19,21/jul/19,22/jul/19,23/jul/19,24/jul/19,25/jul/19,26/jul/19,27/jul/19,28/jul/19,29/jul/19,30/jul/19,31/jul/19,01/ago/19,02/ago/19,03/ago/19,04/ago/19,05/ago/19,06/ago/19,07/ago/19,08/ago/19,09/ago/19,10/ago/19,11/ago/19,12/ago/19,13/ago/19,14/ago/19,15/ago/19,16/ago/19,17/ago/19,18/ago/19,19/ago/19,20/ago/19,21/ago/19,22/ago/19,23/ago/19,24/ago/19,25/ago/19,26/ago/19,27/ago/19,28/ago/19,29/ago/19,30/ago/19,31/ago/19,01/sep/19,02/sep/19,03/sep/19,04/sep/19,05/sep/19,06/sep/19,07/sep/19,08/sep/19,09/sep/19,10/sep/19,11/sep/19,12/sep/19,13/sep/19,14/sep/19,15/sep/19,16/sep/19,17/sep/19,18/sep/19,19/sep/19,20/sep/19,21/sep/19,22/sep/19,23/sep/19,24/sep/19,25/sep/19,26/sep/19,27/sep/19,28/sep/19,29/sep/19,30/sep/19,01/oct/19,02/oct/19,03/oct/19,04/oct/19,05/oct/19,06/oct/19,07/oct/19,08/oct/19,09/oct/19,10/oct/19,11/oct/19,12/oct/19,13/oct/19,14/oct/19,15/oct/19,16/oct/19,17/oct/19,18/oct/19,19/oct/19,20/oct/19,21/oct/19,22/oct/19,23/oct/19,24/oct/19,25/oct/19,26/oct/19,27/oct/19,28/oct/19,29/oct/19,30/oct/19,31/oct/19,01/nov/19,02/nov/19,03/nov/19,04/nov/19,05/nov/19,06/nov/19,07/nov/19,08/nov/19,09/nov/19,10/nov/19,11/nov/19,12/nov/19,13/nov/19,14/nov/19,15/nov/19,16/nov/19,17/nov/19,18/nov/19,19/nov/19,20/nov/19,21/nov/19,22/nov/19,23/nov/19,24/nov/19,25/nov/19,26/nov/19,27/nov/19,28/nov/19,29/nov/19,30/nov/19,01/dic/19,02/dic/19,03/dic/19,04/dic/19,05/dic/19,06/dic/19,07/dic/19,08/dic/19,09/dic/19,10/dic/19,11/dic/19,12/dic/19,13/dic/19,14/dic/19,15/dic/19,16/dic/19,17/dic/19,18/dic/19,19/dic/19,20/dic/19,21/dic/19,22/dic/19,23/dic/19,24/dic/19,25/dic/19,26/dic/19,27/dic/19,28/dic/19,29/dic/19,30/dic/19,31/dic/19
Hidráulica,"53,722120000000004","61,294768","82,981951","94,30194","58,822692","42,064747000000004","66,70837300000001","68,044833","48,716673","62,288159","64,303769","36,415318","42,369957","53,598566","81,267421","82,944481","72,98188400000001","101,62244100000001","69,27320399999999","47,734816","91,299463","76,30105499999999","64,31728100000001","71,281067","76,711708","68,907867","54,595836000000006","76,405736","78,839109","85,92821400000001","91,169602","104,18024899999999","104,172754","103,565911","112,59583599999999","113,32880100000001","104,095745","104,841916","96,03563","88,92927499999999","77,094103","86,087283","102,813641","102,627126","85,739273","90,038415","76,773291","66,533326","92,032562","101,558298","85,119485","76,568369","72,74943499999999","62,126142","64,015484","89,367789","72,981411","76,836854","70,59707","77,82826","62,615899","48,510165","56,357327","58,100225","58,857557","75,680486","96,36060099999999","95,35521700000001","67,93059299999999","93,09575199999999","84,070739","67,874114","85,056201","98,76501300000001","76,181066","42,552491","62,63450099999999","63,470908","65,30148200000001","81,165931","105,209649","74,580473","47,572517999999995","48,328245","44,191178","49,260606","60,62075299999999","72,619928","50,638578","61,880832000000005","86,710531","83,164935","65,400943","62,710157","73,53524499999999","55,856409","50,757459000000004","59,284298","55,846571000000004","57,950714","66,32371","65,634563","56,056423","49,512139000000005","59,45039","67,173002","75,12682000000001","72,74826700000001","51,486163","48,578534","57,292882","58,267131","60,092265","59,195278","61,237828","72,762566","71,66525","63,891766000000004","79,30922199999999","79,043951","65,79078100000001","60,145885","62,890086000000004","61,320945","54,024643","73,665167","64,011313","54,963716","63,183312","72,405099","64,702823","55,055521","60,718191","64,04187999999999","69,27265200000001","62,899421000000004","60,631527999999996","59,441201","55,578994","67,54569000000001","71,209292","69,398246","63,438745000000004","62,559649","60,768033","58,032000999999994","61,808631999999996","56,754222","57,183699","57,605917999999996","64,3203","56,254449","51,465516","59,856072999999995","52,352923000000004","58,058208","55,199435","60,463371","50,295851","50,135334","48,870419","54,506872","55,155489","44,545289","48,348786999999994","45,666576","48,807575","55,000142999999994","46,470206","62,466911999999994","55,410277","61,193978","49,61594","47,90633999999999","53,653303","66,84234","61,690735000000004","57,634724999999996","67,458405","51,350233","50,227272","61,219397","55,884912","58,365793","58,719565","74,47048","47,373596","41,384762","42,322119","45,071027","50,529696","63,657342","77,312018","42,480453999999995","34,916936","51,546358999999995","57,850291","55,617076999999995","52,367134","54,206313","44,489599999999996","38,978533999999996","54,411812","60,251389","69,122685","57,479699000000004","46,356943","35,340334999999996","34,430144999999996","40,530019","38,216282","37,342203999999995","39,828088","39,977343999999995","34,210193","34,169661999999995","40,534909","44,228792999999996","43,47675","37,082991","38,927904999999996","37,421994","30,600823000000002","32,02861","36,679781000000006","40,777391","35,044104","38,474135000000004","34,782137999999996","33,507399","39,24561","38,001709999999996","38,493809999999996","41,925826","42,80086","34,91822","31,347359","46,542972999999996","51,678255","53,389343999999994","59,749296","56,899157","48,266709999999996","31,40439","38,148517","53,801261","54,724959000000005","32,818258","30,146204","28,855014","29,420552999999998","49,353216","39,504993","42,512883","50,919321000000004","45,445313999999996","29,031508000000002","28,068621","66,13350299999999","64,636235","52,209253","56,709152","40,615436","30,025783","31,095205","39,902986","35,95422","40,067536999999994","40,979597","38,057865","31,706531","29,719947","43,296213","33,191769","26,65812","30,707974999999998","35,644863","23,167527","23,601539","29,561142","32,050572","26,147162","27,61294","23,964213","17,524690999999997","16,48714","19,713549","24,328508999999997","26,818911","37,608212","36,25768","28,994344","40,40272","63,221747","58,812133","56,563529","52,769504999999995","46,124529","37,280155","40,471616999999995","51,489141000000004","57,231841","53,475988","44,444120000000005","28,273437","28,935243","34,880703999999994","45,127392","50,839766000000004","73,176281","73,65892","75,943574","77,06853699999999","76,64616099999999","80,242228","84,537556","90,685707","100,240211","97,014163","93,624512","89,834031","98,183724","112,53242200000001","120,097849","119,015385","97,095272","104,336167","107,16828","115,12517100000001","109,418197","111,10071099999999","120,875034","130,769447","116,887056","122,153007","123,065478","140,447506","154,354267","153,767054","143,131304","135,89318400000002","121,09337","118,695578","127,730725","119,61628900000001","108,596504","116,379592","123,292955","117,688569","138,56163899999999","154,550881","158,311971","156,745251","178,722232","178,472757","167,588946","174,83666399999998","179,54472700000002","177,860112","179,664976","183,515951","180,231213","170,007369","168,610232","166,078555"
Turbinación bombeo,"0,825588","5,146511","9,632887","10,894167","0,256618","1,5076010000000002","2,747252","8,149863999999999","2,988945","6,229716000000001","4,923387","3,538328","6,652619","1,264057","5,026350000000001","2,971192","4,098064","5,473693","0,17630099999999999","1,365875","9,207993","0,9201330000000001","4,668399999999999","6,194119","3,6660999999999997","6,855176","12,428006","12,786188","4,309037","9,093350000000001","6,238642","13,786016","13,229867","5,580809","8,146273","5,0024","5,7829440000000005","10,915179","8,852848","8,450916999999999","13,075541","6,339632","5,068943","1,685747","1,487276","8,17413","13,926245999999999","6,642924","3,3661790000000003","11,337384","2,814968","3,326285","3,468915","2,5586640000000003","2,587218","6,629291","2,859242","4,175746","5,356072","7,806299","6,76076","3,933994","10,12726","5,2248090000000005","7,623354999999999","10,990132","7,220466999999999","4,639575","5,183251","7,772632","3,654015","6,845764","3,139867","5,999503","2,461427","6,150286","4,612163","4,327731","2,823508","13,012026","8,907714","2,662699","2,1087979999999997","5,9344660000000005","6,260823","5,391881000000001","10,767535","6,519171999999999","2,917432","0,448127","7,861973","3,1953090000000004","1,2806579999999999","2,717864","3,0706770000000003","3,398953","2,07396","5,6964049999999995","1,439284","0,446909","1,901894","2,8558049999999997","0,9341889999999999","2,258389","3,395441","3,0766489999999997","8,172951","3,255995","4,072674","0,8606820000000001","10,682914","5,914608","8,444158","6,400966","4,858194","7,48204","6,593972","1,169846","7,706537","8,246917999999999","1,676432","1,532653","7,871841000000001","5,983301","4,857807","14,037539","10,525870000000001","3,12271","3,586395","7,626510000000001","4,555877000000001","3,4764850000000003","2,773093","9,762037","7,35313","2,310292","3,3502739999999998","2,042019","1,211468","6,310991","1,771765","4,912852","1,0124009999999999","0,235244","2,51312","2,1941610000000003","0,5387759999999999","1,4641389999999999","0,284116","0,982857","5,0552209999999995","2,426661","1,3677190000000001","2,231815","0,72758","0,933914","2,431954","4,061715","0,138534","0,9558880000000001","0,371818","1,651579","0,853913","0,638597","1,9280760000000001","0,180684","0,435545","1,78955","0,45693900000000004","4,577724","1,447541","4,855854","0,925537","2,507265","1,130086","5,657935999999999","4,659541","1,614305","1,871569","1,0340630000000002","0,861918","0,667241","1,120056","1,0474700000000001","0,646019","-0,019004999999999998","0,41767899999999997","-0,023571","1,100663","0,060957","1,5484749999999998","4,369858","1,5408879999999998","0,463503","1,153138","0,700487","0,16098300000000001","1,314181","0,6947949999999999","0,9006900000000001","0,9850420000000001","0,195438","-0,017235","1,1218119999999998","-0,020852","0,95071","0,313624","0,340018","0,140367","0,770916","0,7257140000000001","0,935181","4,854343","2,165469","1,133147","2,4411359999999998","1,392729","2,812482","2,527259","0,249485","1,139","1,56996","0,93941","2,420338","2,046172","1,2722170000000002","0,058341000000000004","2,752652","2,329658","4,884705","3,237593","2,232427","0,176066","0,646144","0,710641","0,882768","0,36106900000000003","5,887372999999999","7,850251","9,681423","1,026858","0,979157","-0,020267","-0,030251","2,639489","4,04085","4,6019179999999995","4,998517","2,180375","3,1774389999999997","4,881184","2,903167","2,857497","5,016148","6,947578999999999","5,505451","3,670058","4,789879","10,976538","6,181233","2,955486","4,4150789999999995","0,822547","1,641753","4,205488","2,650869","1,2983930000000001","2,815902","2,224201","2,4861370000000003","0,556532","0,6107400000000001","2,244528","1,150074","0,49247","0,7396929999999999","2,136099","0,021786999999999997","0,67092","2,097466","1,182198","0,6812999999999999","1,922069","1,096009","2,597377","3,470418","4,7576350000000005","6,551401","9,226052","12,233028000000001","6,473801000000001","3,922858","4,698446","10,130991","6,381912000000001","3,9929360000000003","5,912154","2,2409250000000003","1,636331","1,987337","6,553271","5,745903","2,614685","2,713204","4,321739","8,07186","6,438951","8,834726","7,5899350000000005","17,733644","11,280814","6,8000810000000005","2,74548","5,882388","7,960185","4,788607","3,305378","6,851621","4,846559","1,81969","2,559368","5,4303040000000005","8,667187","1,1072639999999998","2,5649450000000003","0,5986910000000001","2,5704070000000003","2,974748","0,788906","4,659502000000001","4,304441","8,528139","14,985845999999999","3,094976","6,5934859999999995","1,879952","4,553856","15,061598","1,5810909999999998","5,442148","0,8313379999999999","3,21991","7,029688","9,484922000000001","4,920821","7,347612","7,305576","9,009008","18,340678","10,559702999999999","14,202145","12,532513000000002","14,588087999999999","10,66985","26,024931000000002","13,771414","19,1301","12,44786","9,648678","23,635021000000002","20,44806","11,708082000000001","7,628059","6,874752","5,471762"
Nuclear,"145,06588399999998","144,935411","147,271468","150,097415","150,843671","169,595129","170,64781","170,546432","170,649386","170,640675","170,28735500000002","170,454101","170,14056","170,193587","170,579375","170,584464","170,591915","165,952606","144,908506","144,31497399999998","144,383062","144,749604","152,72710899999998","165,326916","170,626848","170,985459","170,96474700000002","170,57160399999998","170,863971","170,96814","170,920642","170,980758","171,032624","171,017696","170,990838","170,99167","171,02564","170,99901699999998","170,96925","170,971912","170,98233199999999","170,911183","170,865709","170,776104","170,88662","170,831243","159,36517","164,897851","170,82479","170,832305","170,917297","170,870361","170,842759","170,820836","170,844784","170,796872","170,525546","170,787375","170,227116","170,72664300000002","170,719101","170,672355","170,640898","169,98036100000002","170,697616","170,656279","170,79960999999997","170,733148","170,609976","170,611377","170,269323","170,16584899999998","170,202334","170,04017499999998","170,021915","170,043291","170,200222","170,26856899999999","170,337642","170,306541","170,298012","170,223891","170,27551699999998","170,250902","170,292981","170,347838","170,359393","170,33154199999998","170,364924","163,299057","170,031052","169,915244","170,138522","160,32115900000002","144,30184","137,28496299999998","143,80856899999998","144,53725500000002","144,527503","144,544572","144,519503","143,906133","143,84959899999998","143,683157","143,441215","143,714849","143,577982","163,936837","168,463976","168,451263","168,382998","168,15647700000002","167,777544","167,824802","167,501755","161,728382","145,743832","145,952288","145,952581","145,68707","145,512082","145,423288","145,359961","145,297947","145,171736","145,046085","144,884419","144,699638","144,820044","126,77527599999999","121,23671499999999","121,56566099999999","121,584119","121,106366","120,873057","121,00564299999999","121,40935400000001","120,962113","121,90778200000001","121,75081200000001","121,587089","121,45867299999999","120,975818","121,126542","121,235107","121,25783","121,08831500000001","120,477269","120,42275500000001","120,437106","120,458863","120,099072","119,661946","119,396423","119,30847800000001","121,727697","126,789698","132,281457","140,79618","155,067011","165,167376","167,071303","167,91944800000002","167,85909","167,630203","165,81286799999998","167,59311","167,544313","167,672419","167,489586","167,39100399999998","167,705439","167,609943","167,254066","167,204509","166,918934","166,647678","156,412587","161,418022","166,2318","166,195296","152,20205900000002","154,1248","166,32639600000002","166,623435","165,83969399999998","165,392699","165,62894500000002","166,306403","167,398701","167,648894","166,389035","164,885392","164,721487","166,570892","166,592213","166,223709","166,399718","165,94057800000002","165,793998","165,634275","165,641596","165,152117","165,38796100000002","165,135316","164,718878","165,459401","166,751796","167,191318","167,225469","166,991142","166,813411","166,158165","166,25772","165,451893","165,07217","164,658054","164,789793","165,078024","164,919543","163,28007300000002","164,754663","165,663598","166,72030900000001","166,75913200000002","166,54632199999998","165,782489","165,422573","165,24730499999998","154,257487","164,165142","166,687428","166,77323","166,506134","166,850097","166,725828","166,546924","166,300915","158,686357","141,366758","143,748265","162,835195","164,132801","166,194169","166,41531700000002","165,87540900000002","166,126949","166,500925","167,091956","167,213695","167,020042","167,13443900000001","167,535638","167,67077700000002","167,474513","167,490456","165,541091","167,439276","167,482718","167,630931","167,602328","167,268384","167,23362","165,255822","167,02022200000002","166,265791","165,932504","165,997663","166,155568","165,434946","163,462244","164,951296","165,087592","164,992669","165,134568","165,40114300000002","164,29711600000002","159,474721","141,992532","142,28156099999998","142,374913","142,42569899999998","142,619213","142,600219","142,652728","142,63932","142,657895","143,218033","143,065959","143,194149","143,267671","143,29238","143,38162599999998","143,62851","143,633081","142,57315","141,573451","142,264966","143,54319800000002","149,603555","143,616747","143,585834","140,29763200000002","135,38452299999997","135,233216","130,006637","117,109868","119,778","119,671163","119,695398","119,805109","113,09212","94,33609600000001","94,538889","94,69378999999999","94,728608","94,748836","96,656047","102,718293","109,70386199999999","118,246934","119,015341","118,929374","119,066654","119,03778","119,641103","119,99574199999999","120,043083","119,842484","119,461412","119,708664","118,771758","119,441884","119,80815","119,920865","119,97991400000001","119,887867","119,729413","119,673028","120,042885","124,733295","129,907499","141,388657","144,388321","145,242742","145,166454","145,27337899999998","142,094348","145,283488","144,884374","144,822586","144,775809","144,68751699999999","143,65101800000002","104,26115399999999","103,916268","126,264522","151,269049","156,15396299999998","156,841093","164,11717800000002","169,83155499999998","170,602359","170,571886","170,52772700000003"
Carbón,"46,490345","65,17335899999999","82,27730899999999","94,253889","86,777689","68,32727899999999","100,357868","125,930025","130,161965","109,655674","100,076417","88,253545","89,307051","127,771204","144,821225","149,595269","149,713658","153,82162599999998","144,26310800000002","131,467853","145,092374","144,491076","118,718661","123,531548","133,47368799999998","114,18074899999999","37,130019","66,82193099999999","75,871079","80,97890600000001","63,951523","46,418922","36,871614","44,050343999999996","100,403955","127,90425","126,698753","105,948897","93,262721","54,348254000000004","37,872861","65,735896","84,06568399999999","90,788229","70,80400599999999","81,277629","75,691723","62,459205000000004","98,77397","118,07965","114,993897","101,49972199999999","103,620641","88,67980100000001","78,149019","104,55528100000001","101,02403100000001","99,10018600000001","98,09944899999999","91,408283","38,934855000000006","16,806034","25,189621","30,870075","22,789148","32,583163","41,347281","37,130555","31,86909","40,666073","36,163951000000004","28,241628000000002","30,93591","29,431911","26,265461","20,3734","24,637588","28,159534","27,241092000000002","37,882399","38,186993","30,140982","15,384736","15,804705","14,358765","21,192129","30,663865","33,729095","30,254655","37,682121","46,882784","46,58916000000001","34,424941","35,359079","37,828758","32,388161","29,481006","26,037048","22,779394","36,845763","36,375016","41,901055","39,854553","35,607866","37,944694000000005","40,880326000000004","18,999444","16,758705000000003","17,769787","16,43738","9,908549","17,187954","18,935102999999998","17,966172","19,246208","18,412961","16,220451","15,908277","33,398149","31,613477","19,856361","18,277866000000003","18,101332","14,779838","10,901105","11,062989","12,470278","10,967199","12,201473","11,956353","10,374021","10,441406","11,600895000000001","17,490561000000003","12,563479","12,143685","11,404646000000001","10,531463","14,393835999999999","19,805400000000002","25,227022","25,559002","23,011363000000003","11,09681","11,121727","10,709239","15,886799000000002","17,618734","17,767825000000002","17,761868999999997","17,915453000000003","16,776623","15,653774","26,420351","26,747948","27,480081","22,037962","18,599472000000002","10,810533","10,949868","11,155082","16,405116999999997","17,233775","16,002229","17,276792","14,892178","16,503978","18,462658","13,380584","16,978168","16,467066","14,752894","14,402743000000001","14,736683999999999","15,434959999999998","23,919176","16,054995","14,846027","14,88574","16,197142","19,544625","28,778098999999997","31,490554","33,013453999999996","38,404022","39,855737999999995","17,12709","16,489209","22,582682000000002","26,298976","26,224143","30,064970000000002","30,286286","17,865366","13,294779","17,282891","22,485048","24,296946","25,754662","25,229758","23,916833","23,421768","33,952117","39,355216999999996","42,61725","31,018205000000002","30,811062999999997","23,960137","21,062966","24,258945","25,903007000000002","27,222918","27,391966","27,455443","20,238191999999998","19,910118999999998","22,9743","25,370591","28,311376","29,004512","27,240255","25,348179000000002","18,375375","18,799312","19,551258999999998","19,273905","18,526066999999998","19,809686000000003","13,726415000000001","13,764156000000002","14,505174","13,823881","14,247241","14,328819","14,613418","14,224941000000001","13,357205","13,800977999999999","17,624265","17,693723000000002","18,189113000000003","18,275703","18,649736","17,396821","22,747665","25,913131","26,983222","14,897206","14,146538","14,144218","18,076991999999997","28,359589","28,881085","29,098214","28,947828","30,139482","19,510157","17,562829","22,617559","23,434348999999997","26,419412","25,859773","26,046917","19,995821","19,800865","23,898170999999998","24,774725999999998","25,169624","23,907564999999998","24,374054","19,108681","18,807756","22,054333999999997","24,820902999999998","24,579429","24,316864000000002","24,999913","24,118715","18,358483","21,410556","25,220449000000002","32,161384999999996","27,226381","26,428814","20,43947","19,980211999999998","25,695424","32,878762","30,914369999999998","29,335964","19,278643","16,517079000000003","18,276797","39,340103000000006","44,468555","39,871466","36,145552","33,828606","27,598053","34,909227","33,65153","32,278258","29,005544999999998","28,102354","14,705137","14,085569","15,18117","17,302400000000002","16,509912","20,948102","22,634152999999998","20,771793000000002","14,209031999999999","14,889153","25,121077","28,00364","28,622073","27,93537","28,378524000000002","21,524708999999998","19,473371999999998","25,434582","37,095191","51,125191","52,292116","16,689086","16,286886","15,642059999999999","17,067968","17,431763","17,561948","18,588469","19,646578","21,491039","21,848299","26,236769","33,160236","33,250178","35,84093","27,344373","25,40547","27,196406","26,995136","27,754866999999997","20,544863","19,741037","11,190903","3,909326","5,437652","15,952641","17,394873","17,365371","10,346601","9,432468","2,95427","2,700592","8,089783","3,3477330000000003","3,0861750000000003","6,902349","12,662162","12,297291","12,221129000000001","18,311094","12,912433"
Fuel + Gas,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"0,000001",-,-,-,-,"-0,000001",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-0,000001",-,-,"0,000001",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-0,000001",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"0,000001",-,-,-,-,-,-,-,-,-,-,-,-,-,"-0,000001",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
