value,percentage,datetime,Type
151481.978,0.2543839297902266,2020-01-01T00:00:00.000+01:00,Hidráulica
159171.675,0.22484382866144853,2020-01-02T00:00:00.000+01:00,Hidráulica
151996.921,0.221687199631916,2020-01-03T00:00:00.000+01:00,Hidráulica
139873.002,0.20794454259633124,2020-01-04T00:00:00.000+01:00,Hidráulica
126801.179,0.20731545104649035,2020-01-05T00:00:00.000+01:00,Hidráulica
130350.192,0.21198293275638064,2020-01-06T00:00:00.000+01:00,Hidráulica
145618.109,0.19741583384807807,2020-01-07T00:00:00.000+01:00,Hidráulica
148928.277,0.20285343317518983,2020-01-08T00:00:00.000+01:00,Hidráulica
132361.763,0.17704505887880315,2020-01-09T00:00:00.000+01:00,Hidráulica
137100.784,0.17724676049460952,2020-01-10T00:00:00.000+01:00,Hidráulica
111030.224,0.16736317548746626,2020-01-11T00:00:00.000+01:00,Hidráulica
107768.537,0.16586332980515375,2020-01-12T00:00:00.000+01:00,Hidráulica
132610.429,0.1729070761718843,2020-01-13T00:00:00.000+01:00,Hidráulica
126556.491,0.16826237785386178,2020-01-14T00:00:00.000+01:00,Hidráulica
110971.813,0.14591051664719495,2020-01-15T00:00:00.000+01:00,Hidráulica
104292.086,0.1331808351965667,2020-01-16T00:00:00.000+01:00,Hidráulica
97049.244,0.12539340047105493,2020-01-17T00:00:00.000+01:00,Hidráulica
80016.253,0.1173092809447911,2020-01-18T00:00:00.000+01:00,Hidráulica
82743.298,0.10495650558987876,2020-01-19T00:00:00.000+01:00,Hidráulica
108681.961,0.12348078611090182,2020-01-20T00:00:00.000+01:00,Hidráulica
111469.814,0.13036185492881713,2020-01-21T00:00:00.000+01:00,Hidráulica
142700.531,0.17658563547058276,2020-01-22T00:00:00.000+01:00,Hidráulica
139703.137,0.1805560803885446,2020-01-23T00:00:00.000+01:00,Hidráulica
144277.569,0.1885786858399682,2020-01-24T00:00:00.000+01:00,Hidráulica
128129.436,0.1948186045157196,2020-01-25T00:00:00.000+01:00,Hidráulica
