value,percentage,datetime,Type
71096.101,0.1130260722588567,2015-01-01T00:00:00.000+01:00,Hidráulica
101890.114,0.1433569007790574,2015-01-02T00:00:00.000+01:00,Hidráulica
82919.726,0.1166103053719118,2015-01-03T00:00:00.000+01:00,Hidráulica
69056.368,0.10023463220812216,2015-01-04T00:00:00.000+01:00,Hidráulica
104975.898,0.14468133915802717,2015-01-05T00:00:00.000+01:00,Hidráulica
83775.118,0.12318417916414663,2015-01-06T00:00:00.000+01:00,Hidráulica
127713.256,0.15844637826972569,2015-01-07T00:00:00.000+01:00,Hidráulica
114577.831,0.13675630467749292,2015-01-08T00:00:00.000+01:00,Hidráulica
94535.39,0.11503578018427613,2015-01-09T00:00:00.000+01:00,Hidráulica
73408.383,0.09662866685978871,2015-01-10T00:00:00.000+01:00,Hidráulica
53615.221,0.07391439624079064,2015-01-11T00:00:00.000+01:00,Hidráulica
78671.881,0.09695513008335133,2015-01-12T00:00:00.000+01:00,Hidráulica
74585.215,0.09016540275328913,2015-01-13T00:00:00.000+01:00,Hidráulica
89542.81,0.10680323384127145,2015-01-14T00:00:00.000+01:00,Hidráulica
64277.134,0.07903969463760042,2015-01-15T00:00:00.000+01:00,Hidráulica
66316.107,0.07950584385172654,2015-01-16T00:00:00.000+01:00,Hidráulica
72136.9,0.09418849667559401,2015-01-17T00:00:00.000+01:00,Hidráulica
64131.426,0.08915790147759066,2015-01-18T00:00:00.000+01:00,Hidráulica
81025.97,0.09628119995632135,2015-01-19T00:00:00.000+01:00,Hidráulica
115150.252,0.13644009704788093,2015-01-20T00:00:00.000+01:00,Hidráulica
85176.06,0.09896729772748106,2015-01-21T00:00:00.000+01:00,Hidráulica
72157.089,0.08091556048412801,2015-01-22T00:00:00.000+01:00,Hidráulica
74312.932,0.08515712604794624,2015-01-23T00:00:00.000+01:00,Hidráulica
64205.695,0.08076589624446133,2015-01-24T00:00:00.000+01:00,Hidráulica
56027.286,0.07350576059148127,2015-01-25T00:00:00.000+01:00,Hidráulica
88019.297,0.10509207389881019,2015-01-26T00:00:00.000+01:00,Hidráulica
74338.335,0.08705814709798827,2015-01-27T00:00:00.000+01:00,Hidráulica
79016.892,0.09395746992788473,2015-01-28T00:00:00.000+01:00,Hidráulica
64555.235,0.07474632878267229,2015-01-29T00:00:00.000+01:00,Hidráulica
97013.577,0.11583435713092047,2015-01-30T00:00:00.000+01:00,Hidráulica
116606.956,0.14855646314133916,2015-01-31T00:00:00.000+01:00,Hidráulica
114110.232,0.15015725087763615,2015-02-01T00:00:00.000+01:00,Hidráulica
133004.699,0.16163475843321706,2015-02-02T00:00:00.000+01:00,Hidráulica
118754.215,0.13666858890112363,2015-02-03T00:00:00.000+01:00,Hidráulica
120702.908,0.13351410124541419,2015-02-04T00:00:00.000+01:00,Hidráulica
121017.792,0.13280720265646642,2015-02-05T00:00:00.000+01:00,Hidráulica
133772.024,0.14772806589763401,2015-02-06T00:00:00.000+01:00,Hidráulica
145634.602,0.18182495595797002,2015-02-07T00:00:00.000+01:00,Hidráulica
96719.808,0.12188814072500731,2015-02-08T00:00:00.000+01:00,Hidráulica
111744.794,0.12610240771428885,2015-02-09T00:00:00.000+01:00,Hidráulica
135170.484,0.15753168258233652,2015-02-10T00:00:00.000+01:00,Hidráulica
144177.931,0.16895106300670104,2015-02-11T00:00:00.000+01:00,Hidráulica
146568.617,0.1736543683984881,2015-02-12T00:00:00.000+01:00,Hidráulica
119478.449,0.13780266668852842,2015-02-13T00:00:00.000+01:00,Hidráulica
102895.235,0.1311698859952023,2015-02-14T00:00:00.000+01:00,Hidráulica
104242.443,0.14335803806789535,2015-02-15T00:00:00.000+01:00,Hidráulica
124428.611,0.15450757628093956,2015-02-16T00:00:00.000+01:00,Hidráulica
109678.207,0.12793672632257308,2015-02-17T00:00:00.000+01:00,Hidráulica
130296.895,0.15501743903872164,2015-02-18T00:00:00.000+01:00,Hidráulica
151809.577,0.18621069677491736,2015-02-19T00:00:00.000+01:00,Hidráulica
149706.59,0.18367324679518401,2015-02-20T00:00:00.000+01:00,Hidráulica
130272.834,0.16827411560138664,2015-02-21T00:00:00.000+01:00,Hidráulica
115191.148,0.15113169153462983,2015-02-22T00:00:00.000+01:00,Hidráulica
121075.297,0.14576253243435625,2015-02-23T00:00:00.000+01:00,Hidráulica
127391.408,0.1474391650958302,2015-02-24T00:00:00.000+01:00,Hidráulica
131879.491,0.15534446562597418,2015-02-25T00:00:00.000+01:00,Hidráulica
141747.757,0.17257079662169386,2015-02-26T00:00:00.000+01:00,Hidráulica
140311.061,0.1700306303786632,2015-02-27T00:00:00.000+01:00,Hidráulica
137223.094,0.18635620887649723,2015-02-28T00:00:00.000+01:00,Hidráulica
118878.383,0.16601170031131737,2015-03-01T00:00:00.000+01:00,Hidráulica
156996.671,0.19966049340465694,2015-03-02T00:00:00.000+01:00,Hidráulica
175693.425,0.23392099232780061,2015-03-03T00:00:00.000+01:00,Hidráulica
152502.261,0.18829623540510046,2015-03-04T00:00:00.000+01:00,Hidráulica
150352.548,0.18482290146838548,2015-03-05T00:00:00.000+01:00,Hidráulica
174639.424,0.22951318279759694,2015-03-06T00:00:00.000+01:00,Hidráulica
155078.484,0.22703930345113085,2015-03-07T00:00:00.000+01:00,Hidráulica
134691.368,0.20734783509783844,2015-03-08T00:00:00.000+01:00,Hidráulica
162774.121,0.21443840304464523,2015-03-09T00:00:00.000+01:00,Hidráulica
163776.491,0.21572712833004834,2015-03-10T00:00:00.000+01:00,Hidráulica
157643.601,0.20586793180669002,2015-03-11T00:00:00.000+01:00,Hidráulica
142120.191,0.1885745480653559,2015-03-12T00:00:00.000+01:00,Hidráulica
132234.529,0.17214556949901086,2015-03-13T00:00:00.000+01:00,Hidráulica
111201.418,0.1574277319550866,2015-03-14T00:00:00.000+01:00,Hidráulica
108260.005,0.16531553241742233,2015-03-15T00:00:00.000+01:00,Hidráulica
148533.244,0.19284584519487466,2015-03-16T00:00:00.000+01:00,Hidráulica
134653.829,0.17074471563682656,2015-03-17T00:00:00.000+01:00,Hidráulica
138326.083,0.17618201588692736,2015-03-18T00:00:00.000+01:00,Hidráulica
91443.983,0.12199671648346046,2015-03-19T00:00:00.000+01:00,Hidráulica
91166.842,0.11555207615051548,2015-03-20T00:00:00.000+01:00,Hidráulica
113171.21,0.158063906262181,2015-03-21T00:00:00.000+01:00,Hidráulica
84779.395,0.12963529476517152,2015-03-22T00:00:00.000+01:00,Hidráulica
126974.049,0.16549411648336443,2015-03-23T00:00:00.000+01:00,Hidráulica
