,comunidad_autonoma,type,month,value
3588,Islas Baleares,Turbina de gas,2016-11-01T00:00:00.000+01:00,603.1
3589,Islas Baleares,Turbina de gas,2016-12-01T00:00:00.000+01:00,603.1
3590,Islas Baleares,Ciclo combinado,2016-01-01T00:00:00.000+01:00,822.9
3591,Islas Baleares,Ciclo combinado,2016-02-01T00:00:00.000+01:00,822.9
3592,Islas Baleares,Ciclo combinado,2016-03-01T00:00:00.000+01:00,822.9
3593,Islas Baleares,Ciclo combinado,2016-04-01T00:00:00.000+02:00,822.9
3594,Islas Baleares,Ciclo combinado,2016-05-01T00:00:00.000+02:00,822.9
3595,Islas Baleares,Ciclo combinado,2016-06-01T00:00:00.000+02:00,822.9
3596,Islas Baleares,Ciclo combinado,2016-07-01T00:00:00.000+02:00,822.9
3597,Islas Baleares,Ciclo combinado,2016-08-01T00:00:00.000+02:00,822.9
3598,Islas Baleares,Ciclo combinado,2016-09-01T00:00:00.000+02:00,822.9
3599,Islas Baleares,Ciclo combinado,2016-10-01T00:00:00.000+02:00,822.9
3600,Islas Baleares,Ciclo combinado,2016-11-01T00:00:00.000+01:00,822.9
3601,Islas Baleares,Ciclo combinado,2016-12-01T00:00:00.000+01:00,822.9
3602,Islas Baleares,Eólica,2016-01-01T00:00:00.000+01:00,3.648
3603,Islas Baleares,Eólica,2016-02-01T00:00:00.000+01:00,3.648
3604,Islas Baleares,Eólica,2016-03-01T00:00:00.000+01:00,3.648
3605,Islas Baleares,Eólica,2016-04-01T00:00:00.000+02:00,3.648
3606,Islas Baleares,Eólica,2016-05-01T00:00:00.000+02:00,3.648
3607,Islas Baleares,Eólica,2016-06-01T00:00:00.000+02:00,3.648
3608,Islas Baleares,Eólica,2016-07-01T00:00:00.000+02:00,3.648
3609,Islas Baleares,Eólica,2016-08-01T00:00:00.000+02:00,3.648
3610,Islas Baleares,Eólica,2016-09-01T00:00:00.000+02:00,3.648
3611,Islas Baleares,Eólica,2016-10-01T00:00:00.000+02:00,3.648
3612,Islas Baleares,Eólica,2016-11-01T00:00:00.000+01:00,3.648
3613,Islas Baleares,Eólica,2016-12-01T00:00:00.000+01:00,3.648
3614,Islas Baleares,Solar fotovoltaica,2016-01-01T00:00:00.000+01:00,81.331
3615,Islas Baleares,Solar fotovoltaica,2016-02-01T00:00:00.000+01:00,81.331
3616,Islas Baleares,Solar fotovoltaica,2016-03-01T00:00:00.000+01:00,81.331
3617,Islas Baleares,Solar fotovoltaica,2016-04-01T00:00:00.000+02:00,81.331
3618,Islas Baleares,Solar fotovoltaica,2016-05-01T00:00:00.000+02:00,81.331
3619,Islas Baleares,Solar fotovoltaica,2016-06-01T00:00:00.000+02:00,81.331
3620,Islas Baleares,Solar fotovoltaica,2016-07-01T00:00:00.000+02:00,81.331
3621,Islas Baleares,Solar fotovoltaica,2016-08-01T00:00:00.000+02:00,81.331
3622,Islas Baleares,Solar fotovoltaica,2016-09-01T00:00:00.000+02:00,81.331
3623,Islas Baleares,Solar fotovoltaica,2016-10-01T00:00:00.000+02:00,81.331
3624,Islas Baleares,Solar fotovoltaica,2016-11-01T00:00:00.000+01:00,81.331
3625,Islas Baleares,Solar fotovoltaica,2016-12-01T00:00:00.000+01:00,81.693
3626,Islas Baleares,Otras renovables,2016-01-01T00:00:00.000+01:00,2.13
3627,Islas Baleares,Otras renovables,2016-02-01T00:00:00.000+01:00,2.13
3628,Islas Baleares,Otras renovables,2016-03-01T00:00:00.000+01:00,2.13
3629,Islas Baleares,Otras renovables,2016-04-01T00:00:00.000+02:00,2.13
3630,Islas Baleares,Otras renovables,2016-05-01T00:00:00.000+02:00,2.13
3631,Islas Baleares,Otras renovables,2016-06-01T00:00:00.000+02:00,2.13
3632,Islas Baleares,Otras renovables,2016-07-01T00:00:00.000+02:00,2.13
3633,Islas Baleares,Otras renovables,2016-08-01T00:00:00.000+02:00,2.13
3634,Islas Baleares,Otras renovables,2016-09-01T00:00:00.000+02:00,2.13
3635,Islas Baleares,Otras renovables,2016-10-01T00:00:00.000+02:00,2.13
3636,Islas Baleares,Otras renovables,2016-11-01T00:00:00.000+01:00,2.13
3637,Islas Baleares,Otras renovables,2016-12-01T00:00:00.000+01:00,2.13
3638,Islas Baleares,Cogeneración,2016-01-01T00:00:00.000+01:00,11.523
3639,Islas Baleares,Cogeneración,2016-02-01T00:00:00.000+01:00,11.523
3640,Islas Baleares,Cogeneración,2016-03-01T00:00:00.000+01:00,11.523
3641,Islas Baleares,Cogeneración,2016-04-01T00:00:00.000+02:00,11.523
3642,Islas Baleares,Cogeneración,2016-05-01T00:00:00.000+02:00,11.523
3643,Islas Baleares,Cogeneración,2016-06-01T00:00:00.000+02:00,11.523
3644,Islas Baleares,Cogeneración,2016-07-01T00:00:00.000+02:00,11.523
3645,Islas Baleares,Cogeneración,2016-08-01T00:00:00.000+02:00,11.523
3646,Islas Baleares,Cogeneración,2016-09-01T00:00:00.000+02:00,11.523
3647,Islas Baleares,Cogeneración,2016-10-01T00:00:00.000+02:00,11.523
3648,Islas Baleares,Cogeneración,2016-11-01T00:00:00.000+01:00,11.523
3649,Islas Baleares,Cogeneración,2016-12-01T00:00:00.000+01:00,11.523
3650,Islas Baleares,Residuos no renovables,2016-01-01T00:00:00.000+01:00,37.4
3651,Islas Baleares,Residuos no renovables,2016-02-01T00:00:00.000+01:00,37.4
3652,Islas Baleares,Residuos no renovables,2016-03-01T00:00:00.000+01:00,37.4
3653,Islas Baleares,Residuos no renovables,2016-04-01T00:00:00.000+02:00,37.4
3654,Islas Baleares,Residuos no renovables,2016-05-01T00:00:00.000+02:00,37.4
3655,Islas Baleares,Residuos no renovables,2016-06-01T00:00:00.000+02:00,37.4
3656,Islas Baleares,Residuos no renovables,2016-07-01T00:00:00.000+02:00,37.4
3657,Islas Baleares,Residuos no renovables,2016-08-01T00:00:00.000+02:00,37.4
3658,Islas Baleares,Residuos no renovables,2016-09-01T00:00:00.000+02:00,37.4
3659,Islas Baleares,Residuos no renovables,2016-10-01T00:00:00.000+02:00,37.4
3660,Islas Baleares,Residuos no renovables,2016-11-01T00:00:00.000+01:00,37.4
3661,Islas Baleares,Residuos no renovables,2016-12-01T00:00:00.000+01:00,37.4
3662,Islas Baleares,Residuos renovables,2016-01-01T00:00:00.000+01:00,37.4
3663,Islas Baleares,Residuos renovables,2016-02-01T00:00:00.000+01:00,37.4
3664,Islas Baleares,Residuos renovables,2016-03-01T00:00:00.000+01:00,37.4
3665,Islas Baleares,Residuos renovables,2016-04-01T00:00:00.000+02:00,37.4
3666,Islas Baleares,Residuos renovables,2016-05-01T00:00:00.000+02:00,37.4
3667,Islas Baleares,Residuos renovables,2016-06-01T00:00:00.000+02:00,37.4
3668,Islas Baleares,Residuos renovables,2016-07-01T00:00:00.000+02:00,37.4
3669,Islas Baleares,Residuos renovables,2016-08-01T00:00:00.000+02:00,37.4
3670,Islas Baleares,Residuos renovables,2016-09-01T00:00:00.000+02:00,37.4
3671,Islas Baleares,Residuos renovables,2016-10-01T00:00:00.000+02:00,37.4
3672,Islas Baleares,Residuos renovables,2016-11-01T00:00:00.000+01:00,37.4
3673,Islas Baleares,Residuos renovables,2016-12-01T00:00:00.000+01:00,37.4
3674,Islas Baleares,Potencia total,2016-01-01T00:00:00.000+01:00,2249.832000000001
3675,Islas Baleares,Potencia total,2016-02-01T00:00:00.000+01:00,2249.832000000001
3676,Islas Baleares,Potencia total,2016-03-01T00:00:00.000+01:00,2249.832000000001
3677,Islas Baleares,Potencia total,2016-04-01T00:00:00.000+02:00,2249.832000000001
3678,Islas Baleares,Potencia total,2016-05-01T00:00:00.000+02:00,2249.832000000001
3679,Islas Baleares,Potencia total,2016-06-01T00:00:00.000+02:00,2249.832000000001
3680,Islas Baleares,Potencia total,2016-07-01T00:00:00.000+02:00,2249.832000000001
3681,Islas Baleares,Potencia total,2016-08-01T00:00:00.000+02:00,2249.832000000001
3682,Islas Baleares,Potencia total,2016-09-01T00:00:00.000+02:00,2249.832000000001
3683,Islas Baleares,Potencia total,2016-10-01T00:00:00.000+02:00,2249.832000000001
3684,Islas Baleares,Potencia total,2016-11-01T00:00:00.000+01:00,2249.832000000001
3685,Islas Baleares,Potencia total,2016-12-01T00:00:00.000+01:00,2250.194000000001
3686,Islas Canarias,Hidráulica,2016-01-01T00:00:00.000+01:00,1.52
3687,Islas Canarias,Hidráulica,2016-02-01T00:00:00.000+01:00,1.52
3688,Islas Canarias,Hidráulica,2016-03-01T00:00:00.000+01:00,1.52
3689,Islas Canarias,Hidráulica,2016-04-01T00:00:00.000+02:00,1.52
3690,Islas Canarias,Hidráulica,2016-05-01T00:00:00.000+02:00,1.52
3691,Islas Canarias,Hidráulica,2016-06-01T00:00:00.000+02:00,1.52
3692,Islas Canarias,Hidráulica,2016-07-01T00:00:00.000+02:00,1.52
3693,Islas Canarias,Hidráulica,2016-08-01T00:00:00.000+02:00,1.52
3694,Islas Canarias,Hidráulica,2016-09-01T00:00:00.000+02:00,1.52
3695,Islas Canarias,Hidráulica,2016-10-01T00:00:00.000+02:00,1.52
3696,Islas Canarias,Hidráulica,2016-11-01T00:00:00.000+01:00,1.52
3697,Islas Canarias,Hidráulica,2016-12-01T00:00:00.000+01:00,1.52
3698,Islas Canarias,Motores diésel,2016-01-01T00:00:00.000+01:00,487.64
3699,Islas Canarias,Motores diésel,2016-02-01T00:00:00.000+01:00,487.64
3700,Islas Canarias,Motores diésel,2016-03-01T00:00:00.000+01:00,487.64
3701,Islas Canarias,Motores diésel,2016-04-01T00:00:00.000+02:00,487.64
3702,Islas Canarias,Motores diésel,2016-05-01T00:00:00.000+02:00,487.64
3703,Islas Canarias,Motores diésel,2016-06-01T00:00:00.000+02:00,487.64
3704,Islas Canarias,Motores diésel,2016-07-01T00:00:00.000+02:00,487.64
3705,Islas Canarias,Motores diésel,2016-08-01T00:00:00.000+02:00,487.64
3706,Islas Canarias,Motores diésel,2016-09-01T00:00:00.000+02:00,487.64
3707,Islas Canarias,Motores diésel,2016-10-01T00:00:00.000+02:00,487.64
3708,Islas Canarias,Motores diésel,2016-11-01T00:00:00.000+01:00,487.64
3709,Islas Canarias,Motores diésel,2016-12-01T00:00:00.000+01:00,487.64
3710,Islas Canarias,Turbina de gas,2016-01-01T00:00:00.000+01:00,520.75
3711,Islas Canarias,Turbina de gas,2016-02-01T00:00:00.000+01:00,520.75
3712,Islas Canarias,Turbina de gas,2016-03-01T00:00:00.000+01:00,520.75
3713,Islas Canarias,Turbina de gas,2016-04-01T00:00:00.000+02:00,520.75
3714,Islas Canarias,Turbina de gas,2016-05-01T00:00:00.000+02:00,520.75
3715,Islas Canarias,Turbina de gas,2016-06-01T00:00:00.000+02:00,520.75
3716,Islas Canarias,Turbina de gas,2016-07-01T00:00:00.000+02:00,520.75
3717,Islas Canarias,Turbina de gas,2016-08-01T00:00:00.000+02:00,520.75
3718,Islas Canarias,Turbina de gas,2016-09-01T00:00:00.000+02:00,520.75
3719,Islas Canarias,Turbina de gas,2016-10-01T00:00:00.000+02:00,520.75
3720,Islas Canarias,Turbina de gas,2016-11-01T00:00:00.000+01:00,520.75
3721,Islas Canarias,Turbina de gas,2016-12-01T00:00:00.000+01:00,520.75
3722,Islas Canarias,Turbina de vapor,2016-01-01T00:00:00.000+01:00,482.64
3723,Islas Canarias,Turbina de vapor,2016-02-01T00:00:00.000+01:00,482.64
3724,Islas Canarias,Turbina de vapor,2016-03-01T00:00:00.000+01:00,482.64
3725,Islas Canarias,Turbina de vapor,2016-04-01T00:00:00.000+02:00,482.64
3726,Islas Canarias,Turbina de vapor,2016-05-01T00:00:00.000+02:00,482.64
3727,Islas Canarias,Turbina de vapor,2016-06-01T00:00:00.000+02:00,482.64
3728,Islas Canarias,Turbina de vapor,2016-07-01T00:00:00.000+02:00,482.64
3729,Islas Canarias,Turbina de vapor,2016-08-01T00:00:00.000+02:00,482.64
3730,Islas Canarias,Turbina de vapor,2016-09-01T00:00:00.000+02:00,482.64
3731,Islas Canarias,Turbina de vapor,2016-10-01T00:00:00.000+02:00,482.64
3732,Islas Canarias,Turbina de vapor,2016-11-01T00:00:00.000+01:00,482.64
3733,Islas Canarias,Turbina de vapor,2016-12-01T00:00:00.000+01:00,482.64
3734,Islas Canarias,Ciclo combinado,2016-01-01T00:00:00.000+01:00,865.4
3735,Islas Canarias,Ciclo combinado,2016-02-01T00:00:00.000+01:00,865.4
3736,Islas Canarias,Ciclo combinado,2016-03-01T00:00:00.000+01:00,865.4
3737,Islas Canarias,Ciclo combinado,2016-04-01T00:00:00.000+02:00,865.4
3738,Islas Canarias,Ciclo combinado,2016-05-01T00:00:00.000+02:00,865.4
3739,Islas Canarias,Ciclo combinado,2016-06-01T00:00:00.000+02:00,865.4
3740,Islas Canarias,Ciclo combinado,2016-07-01T00:00:00.000+02:00,865.4
3741,Islas Canarias,Ciclo combinado,2016-08-01T00:00:00.000+02:00,865.4
3742,Islas Canarias,Ciclo combinado,2016-09-01T00:00:00.000+02:00,865.4
3743,Islas Canarias,Ciclo combinado,2016-10-01T00:00:00.000+02:00,865.4
3744,Islas Canarias,Ciclo combinado,2016-11-01T00:00:00.000+01:00,865.4
3745,Islas Canarias,Ciclo combinado,2016-12-01T00:00:00.000+01:00,865.4
3746,Islas Canarias,Hidroeólica,2016-01-01T00:00:00.000+01:00,11.32
3747,Islas Canarias,Hidroeólica,2016-02-01T00:00:00.000+01:00,11.32
3748,Islas Canarias,Hidroeólica,2016-03-01T00:00:00.000+01:00,11.32
3749,Islas Canarias,Hidroeólica,2016-04-01T00:00:00.000+02:00,11.32
3750,Islas Canarias,Hidroeólica,2016-05-01T00:00:00.000+02:00,11.32
3751,Islas Canarias,Hidroeólica,2016-06-01T00:00:00.000+02:00,11.32
3752,Islas Canarias,Hidroeólica,2016-07-01T00:00:00.000+02:00,11.32
3753,Islas Canarias,Hidroeólica,2016-08-01T00:00:00.000+02:00,11.32
3754,Islas Canarias,Hidroeólica,2016-09-01T00:00:00.000+02:00,11.32
3755,Islas Canarias,Hidroeólica,2016-10-01T00:00:00.000+02:00,11.32
3756,Islas Canarias,Hidroeólica,2016-11-01T00:00:00.000+01:00,11.32
3757,Islas Canarias,Hidroeólica,2016-12-01T00:00:00.000+01:00,11.32
3758,Islas Canarias,Eólica,2016-01-01T00:00:00.000+01:00,152.48
3759,Islas Canarias,Eólica,2016-02-01T00:00:00.000+01:00,152.48
3760,Islas Canarias,Eólica,2016-03-01T00:00:00.000+01:00,152.48
3761,Islas Canarias,Eólica,2016-04-01T00:00:00.000+02:00,152.48
3762,Islas Canarias,Eólica,2016-05-01T00:00:00.000+02:00,152.48
3763,Islas Canarias,Eólica,2016-06-01T00:00:00.000+02:00,152.48
3764,Islas Canarias,Eólica,2016-07-01T00:00:00.000+02:00,152.48
3765,Islas Canarias,Eólica,2016-08-01T00:00:00.000+02:00,152.48
3766,Islas Canarias,Eólica,2016-09-01T00:00:00.000+02:00,152.48
3767,Islas Canarias,Eólica,2016-10-01T00:00:00.000+02:00,152.48
3768,Islas Canarias,Eólica,2016-11-01T00:00:00.000+01:00,152.48
3769,Islas Canarias,Eólica,2016-12-01T00:00:00.000+01:00,152.48
3770,Islas Canarias,Solar fotovoltaica,2016-01-01T00:00:00.000+01:00,167.662
3771,Islas Canarias,Solar fotovoltaica,2016-02-01T00:00:00.000+01:00,167.662
3772,Islas Canarias,Solar fotovoltaica,2016-03-01T00:00:00.000+01:00,167.662
3773,Islas Canarias,Solar fotovoltaica,2016-04-01T00:00:00.000+02:00,167.662
3774,Islas Canarias,Solar fotovoltaica,2016-05-01T00:00:00.000+02:00,167.662
3775,Islas Canarias,Solar fotovoltaica,2016-06-01T00:00:00.000+02:00,167.662
3776,Islas Canarias,Solar fotovoltaica,2016-07-01T00:00:00.000+02:00,167.667
3777,Islas Canarias,Solar fotovoltaica,2016-08-01T00:00:00.000+02:00,167.667
3778,Islas Canarias,Solar fotovoltaica,2016-09-01T00:00:00.000+02:00,167.667
3779,Islas Canarias,Solar fotovoltaica,2016-10-01T00:00:00.000+02:00,167.676
3780,Islas Canarias,Solar fotovoltaica,2016-11-01T00:00:00.000+01:00,167.676
3781,Islas Canarias,Solar fotovoltaica,2016-12-01T00:00:00.000+01:00,167.676
3782,Islas Canarias,Otras renovables,2016-01-01T00:00:00.000+01:00,3.696
3783,Islas Canarias,Otras renovables,2016-02-01T00:00:00.000+01:00,3.696
3784,Islas Canarias,Otras renovables,2016-03-01T00:00:00.000+01:00,3.696
3785,Islas Canarias,Otras renovables,2016-04-01T00:00:00.000+02:00,3.696
3786,Islas Canarias,Otras renovables,2016-05-01T00:00:00.000+02:00,3.696
3787,Islas Canarias,Otras renovables,2016-06-01T00:00:00.000+02:00,3.696
3788,Islas Canarias,Otras renovables,2016-07-01T00:00:00.000+02:00,3.696
3789,Islas Canarias,Otras renovables,2016-08-01T00:00:00.000+02:00,3.696
3790,Islas Canarias,Otras renovables,2016-09-01T00:00:00.000+02:00,3.696
3791,Islas Canarias,Otras renovables,2016-10-01T00:00:00.000+02:00,3.696
3792,Islas Canarias,Otras renovables,2016-11-01T00:00:00.000+01:00,3.696
3793,Islas Canarias,Otras renovables,2016-12-01T00:00:00.000+01:00,3.696
3794,Islas Canarias,Cogeneración,2016-01-01T00:00:00.000+01:00,38.2
3795,Islas Canarias,Cogeneración,2016-02-01T00:00:00.000+01:00,38.2
3796,Islas Canarias,Cogeneración,2016-03-01T00:00:00.000+01:00,38.2
3797,Islas Canarias,Cogeneración,2016-04-01T00:00:00.000+02:00,38.2
3798,Islas Canarias,Cogeneración,2016-05-01T00:00:00.000+02:00,38.2
3799,Islas Canarias,Cogeneración,2016-06-01T00:00:00.000+02:00,38.2
3800,Islas Canarias,Cogeneración,2016-07-01T00:00:00.000+02:00,38.2
3801,Islas Canarias,Cogeneración,2016-08-01T00:00:00.000+02:00,38.2
3802,Islas Canarias,Cogeneración,2016-09-01T00:00:00.000+02:00,38.2
3803,Islas Canarias,Cogeneración,2016-10-01T00:00:00.000+02:00,38.2
3804,Islas Canarias,Cogeneración,2016-11-01T00:00:00.000+01:00,38.2
3805,Islas Canarias,Cogeneración,2016-12-01T00:00:00.000+01:00,38.2
3806,Islas Canarias,Potencia total,2016-01-01T00:00:00.000+01:00,2731.3079999999995
3807,Islas Canarias,Potencia total,2016-02-01T00:00:00.000+01:00,2731.3079999999995
3808,Islas Canarias,Potencia total,2016-03-01T00:00:00.000+01:00,2731.3079999999995
3809,Islas Canarias,Potencia total,2016-04-01T00:00:00.000+02:00,2731.3079999999995
3810,Islas Canarias,Potencia total,2016-05-01T00:00:00.000+02:00,2731.3079999999995
3811,Islas Canarias,Potencia total,2016-06-01T00:00:00.000+02:00,2731.3079999999995
3812,Islas Canarias,Potencia total,2016-07-01T00:00:00.000+02:00,2731.3129999999996
3813,Islas Canarias,Potencia total,2016-08-01T00:00:00.000+02:00,2731.3129999999996
3814,Islas Canarias,Potencia total,2016-09-01T00:00:00.000+02:00,2731.3129999999996
3815,Islas Canarias,Potencia total,2016-10-01T00:00:00.000+02:00,2731.3219999999997
3816,Islas Canarias,Potencia total,2016-11-01T00:00:00.000+01:00,2731.3219999999997
3817,Islas Canarias,Potencia total,2016-12-01T00:00:00.000+01:00,2731.3219999999997
3818,La Rioja,Hidráulica,2016-01-01T00:00:00.000+01:00,52.426
3819,La Rioja,Hidráulica,2016-02-01T00:00:00.000+01:00,52.426
3820,La Rioja,Hidráulica,2016-03-01T00:00:00.000+01:00,52.426
3821,La Rioja,Hidráulica,2016-04-01T00:00:00.000+02:00,52.426
3822,La Rioja,Hidráulica,2016-05-01T00:00:00.000+02:00,52.426
3823,La Rioja,Hidráulica,2016-06-01T00:00:00.000+02:00,52.426
3824,La Rioja,Hidráulica,2016-07-01T00:00:00.000+02:00,52.426
3825,La Rioja,Hidráulica,2016-08-01T00:00:00.000+02:00,52.426
3826,La Rioja,Hidráulica,2016-09-01T00:00:00.000+02:00,52.426
3827,La Rioja,Hidráulica,2016-10-01T00:00:00.000+02:00,52.426
3828,La Rioja,Hidráulica,2016-11-01T00:00:00.000+01:00,52.426
3829,La Rioja,Hidráulica,2016-12-01T00:00:00.000+01:00,52.426
3830,La Rioja,Ciclo combinado,2016-01-01T00:00:00.000+01:00,784.7
3831,La Rioja,Ciclo combinado,2016-02-01T00:00:00.000+01:00,784.7
3832,La Rioja,Ciclo combinado,2016-03-01T00:00:00.000+01:00,784.7
3833,La Rioja,Ciclo combinado,2016-04-01T00:00:00.000+02:00,784.7
3834,La Rioja,Ciclo combinado,2016-05-01T00:00:00.000+02:00,784.7
3835,La Rioja,Ciclo combinado,2016-06-01T00:00:00.000+02:00,784.7
3836,La Rioja,Ciclo combinado,2016-07-01T00:00:00.000+02:00,784.7
3837,La Rioja,Ciclo combinado,2016-08-01T00:00:00.000+02:00,784.7
3838,La Rioja,Ciclo combinado,2016-09-01T00:00:00.000+02:00,784.7
3839,La Rioja,Ciclo combinado,2016-10-01T00:00:00.000+02:00,784.7
3840,La Rioja,Ciclo combinado,2016-11-01T00:00:00.000+01:00,784.7
3841,La Rioja,Ciclo combinado,2016-12-01T00:00:00.000+01:00,784.7
3842,La Rioja,Eólica,2016-01-01T00:00:00.000+01:00,448.12
3843,La Rioja,Eólica,2016-02-01T00:00:00.000+01:00,448.12
3844,La Rioja,Eólica,2016-03-01T00:00:00.000+01:00,448.12
3845,La Rioja,Eólica,2016-04-01T00:00:00.000+02:00,448.12
3846,La Rioja,Eólica,2016-05-01T00:00:00.000+02:00,448.12
3847,La Rioja,Eólica,2016-06-01T00:00:00.000+02:00,448.12
3848,La Rioja,Eólica,2016-07-01T00:00:00.000+02:00,448.12
3849,La Rioja,Eólica,2016-08-01T00:00:00.000+02:00,448.12
3850,La Rioja,Eólica,2016-09-01T00:00:00.000+02:00,448.12
3851,La Rioja,Eólica,2016-10-01T00:00:00.000+02:00,448.12
3852,La Rioja,Eólica,2016-11-01T00:00:00.000+01:00,448.12
3853,La Rioja,Eólica,2016-12-01T00:00:00.000+01:00,448.12
3854,La Rioja,Solar fotovoltaica,2016-01-01T00:00:00.000+01:00,85.604
3855,La Rioja,Solar fotovoltaica,2016-02-01T00:00:00.000+01:00,85.604
3856,La Rioja,Solar fotovoltaica,2016-03-01T00:00:00.000+01:00,85.604
3857,La Rioja,Solar fotovoltaica,2016-04-01T00:00:00.000+02:00,85.604
3858,La Rioja,Solar fotovoltaica,2016-05-01T00:00:00.000+02:00,85.604
3859,La Rioja,Solar fotovoltaica,2016-06-01T00:00:00.000+02:00,85.604
3860,La Rioja,Solar fotovoltaica,2016-07-01T00:00:00.000+02:00,85.604
3861,La Rioja,Solar fotovoltaica,2016-08-01T00:00:00.000+02:00,85.604
3862,La Rioja,Solar fotovoltaica,2016-09-01T00:00:00.000+02:00,85.604
3863,La Rioja,Solar fotovoltaica,2016-10-01T00:00:00.000+02:00,85.604
3864,La Rioja,Solar fotovoltaica,2016-11-01T00:00:00.000+01:00,85.604
3865,La Rioja,Solar fotovoltaica,2016-12-01T00:00:00.000+01:00,85.604
3866,La Rioja,Otras renovables,2016-01-01T00:00:00.000+01:00,4.642
3867,La Rioja,Otras renovables,2016-02-01T00:00:00.000+01:00,4.642
3868,La Rioja,Otras renovables,2016-03-01T00:00:00.000+01:00,4.642
3869,La Rioja,Otras renovables,2016-04-01T00:00:00.000+02:00,4.642
3870,La Rioja,Otras renovables,2016-05-01T00:00:00.000+02:00,4.642
3871,La Rioja,Otras renovables,2016-06-01T00:00:00.000+02:00,4.642
3872,La Rioja,Otras renovables,2016-07-01T00:00:00.000+02:00,4.642
3873,La Rioja,Otras renovables,2016-08-01T00:00:00.000+02:00,4.642
3874,La Rioja,Otras renovables,2016-09-01T00:00:00.000+02:00,4.127
3875,La Rioja,Otras renovables,2016-10-01T00:00:00.000+02:00,4.127
3876,La Rioja,Otras renovables,2016-11-01T00:00:00.000+01:00,4.127
3877,La Rioja,Otras renovables,2016-12-01T00:00:00.000+01:00,4.127
3878,La Rioja,Cogeneración,2016-01-01T00:00:00.000+01:00,42.038
3879,La Rioja,Cogeneración,2016-02-01T00:00:00.000+01:00,42.038
3880,La Rioja,Cogeneración,2016-03-01T00:00:00.000+01:00,42.038
3881,La Rioja,Cogeneración,2016-04-01T00:00:00.000+02:00,40.648
3882,La Rioja,Cogeneración,2016-05-01T00:00:00.000+02:00,40.648
3883,La Rioja,Cogeneración,2016-06-01T00:00:00.000+02:00,40.648
3884,La Rioja,Cogeneración,2016-07-01T00:00:00.000+02:00,40.648
3885,La Rioja,Cogeneración,2016-08-01T00:00:00.000+02:00,40.648
3886,La Rioja,Cogeneración,2016-09-01T00:00:00.000+02:00,40.648
3887,La Rioja,Cogeneración,2016-10-01T00:00:00.000+02:00,40.648
3888,La Rioja,Cogeneración,2016-11-01T00:00:00.000+01:00,40.648
3889,La Rioja,Cogeneración,2016-12-01T00:00:00.000+01:00,40.648
3890,La Rioja,Potencia total,2016-01-01T00:00:00.000+01:00,1417.5300000000002
3891,La Rioja,Potencia total,2016-02-01T00:00:00.000+01:00,1417.5300000000002
3892,La Rioja,Potencia total,2016-03-01T00:00:00.000+01:00,1417.5300000000002
3893,La Rioja,Potencia total,2016-04-01T00:00:00.000+02:00,1416.14
3894,La Rioja,Potencia total,2016-05-01T00:00:00.000+02:00,1416.14
3895,La Rioja,Potencia total,2016-06-01T00:00:00.000+02:00,1416.14
3896,La Rioja,Potencia total,2016-07-01T00:00:00.000+02:00,1416.14
3897,La Rioja,Potencia total,2016-08-01T00:00:00.000+02:00,1416.14
3898,La Rioja,Potencia total,2016-09-01T00:00:00.000+02:00,1415.625
3899,La Rioja,Potencia total,2016-10-01T00:00:00.000+02:00,1415.625
3900,La Rioja,Potencia total,2016-11-01T00:00:00.000+01:00,1415.625
3901,La Rioja,Potencia total,2016-12-01T00:00:00.000+01:00,1415.625
3902,Comunidad Melilla,Motores diésel,2016-01-01T00:00:00.000+01:00,64.11
3903,Comunidad Melilla,Motores diésel,2016-02-01T00:00:00.000+01:00,64.11
3904,Comunidad Melilla,Motores diésel,2016-03-01T00:00:00.000+01:00,64.11
3905,Comunidad Melilla,Motores diésel,2016-04-01T00:00:00.000+02:00,64.11
3906,Comunidad Melilla,Motores diésel,2016-05-01T00:00:00.000+02:00,64.11
3907,Comunidad Melilla,Motores diésel,2016-06-01T00:00:00.000+02:00,64.11
3908,Comunidad Melilla,Motores diésel,2016-07-01T00:00:00.000+02:00,64.11
3909,Comunidad Melilla,Motores diésel,2016-08-01T00:00:00.000+02:00,64.11
3910,Comunidad Melilla,Motores diésel,2016-09-01T00:00:00.000+02:00,64.11
3911,Comunidad Melilla,Motores diésel,2016-10-01T00:00:00.000+02:00,64.11
3912,Comunidad Melilla,Motores diésel,2016-11-01T00:00:00.000+01:00,64.11
3913,Comunidad Melilla,Motores diésel,2016-12-01T00:00:00.000+01:00,64.11
3914,Comunidad Melilla,Turbina de gas,2016-01-01T00:00:00.000+01:00,11.5
3915,Comunidad Melilla,Turbina de gas,2016-02-01T00:00:00.000+01:00,11.5
3916,Comunidad Melilla,Turbina de gas,2016-03-01T00:00:00.000+01:00,11.5
3917,Comunidad Melilla,Turbina de gas,2016-04-01T00:00:00.000+02:00,11.5
3918,Comunidad Melilla,Turbina de gas,2016-05-01T00:00:00.000+02:00,11.5
3919,Comunidad Melilla,Turbina de gas,2016-06-01T00:00:00.000+02:00,11.5
3920,Comunidad Melilla,Turbina de gas,2016-07-01T00:00:00.000+02:00,11.5
3921,Comunidad Melilla,Turbina de gas,2016-08-01T00:00:00.000+02:00,11.5
3922,Comunidad Melilla,Turbina de gas,2016-09-01T00:00:00.000+02:00,11.5
