value,percentage,datetime,Type
17049.511,0.16306897029187417,2017-01-01T00:00:00.000+01:00,Hidráulica
17049.511,0.16310180936657132,2017-02-01T00:00:00.000+01:00,Hidráulica
17050.698,0.16311114862779685,2017-03-01T00:00:00.000+01:00,Hidráulica
17050.568,0.16311142012919388,2017-04-01T00:00:00.000+02:00,Hidráulica
17050.783,0.1631214883672981,2017-05-01T00:00:00.000+02:00,Hidráulica
17053.655,0.16317325723173123,2017-06-01T00:00:00.000+02:00,Hidráulica
17053.615,0.16319823511488252,2017-07-01T00:00:00.000+02:00,Hidráulica
17053.915,0.16323043386978514,2017-08-01T00:00:00.000+02:00,Hidráulica
17053.915,0.16322308647111042,2017-09-01T00:00:00.000+02:00,Hidráulica
17053.915,0.1632413069837667,2017-10-01T00:00:00.000+02:00,Hidráulica
17053.725,0.16397430629067467,2017-11-01T00:00:00.000+01:00,Hidráulica
17053.725,0.16391259148505818,2017-12-01T00:00:00.000+01:00,Hidráulica
3331.4,0.03186296472845172,2017-01-01T00:00:00.000+01:00,Turbinación bombeo
3331.4,0.03186938134025051,2017-02-01T00:00:00.000+01:00,Turbinación bombeo
3331.4,0.03186898744782427,2017-03-01T00:00:00.000+01:00,Turbinación bombeo
3331.4,0.03186928347597549,2017-04-01T00:00:00.000+02:00,Turbinación bombeo
3331.4,0.03187084876669986,2017-05-01T00:00:00.000+02:00,Turbinación bombeo
3331.4,0.0318755943603755,2017-06-01T00:00:00.000+02:00,Turbinación bombeo
3331.4,0.031880548520751735,2017-07-01T00:00:00.000+02:00,Turbinación bombeo
3331.4,0.0318862775728507,2017-08-01T00:00:00.000+02:00,Turbinación bombeo
3331.4,0.031884842293975146,2017-09-01T00:00:00.000+02:00,Turbinación bombeo
3331.4,0.031888401583197785,2017-10-01T00:00:00.000+02:00,Turbinación bombeo
3331.4,0.03203194633294214,2017-11-01T00:00:00.000+01:00,Turbinación bombeo
3331.4,0.0320198905091599,2017-12-01T00:00:00.000+01:00,Turbinación bombeo
7572.58,0.0724274627614153,2017-01-01T00:00:00.000+01:00,Nuclear
7572.58,0.07244204831288772,2017-02-01T00:00:00.000+01:00,Nuclear
7572.58,0.07244115295900976,2017-03-01T00:00:00.000+01:00,Nuclear
7572.58,0.07244182585834859,2017-04-01T00:00:00.000+02:00,Nuclear
7572.58,0.0724453839087879,2017-05-01T00:00:00.000+02:00,Nuclear
7572.58,0.07245617108167506,2017-06-01T00:00:00.000+02:00,Nuclear
7572.58,0.0724674323459429,2017-07-01T00:00:00.000+02:00,Nuclear
7572.58,0.07248045501069153,2017-08-01T00:00:00.000+02:00,Nuclear
7572.58,0.07247719248919683,2017-09-01T00:00:00.000+02:00,Nuclear
7572.58,0.07248528308245539,2017-10-01T00:00:00.000+02:00,Nuclear
7117.29,0.0684338870492843,2017-11-01T00:00:00.000+01:00,Nuclear
7117.29,0.06840813067237157,2017-12-01T00:00:00.000+01:00,Nuclear
10030.285,0.09593402688698997,2017-01-01T00:00:00.000+01:00,Carbón
10030.285,0.09595334622572929,2017-02-01T00:00:00.000+01:00,Carbón
10030.285,0.09595216028189352,2017-03-01T00:00:00.000+01:00,Carbón
10030.285,0.09595305157285972,2017-04-01T00:00:00.000+02:00,Carbón
10030.285,0.09595776439992137,2017-05-01T00:00:00.000+02:00,Carbón
10030.285,0.09597205258418652,2017-06-01T00:00:00.000+02:00,Carbón
10030.285,0.09598696872770256,2017-07-01T00:00:00.000+02:00,Carbón
10030.285,0.09600421793984536,2017-08-01T00:00:00.000+02:00,Carbón
10030.285,0.09599989655659018,2017-09-01T00:00:00.000+02:00,Carbón
10030.285,0.09601061297770457,2017-10-01T00:00:00.000+02:00,Carbón
10030.285,0.09644280207243636,2017-11-01T00:00:00.000+01:00,Carbón
10030.285,0.09640650401502938,2017-12-01T00:00:00.000+01:00,Carbón
7.95,7.60372724954047e-05,2017-01-01T00:00:00.000+01:00,Fuel + Gas
7.95,7.605258499579502e-05,2017-02-01T00:00:00.000+01:00,Fuel + Gas
7.95,7.605164501717084e-05,2017-03-01T00:00:00.000+01:00,Fuel + Gas
7.95,7.60523514540449e-05,2017-04-01T00:00:00.000+02:00,Fuel + Gas
7.95,7.605608683894575e-05,2017-05-01T00:00:00.000+02:00,Fuel + Gas
7.95,7.606741164825155e-05,2017-06-01T00:00:00.000+02:00,Fuel + Gas
7.95,7.607923417781602e-05,2017-07-01T00:00:00.000+02:00,Fuel + Gas
7.95,7.6092905896669e-05,2017-08-01T00:00:00.000+02:00,Fuel + Gas
7.95,7.608948076997732e-05,2017-09-01T00:00:00.000+02:00,Fuel + Gas
7.95,7.60979746011954e-05,2017-10-01T00:00:00.000+02:00,Fuel + Gas
7.95,7.64405275100228e-05,2017-11-01T00:00:00.000+01:00,Fuel + Gas
7.95,7.641175768380297e-05,2017-12-01T00:00:00.000+01:00,Fuel + Gas
811.27,0.007759340636144273,2017-01-01T00:00:00.000+01:00,Motores diésel
811.27,0.0077609032238413365,2017-02-01T00:00:00.000+01:00,Motores diésel
811.27,0.0077608073022742375,2017-03-01T00:00:00.000+01:00,Motores diésel
811.27,0.007760879391713585,2017-04-01T00:00:00.000+02:00,Motores diésel
811.27,0.007761260574821574,2017-05-01T00:00:00.000+02:00,Motores diésel
811.27,0.007762416232437363,2017-06-01T00:00:00.000+02:00,Motores diésel
811.27,0.007763622680683874,2017-07-01T00:00:00.000+02:00,Motores diésel
811.27,0.007765017832300711,2017-08-01T00:00:00.000+02:00,Motores diésel
811.27,0.0077646683099697475,2017-09-01T00:00:00.000+02:00,Motores diésel
811.27,0.007765535076064377,2017-10-01T00:00:00.000+02:00,Motores diésel
811.27,0.0078004914154787665,2017-11-01T00:00:00.000+01:00,Motores diésel
811.27,0.007797555554231299,2017-12-01T00:00:00.000+01:00,Motores diésel
1148.65,0.010986190320986996,2017-01-01T00:00:00.000+01:00,Turbina de gas
1148.65,0.010988402736530812,2017-02-01T00:00:00.000+01:00,Turbina de gas
1148.65,0.010988266924399156,2017-03-01T00:00:00.000+01:00,Turbina de gas
1148.65,0.01098836899341996,2017-04-01T00:00:00.000+02:00,Turbina de gas
1148.65,0.010988908697805664,2017-05-01T00:00:00.000+02:00,Turbina de gas
1148.65,0.010990544954687315,2017-06-01T00:00:00.000+02:00,Turbina de gas
1148.65,0.01099225312432055,2017-07-01T00:00:00.000+02:00,Turbina de gas
1148.65,0.010994228472730672,2017-08-01T00:00:00.000+02:00,Turbina de gas
1148.65,0.010993733595777919,2017-09-01T00:00:00.000+02:00,Turbina de gas
1148.65,0.010994960820838126,2017-10-01T00:00:00.000+02:00,Turbina de gas
1148.65,0.01104445433011166,2017-11-01T00:00:00.000+01:00,Turbina de gas
1148.65,0.011040297542578651,2017-12-01T00:00:00.000+01:00,Turbina de gas
482.64,0.004616179773230456,2017-01-01T00:00:00.000+01:00,Turbina de vapor
482.64,0.004617109386461699,2017-02-01T00:00:00.000+01:00,Turbina de vapor
482.64,0.004617052320891489,2017-03-01T00:00:00.000+01:00,Turbina de vapor
482.64,0.004617095208274242,2017-04-01T00:00:00.000+02:00,Turbina de vapor
482.64,0.004617321981377204,2017-05-01T00:00:00.000+02:00,Turbina de vapor
482.64,0.004618009504139891,2017-06-01T00:00:00.000+02:00,Turbina de vapor
482.64,0.004618727243217751,2017-07-01T00:00:00.000+02:00,Turbina de vapor
