value,percentage,datetime,Type
17007.899,0.16223930296209155,2015-01-01T00:00:00.000+01:00,Hidráulica
17010.249,0.16225797409719567,2015-02-01T00:00:00.000+01:00,Hidráulica
17010.249,0.16225763823566547,2015-03-01T00:00:00.000+01:00,Hidráulica
17010.189,0.16226070782142007,2015-04-01T00:00:00.000+02:00,Hidráulica
17010.189,0.16231106131294715,2015-05-01T00:00:00.000+02:00,Hidráulica
17010.189,0.162321122750421,2015-06-01T00:00:00.000+02:00,Hidráulica
17012.914,0.16233878731310955,2015-07-01T00:00:00.000+02:00,Hidráulica
17012.914,0.16236863527932963,2015-08-01T00:00:00.000+02:00,Hidráulica
17012.914,0.16241985866947323,2015-09-01T00:00:00.000+02:00,Hidráulica
17012.914,0.1610680323451768,2015-10-01T00:00:00.000+02:00,Hidráulica
17015.721,0.16108887298422597,2015-11-01T00:00:00.000+01:00,Hidráulica
17042.481,0.16129929893667183,2015-12-01T00:00:00.000+01:00,Hidráulica
2453.45,0.023403597225756308,2015-01-01T00:00:00.000+01:00,Turbinación bombeo
2453.45,0.023403056977517774,2015-02-01T00:00:00.000+01:00,Turbinación bombeo
2453.45,0.023403008534989313,2015-03-01T00:00:00.000+01:00,Turbinación bombeo
2453.45,0.02340353382343154,2015-04-01T00:00:00.000+02:00,Turbinación bombeo
2453.45,0.023410796516032253,2015-05-01T00:00:00.000+02:00,Turbinación bombeo
2453.45,0.02341224771882431,2015-06-01T00:00:00.000+02:00,Turbinación bombeo
2453.45,0.023411045146842484,2015-07-01T00:00:00.000+02:00,Turbinación bombeo
2453.45,0.023415349553055475,2015-08-01T00:00:00.000+02:00,Turbinación bombeo
2453.45,0.023422736531356066,2015-09-01T00:00:00.000+02:00,Turbinación bombeo
3331.4,0.03153969055240754,2015-10-01T00:00:00.000+02:00,Turbinación bombeo
3331.4,0.03153856786084177,2015-11-01T00:00:00.000+01:00,Turbinación bombeo
3331.4,0.03153017946610171,2015-12-01T00:00:00.000+01:00,Turbinación bombeo
7572.58,0.07223526555659081,2015-01-01T00:00:00.000+01:00,Nuclear
7572.58,0.07223359807895476,2015-02-01T00:00:00.000+01:00,Nuclear
7572.58,0.07223344856096084,2015-03-01T00:00:00.000+01:00,Nuclear
7572.58,0.0722350698651455,2015-04-01T00:00:00.000+02:00,Nuclear
7572.58,0.0722574861853209,2015-05-01T00:00:00.000+02:00,Nuclear
7572.58,0.07226196532662765,2015-06-01T00:00:00.000+02:00,Nuclear
7572.58,0.07225825358498297,2015-07-01T00:00:00.000+02:00,Nuclear
7572.58,0.07227153914629474,2015-08-01T00:00:00.000+02:00,Nuclear
7572.58,0.07229433907461588,2015-09-01T00:00:00.000+02:00,Nuclear
