value,percentage,datetime,Type
41132.429,0.06458014171085998,2018-01-01T00:00:00.000+01:00,Hidráulica
52707.752,0.07181735136901496,2018-01-02T00:00:00.000+01:00,Hidráulica
63514.75,0.08542661061244025,2018-01-03T00:00:00.000+01:00,Hidráulica
64639.179,0.08576902284723786,2018-01-04T00:00:00.000+01:00,Hidráulica
75027.418,0.10704050639038194,2018-01-05T00:00:00.000+01:00,Hidráulica
70900.792,0.11474325505979006,2018-01-06T00:00:00.000+01:00,Hidráulica
72604.294,0.11504526047042159,2018-01-07T00:00:00.000+01:00,Hidráulica
91846.22,0.1225423199674164,2018-01-08T00:00:00.000+01:00,Hidráulica
81118.07,0.09964714954893175,2018-01-09T00:00:00.000+01:00,Hidráulica
66872.501,0.08323217948220399,2018-01-10T00:00:00.000+01:00,Hidráulica
65952.809,0.07839784141551985,2018-01-11T00:00:00.000+01:00,Hidráulica
89342.038,0.11250143119988111,2018-01-12T00:00:00.000+01:00,Hidráulica
71636.745,0.10180566852631945,2018-01-13T00:00:00.000+01:00,Hidráulica
79047.253,0.11780974835608592,2018-01-14T00:00:00.000+01:00,Hidráulica
76991.723,0.09585819660102782,2018-01-15T00:00:00.000+01:00,Hidráulica
66062.655,0.07983757686899462,2018-01-16T00:00:00.000+01:00,Hidráulica
69310.467,0.08604643737393472,2018-01-17T00:00:00.000+01:00,Hidráulica
84222.62,0.1095693299013814,2018-01-18T00:00:00.000+01:00,Hidráulica
67104.185,0.08889467167199092,2018-01-19T00:00:00.000+01:00,Hidráulica
52738.882,0.07220651661443778,2018-01-20T00:00:00.000+01:00,Hidráulica
60433.719,0.08705636706585364,2018-01-21T00:00:00.000+01:00,Hidráulica
68820.55,0.09249502693347104,2018-01-22T00:00:00.000+01:00,Hidráulica
87931.056,0.11583841955220275,2018-01-23T00:00:00.000+01:00,Hidráulica
75051.085,0.09908159841531304,2018-01-24T00:00:00.000+01:00,Hidráulica
73571.833,0.10023269413629002,2018-01-25T00:00:00.000+01:00,Hidráulica
61159.336,0.07842230579859183,2018-01-26T00:00:00.000+01:00,Hidráulica
57332.916,0.08329610333623981,2018-01-27T00:00:00.000+01:00,Hidráulica
61050.863,0.09658856387951402,2018-01-28T00:00:00.000+01:00,Hidráulica
74114.507,0.10384020908814574,2018-01-29T00:00:00.000+01:00,Hidráulica
77804.678,0.10470438217960404,2018-01-30T00:00:00.000+01:00,Hidráulica
94838.67,0.12737464165038034,2018-01-31T00:00:00.000+01:00,Hidráulica
68722.073,0.09102189784908365,2018-02-01T00:00:00.000+01:00,Hidráulica
65654.309,0.08326944825486204,2018-02-02T00:00:00.000+01:00,Hidráulica
50913.727,0.06965245374738784,2018-02-03T00:00:00.000+01:00,Hidráulica
66979.597,0.10202268004021961,2018-02-04T00:00:00.000+01:00,Hidráulica
85985.047,0.10896949230245932,2018-02-05T00:00:00.000+01:00,Hidráulica
88685.911,0.10624097267233645,2018-02-06T00:00:00.000+01:00,Hidráulica
98514.049,0.11629334876273661,2018-02-07T00:00:00.000+01:00,Hidráulica
99771.751,0.1151464689834343,2018-02-08T00:00:00.000+01:00,Hidráulica
84588.727,0.09985142783428452,2018-02-09T00:00:00.000+01:00,Hidráulica
67394.083,0.08988117104733744,2018-02-10T00:00:00.000+01:00,Hidráulica
57805.696,0.08193295481449042,2018-02-11T00:00:00.000+01:00,Hidráulica
76675.41,0.09767145279023444,2018-02-12T00:00:00.000+01:00,Hidráulica
66581.548,0.083139623015004,2018-02-13T00:00:00.000+01:00,Hidráulica
70422.942,0.08435777277917694,2018-02-14T00:00:00.000+01:00,Hidráulica
92023.059,0.1160196906430601,2018-02-15T00:00:00.000+01:00,Hidráulica
105472.267,0.13779772415573197,2018-02-16T00:00:00.000+01:00,Hidráulica
86119.7,0.12419605649121436,2018-02-17T00:00:00.000+01:00,Hidráulica
82928.662,0.12847577327276374,2018-02-18T00:00:00.000+01:00,Hidráulica
106348.176,0.14279457610413718,2018-02-19T00:00:00.000+01:00,Hidráulica
90291.488,0.11092350931152871,2018-02-20T00:00:00.000+01:00,Hidráulica
82850.929,0.10053685374103048,2018-02-21T00:00:00.000+01:00,Hidráulica
84090.143,0.10348054619309517,2018-02-22T00:00:00.000+01:00,Hidráulica
101222.376,0.1293812296208496,2018-02-23T00:00:00.000+01:00,Hidráulica
98495.897,0.14043427311201398,2018-02-24T00:00:00.000+01:00,Hidráulica
75673.202,0.11474178601541465,2018-02-25T00:00:00.000+01:00,Hidráulica
94521.851,0.11472374208817811,2018-02-26T00:00:00.000+01:00,Hidráulica
119901.827,0.1323002521203846,2018-02-27T00:00:00.000+01:00,Hidráulica
120260.741,0.13546406191163757,2018-02-28T00:00:00.000+01:00,Hidráulica
98799.395,0.11228673772389966,2018-03-01T00:00:00.000+01:00,Hidráulica
115967.002,0.13382297352184072,2018-03-02T00:00:00.000+01:00,Hidráulica
102298.672,0.13281506103187046,2018-03-03T00:00:00.000+01:00,Hidráulica
101698.567,0.15056508865933277,2018-03-04T00:00:00.000+01:00,Hidráulica
120096.234,0.15082165940536815,2018-03-05T00:00:00.000+01:00,Hidráulica
108493.501,0.1322957664895404,2018-03-06T00:00:00.000+01:00,Hidráulica
128550.758,0.17062000713870965,2018-03-07T00:00:00.000+01:00,Hidráulica
126703.729,0.17627531107148248,2018-03-08T00:00:00.000+01:00,Hidráulica
108469.079,0.14436828986875244,2018-03-09T00:00:00.000+01:00,Hidráulica
132905.285,0.17312743733856975,2018-03-10T00:00:00.000+01:00,Hidráulica
130316.847,0.17715689252478892,2018-03-11T00:00:00.000+01:00,Hidráulica
148323.411,0.18546333057517986,2018-03-12T00:00:00.000+01:00,Hidráulica
177700.914,0.23804612903017086,2018-03-13T00:00:00.000+01:00,Hidráulica
166635.558,0.20439439498340567,2018-03-14T00:00:00.000+01:00,Hidráulica
174067.935,0.21219207079791544,2018-03-15T00:00:00.000+01:00,Hidráulica
178840.011,0.2226149400081092,2018-03-16T00:00:00.000+01:00,Hidráulica
172301.71,0.22885798537443566,2018-03-17T00:00:00.000+01:00,Hidráulica
166529.377,0.22833568257072306,2018-03-18T00:00:00.000+01:00,Hidráulica
162031.423,0.19741276631501248,2018-03-19T00:00:00.000+01:00,Hidráulica
171771.446,0.19190935558712632,2018-03-20T00:00:00.000+01:00,Hidráulica
165380.347,0.18811067994244982,2018-03-21T00:00:00.000+01:00,Hidráulica
162409.37,0.19143726945700792,2018-03-22T00:00:00.000+01:00,Hidráulica
158379.427,0.18651396949758725,2018-03-23T00:00:00.000+01:00,Hidráulica
132205.483,0.16029986612460786,2018-03-24T00:00:00.000+01:00,Hidráulica
141033.169,0.2050851398086973,2018-03-25T00:00:00.000+01:00,Hidráulica
160338.625,0.20348049789965178,2018-03-26T00:00:00.000+02:00,Hidráulica
161733.953,0.21133115920049653,2018-03-27T00:00:00.000+02:00,Hidráulica
152063.555,0.20339101364152137,2018-03-28T00:00:00.000+02:00,Hidráulica
132651.547,0.18167665024255855,2018-03-29T00:00:00.000+02:00,Hidráulica
122287.488,0.1662563767730489,2018-03-30T00:00:00.000+02:00,Hidráulica
121450.505,0.16537956284708136,2018-03-31T00:00:00.000+02:00,Hidráulica
121210.229,0.1884923751603758,2018-04-01T00:00:00.000+02:00,Hidráulica
122101.68,0.17343908888873472,2018-04-02T00:00:00.000+02:00,Hidráulica
122653.182,0.15840927203417843,2018-04-03T00:00:00.000+02:00,Hidráulica
125719.762,0.15598930604677003,2018-04-04T00:00:00.000+02:00,Hidráulica
162105.874,0.222999938156558,2018-04-05T00:00:00.000+02:00,Hidráulica
148661.54,0.1929871358867765,2018-04-06T00:00:00.000+02:00,Hidráulica
154291.909,0.23768104518041405,2018-04-07T00:00:00.000+02:00,Hidráulica
138245.62,0.2096984995964826,2018-04-08T00:00:00.000+02:00,Hidráulica
165231.721,0.23664359365294949,2018-04-09T00:00:00.000+02:00,Hidráulica
173734.178,0.22946653867004357,2018-04-10T00:00:00.000+02:00,Hidráulica
168340.414,0.2057055112064913,2018-04-11T00:00:00.000+02:00,Hidráulica
191598.177,0.2511823699929987,2018-04-12T00:00:00.000+02:00,Hidráulica
196751.499,0.2766715054070151,2018-04-13T00:00:00.000+02:00,Hidráulica
166212.102,0.27186781988764386,2018-04-14T00:00:00.000+02:00,Hidráulica
150673.638,0.2377789978677687,2018-04-15T00:00:00.000+02:00,Hidráulica
162743.282,0.21802000085119053,2018-04-16T00:00:00.000+02:00,Hidráulica
164846.7,0.23301719544283536,2018-04-17T00:00:00.000+02:00,Hidráulica
158317.891,0.23099584880105958,2018-04-18T00:00:00.000+02:00,Hidráulica
153507.427,0.21533893757483852,2018-04-19T00:00:00.000+02:00,Hidráulica
162041.44,0.22236658692160866,2018-04-20T00:00:00.000+02:00,Hidráulica
163804.884,0.2599649848398036,2018-04-21T00:00:00.000+02:00,Hidráulica
160742.569,0.27474657729631863,2018-04-22T00:00:00.000+02:00,Hidráulica
184717.709,0.2848901393734642,2018-04-23T00:00:00.000+02:00,Hidráulica
185090.618,0.27492810429043824,2018-04-24T00:00:00.000+02:00,Hidráulica
177953.365,0.2621162480060247,2018-04-25T00:00:00.000+02:00,Hidráulica
174809.154,0.2486004979963793,2018-04-26T00:00:00.000+02:00,Hidráulica
163861.603,0.24197856830697467,2018-04-27T00:00:00.000+02:00,Hidráulica
142693.052,0.23476305213356433,2018-04-28T00:00:00.000+02:00,Hidráulica
106284.171,0.16883375325877817,2018-04-29T00:00:00.000+02:00,Hidráulica
149503.622,0.23893744818379406,2018-04-30T00:00:00.000+02:00,Hidráulica
120871.095,0.20752578371615987,2018-05-01T00:00:00.000+02:00,Hidráulica
135673.627,0.20090212787247846,2018-05-02T00:00:00.000+02:00,Hidráulica
130973.114,0.17600994293174893,2018-05-03T00:00:00.000+02:00,Hidráulica
122405.372,0.16904796785487358,2018-05-04T00:00:00.000+02:00,Hidráulica
114219.522,0.1848826984295371,2018-05-05T00:00:00.000+02:00,Hidráulica
108383.851,0.19314437186882066,2018-05-06T00:00:00.000+02:00,Hidráulica
157622.412,0.24598538625711322,2018-05-07T00:00:00.000+02:00,Hidráulica
145403.947,0.22396565406487268,2018-05-08T00:00:00.000+02:00,Hidráulica
120649.308,0.1846884523526532,2018-05-09T00:00:00.000+02:00,Hidráulica
115225.882,0.16785522112389248,2018-05-10T00:00:00.000+02:00,Hidráulica
137894.715,0.2110436612947793,2018-05-11T00:00:00.000+02:00,Hidráulica
90487.914,0.14343997349154236,2018-05-12T00:00:00.000+02:00,Hidráulica
84258.95,0.13207924932091236,2018-05-13T00:00:00.000+02:00,Hidráulica
93205.746,0.1440732434838329,2018-05-14T00:00:00.000+02:00,Hidráulica
90852.599,0.13266486164188904,2018-05-15T00:00:00.000+02:00,Hidráulica
95212.622,0.13976863181368088,2018-05-16T00:00:00.000+02:00,Hidráulica
104084.422,0.1586226270547667,2018-05-17T00:00:00.000+02:00,Hidráulica
127033.492,0.1974714610517829,2018-05-18T00:00:00.000+02:00,Hidráulica
103987.147,0.17598530323487227,2018-05-19T00:00:00.000+02:00,Hidráulica
101382.281,0.17900711219442092,2018-05-20T00:00:00.000+02:00,Hidráulica
128954.094,0.19869076021213655,2018-05-21T00:00:00.000+02:00,Hidráulica
115051.755,0.17324739167042744,2018-05-22T00:00:00.000+02:00,Hidráulica
126637.27,0.18288389364852814,2018-05-23T00:00:00.000+02:00,Hidráulica
105568.862,0.15297351669355658,2018-05-24T00:00:00.000+02:00,Hidráulica
105376.801,0.1496740741702805,2018-05-25T00:00:00.000+02:00,Hidráulica
91911.307,0.1486603144882266,2018-05-26T00:00:00.000+02:00,Hidráulica
88158.69,0.15720055502606173,2018-05-27T00:00:00.000+02:00,Hidráulica
116125.707,0.1778349146202812,2018-05-28T00:00:00.000+02:00,Hidráulica
124803.14,0.18897701344017492,2018-05-29T00:00:00.000+02:00,Hidráulica
111408.914,0.16538661851856665,2018-05-30T00:00:00.000+02:00,Hidráulica
109343.907,0.16545475890631048,2018-05-31T00:00:00.000+02:00,Hidráulica
102799.874,0.1582238087444896,2018-06-01T00:00:00.000+02:00,Hidráulica
99226.987,0.17005340310285227,2018-06-02T00:00:00.000+02:00,Hidráulica
