Fecha;Día semana;Comercializadora;Energía final (MWh);Mercado diario (€/MWh);Mercado intradiario (€/MWh);Restricciones (€/MWh);Procesos OS (€/MWh);Garantía potencia Pagos capacidad (€/MWh);Coste s.interrrumpibilidad (€/MWh);Total (€/MWh)
2020-03-21;Sábado;Todas las u.adquisición;612486,389;27,79;-0,01;2,35;0,21;1,88;0,03;32,24
2020-03-21;Sábado;Todas las u.adquisición sin garantía de potencia/pagos capacidad;612486,389;27,79;-0,01;2,35;0,21;;0,03;30,36
2020-03-21;Sábado;Demanda agregada;579172,469;27,88;-0,01;2,49;0,29;1,99;0,03;32,68
2020-03-21;Sábado;Comercializadores de último recurso;83177,787;28,26;0,0;2,39;0,28;4,19;0,03;35,15
2020-03-21;Sábado;Comercializadores libres;478535,011;27,82;-0,01;2,51;0,3;1,68;0,03;32,33
2020-03-21;Sábado;Comercializadores libres+consumidor directo en mercado;495994,682;27,81;-0,01;2,51;0,3;1,62;0,03;32,26
2020-03-21;Sábado;Comercializadores libres+consumidor directo en mercado+exportación;496197,001;27,81;-0,01;2,51;0,3;1,62;0,03;32,26
2020-03-22;Domingo;Todas las u.adquisición;577029,579;27,65;0,0;3,12;0,25;1,96;0,03;33,02
2020-03-22;Domingo;Todas las u.adquisición sin garantía de potencia/pagos capacidad;577029,579;27,65;0,0;3,12;0,25;;0,03;31,06
2020-03-22;Domingo;Demanda agregada;551461,693;27,69;0,01;3,26;0,28;2,05;0,03;33,33
2020-03-22;Domingo;Comercializadores de último recurso;84331,402;27,87;0,0;3,13;0,28;4,19;0,03;35,5
2020-03-22;Domingo;Comercializadores libres;450483,809;27,67;0,01;3,28;0,28;1,72;0,03;32,99
2020-03-22;Domingo;Comercializadores libres+consumidor directo en mercado;467130,291;27,66;0,01;3,29;0,28;1,66;0,03;32,93
2020-03-22;Domingo;Comercializadores libres+consumidor directo en mercado+exportación;467588,58;27,66;0,01;3,28;0,28;1,66;0,03;32,93
2020-03-23;Lunes;Todas las u.adquisición;653864,033;29,26;-0,02;1,83;0,13;2,46;0,03;33,69
2020-03-23;Lunes;Todas las u.adquisición sin garantía de potencia/pagos capacidad;653864,033;29,26;-0,02;1,83;0,13;;0,03;31,23
2020-03-23;Lunes;Demanda agregada;619557,288;29,36;-0,02;1,94;0,16;2,6;0,03;34,07
2020-03-23;Lunes;Comercializadores de último recurso;82048,019;29,52;0,0;1,82;0,02;4,18;0,03;35,58
2020-03-23;Lunes;Comercializadores libres;520148,901;29,34;-0,02;1,95;0,18;2,4;0,03;33,88
2020-03-23;Lunes;Comercializadores libres+consumidor directo en mercado;537509,269;29,33;-0,02;1,95;0,18;2,36;0,03;33,84
2020-03-23;Lunes;Comercializadores libres+consumidor directo en mercado+exportación;537770,224;29,33;-0,02;1,95;0,18;2,36;0,03;33,83
2020-03-24;Martes;Todas las u.adquisición;686080,766;27,75;-0,02;1,89;0,22;2,35;0,03;32,23
2020-03-24;Martes;Todas las u.adquisición sin garantía de potencia/pagos capacidad;686080,766;27,75;-0,02;1,89;0,22;;0,03;29,88
2020-03-24;Martes;Demanda agregada;629355,107;27,9;-0,01;2,07;0,18;2,56;0,03;32,73
2020-03-24;Martes;Comercializadores de último recurso;82251,25;28,48;0,0;1,98;0,27;4,18;0,03;34,95
2020-03-24;Martes;Comercializadores libres;529267,672;27,83;-0,01;2,08;0,16;2,36;0,03;32,45
2020-03-24;Martes;Comercializadores libres+consumidor directo en mercado;547103,857;27,81;-0,01;2,08;0,17;2,32;0,03;32,4
2020-03-24;Martes;Comercializadores libres+consumidor directo en mercado+exportación;547343,53;27,81;-0,01;2,08;0,17;2,32;0,03;32,4
2020-03-25;Miércoles;Todas las u.adquisición;665433,244;31,6;-0,02;1,73;0,2;2,42;0,03;35,98
2020-03-25;Miércoles;Todas las u.adquisición sin garantía de potencia/pagos capacidad;665433,244;31,6;-0,02;1,73;0,2;;0,03;33,55
2020-03-25;Miércoles;Demanda agregada;629570,553;31,62;-0,02;1,83;0,22;2,56;0,03;36,25
2020-03-25;Miércoles;Comercializadores de último recurso;82655,985;31,67;0,0;1,77;0,15;4,19;0,03;37,8
2020-03-25;Miércoles;Comercializadores libres;529075,112;31,61;-0,02;1,84;0,23;2,36;0,03;36,05
2020-03-25;Miércoles;Comercializadores libres+consumidor directo en mercado;546914,568;31,61;-0,02;1,84;0,23;2,32;0,03;36,01
2020-03-25;Miércoles;Comercializadores libres+consumidor directo en mercado+exportación;546939,286;31,61;-0,02;1,84;0,23;2,32;0,03;36,01
2020-03-26;Jueves;Todas las u.adquisición;721982,082;22,74;-0,02;1,68;0,17;2,21;0,03;26,82
2020-03-26;Jueves;Todas las u.adquisición sin garantía de potencia/pagos capacidad;721982,082;22,74;-0,02;1,68;0,17;;0,03;24,6
2020-03-26;Jueves;Demanda agregada;625897,988;22,95;-0,02;1,94;0,49;2,55;0,03;27,95
2020-03-26;Jueves;Comercializadores de último recurso;82084,946;23,33;0,01;1,84;0,23;4,18;0,03;29,63
2020-03-26;Jueves;Comercializadores libres;525913,766;22,9;-0,02;1,96;0,53;2,35;0,03;27,75
2020-03-26;Jueves;Comercializadores libres+consumidor directo en mercado;543813,042;22,89;-0,02;1,96;0,53;2,31;0,03;27,7
2020-03-26;Jueves;Comercializadores libres+consumidor directo en mercado+exportación;544060,619;22,89;-0,02;1,96;0,53;2,31;0,03;27,7
2020-03-27;Viernes;Todas las u.adquisición;681052,578;25,38;0,0;1,81;0,21;2,39;0,03;29,82
2020-03-27;Viernes;Todas las u.adquisición sin garantía de potencia/pagos capacidad;681052,578;25,38;0,0;1,81;0,21;;0,03;27,43
2020-03-27;Viernes;Demanda agregada;632599,316;25,44;0,0;1,95;0,22;2,57;0,03;30,22
2020-03-27;Viernes;Comercializadores de último recurso;84785,252;25,98;0,03;1,89;0,23;4,19;0,03;32,34
2020-03-27;Viernes;Comercializadores libres;530349,563;25,37;-0,01;1,96;0,21;2,36;0,03;29,94
2020-03-27;Viernes;Comercializadores libres+consumidor directo en mercado;547814,064;25,36;-0,01;1,96;0,22;2,33;0,03;29,89
2020-03-27;Viernes;Comercializadores libres+consumidor directo en mercado+exportación;548361,666;25,36;-0,01;1,96;0,22;2,32;0,03;29,89
2020-03-28;Sábado;Todas las u.adquisición;610163,47;28,13;-0,01;3,13;0,28;1,88;0,03;33,45
2020-03-28;Sábado;Todas las u.adquisición sin garantía de potencia/pagos capacidad;610163,47;28,13;-0,01;3,13;0,28;;0,03;31,56
2020-03-28;Sábado;Demanda agregada;571885,16;28,15;-0,01;3,36;0,61;2,01;0,03;34,15
2020-03-28;Sábado;Comercializadores de último recurso;84241,789;28,51;-0,01;3,31;0,45;4,18;0,03;36,48
2020-03-28;Sábado;Comercializadores libres;471271,052;28,09;-0,01;3,36;0,64;1,69;0,03;33,82
2020-03-28;Sábado;Comercializadores libres+consumidor directo en mercado;487643,371;28,09;-0,01;3,36;0,64;1,64;0,03;33,75
2020-03-28;Sábado;Comercializadores libres+consumidor directo en mercado+exportación;488700,141;28,09;-0,01;3,36;0,64;1,63;0,03;33,74
2020-03-29;Domingo;Todas las u.adquisición;622894,628;19,37;-0,02;2,65;0,34;1,73;0,03;24,1
2020-03-29;Domingo;Todas las u.adquisición sin garantía de potencia/pagos capacidad;622894,628;19,37;-0,02;2,65;0,34;;0,03;22,37
2020-03-29;Domingo;Demanda agregada;511874,872;19,53;0,0;3,23;0,77;2,1;0,03;25,67
2020-03-29;Domingo;Comercializadores de último recurso;79892,886;19,69;-0,01;3,15;0,82;4,2;0,03;27,89
2020-03-29;Domingo;Comercializadores libres;416669,384;19,51;0,0;3,25;0,77;1,77;0,03;25,33
2020-03-29;Domingo;Comercializadores libres+consumidor directo en mercado;431981,986;19,51;0,0;3,25;0,76;1,71;0,03;25,26
2020-03-29;Domingo;Comercializadores libres+consumidor directo en mercado+exportación;432595,105;19,5;0,0;3,24;0,76;1,71;0,03;25,25
2020-03-30;Lunes;Todas las u.adquisición;675904,643;19,23;-0,07;3,92;0,65;2,32;0,03;26,09
2020-03-30;Lunes;Todas las u.adquisición sin garantía de potencia/pagos capacidad;675904,643;19,23;-0,07;3,92;0,65;;0,03;23,77
2020-03-30;Lunes;Demanda agregada;577704,593;19,49;-0,09;4,63;0,98;2,72;0,03;27,77
2020-03-30;Lunes;Comercializadores de último recurso;85203,765;20,04;-0,01;4,37;0,39;4,19;0,03;29,02
2020-03-30;Lunes;Comercializadores libres;476223,442;19,41;-0,1;4,67;1,09;2,51;0,03;27,61
2020-03-30;Lunes;Comercializadores libres+consumidor directo en mercado;492500,828;19,39;-0,1;4,68;1,09;2,46;0,03;27,55
2020-03-30;Lunes;Comercializadores libres+consumidor directo en mercado+exportación;492822,701;19,39;-0,1;4,67;1,09;2,46;0,03;27,55
2020-03-31;Martes;Todas las u.adquisición;664540,057;21,01;-0,03;4,07;0,37;2,39;0,03;27,84
2020-03-31;Martes;Todas las u.adquisición sin garantía de potencia/pagos capacidad;664540,057;21,01;-0,03;4,07;0,37;;0,03;25,45
2020-03-31;Martes;Demanda agregada;577934,651;21,26;-0,01;4,72;0,52;2,75;0,03;29,27
2020-03-31;Martes;Comercializadores de último recurso;88745,727;21,99;-0,01;4,36;0,44;4,17;0,03;30,99
2020-03-31;Martes;Comercializadores libres;473494,272;21,16;-0,01;4,77;0,53;2,53;0,03;29,02
2020-03-31;Martes;Comercializadores libres+consumidor directo en mercado;489188,924;21,13;-0,02;4,78;0,54;2,49;0,03;28,96
2020-03-31;Martes;Comercializadores libres+consumidor directo en mercado+exportación;490773,54;21,11;-0,02;4,77;0,54;2,48;0,03;28,91
2020-04-01;Miércoles;Todas las u.adquisición;609670,259;26,43;-0,02;3,28;0,23;2,48;0,04;32,44
2020-04-01;Miércoles;Todas las u.adquisición sin garantía de potencia/pagos capacidad;609670,259;26,43;-0,02;3,28;0,23;;0,04;29,97
2020-04-01;Miércoles;Demanda agregada;567106,53;26,61;-0,02;3,56;0,26;2,66;0,04;33,12
2020-04-01;Miércoles;Comercializadores de último recurso;86394,522;26,94;0,01;3,28;0,2;4,17;0,04;34,64
2020-04-01;Miércoles;Comercializadores libres;465152,563;26,57;-0,03;3,6;0,27;2,44;0,04;32,89
2020-04-01;Miércoles;Comercializadores libres+consumidor directo en mercado;480712,008;26,56;-0,02;3,61;0,27;2,39;0,04;32,85
2020-04-01;Miércoles;Comercializadores libres+consumidor directo en mercado+exportación;481023,553;26,55;-0,02;3,61;0,27;2,39;0,04;32,84
2020-04-02;Jueves;Todas las u.adquisición;635753,223;23,93;-0,02;3,17;0,2;2,36;0,04;29,67
2020-04-02;Jueves;Todas las u.adquisición sin garantía de potencia/pagos capacidad;635753,223;23,93;-0,02;3,17;0,2;;0,04;27,32
2020-04-02;Jueves;Demanda agregada;566727,915;24,02;-0,03;3,58;0,34;2,64;0,04;30,6
2020-04-02;Jueves;Comercializadores de último recurso;85194,064;24,09;0,01;3,33;0,26;4,17;0,04;31,9
2020-04-02;Jueves;Comercializadores libres;465466,99;24,01;-0,03;3,62;0,35;2,42;0,04;30,41
2020-04-02;Jueves;Comercializadores libres+consumidor directo en mercado;481533,851;24,0;-0,03;3,63;0,35;2,37;0,04;30,36
2020-04-02;Jueves;Comercializadores libres+consumidor directo en mercado+exportación;481842,315;24,0;-0,03;3,62;0,35;2,37;0,04;30,36
2020-04-03;Viernes;Todas las u.adquisición;641369,482;23,9;-0,03;4,01;0,37;2,25;0,04;30,54
2020-04-03;Viernes;Todas las u.adquisición sin garantía de potencia/pagos capacidad;641369,482;23,9;-0,03;4,01;0,37;;0,04;28,29
2020-04-03;Viernes;Demanda agregada;552246,426;24,02;-0,03;4,7;0,53;2,61;0,04;31,87
2020-04-03;Viernes;Comercializadores de último recurso;81369,772;24,36;0,0;4,37;0,44;4,16;0,04;33,37
2020-04-03;Viernes;Comercializadores libres;455091,657;23,97;-0,03;4,74;0,55;2,39;0,04;31,66
2020-04-03;Viernes;Comercializadores libres+consumidor directo en mercado;470876,654;23,96;-0,03;4,75;0,54;2,34;0,04;31,61
2020-04-03;Viernes;Comercializadores libres+consumidor directo en mercado+exportación;471325,334;23,96;-0,03;4,75;0,54;2,34;0,04;31,6
2020-04-04;Sábado;Todas las u.adquisición;611787,415;15,7;-0,11;5,01;0,31;1,79;0,04;22,73
2020-04-04;Sábado;Todas las u.adquisición sin garantía de potencia/pagos capacidad;611787,415;15,7;-0,11;5,01;0,31;;0,04;20,94
2020-04-04;Sábado;Demanda agregada;512469,003;15,95;-0,13;6,16;0,71;2,13;0,04;24,87
2020-04-04;Sábado;Comercializadores de último recurso;81265,865;15,53;-0,03;5,72;0,57;4,18;0,04;26,01
2020-04-04;Sábado;Comercializadores libres;416413,582;16,02;-0,15;6,23;0,74;1,81;0,04;24,69
2020-04-04;Sábado;Comercializadores libres+consumidor directo en mercado;431203,138;16,03;-0,15;6,24;0,74;1,75;0,04;24,66
2020-04-04;Sábado;Comercializadores libres+consumidor directo en mercado+exportación;437281,366;16,0;-0,13;6,15;0,73;1,72;0,04;24,51
2020-04-05;Domingo;Todas las u.adquisición;614333,336;8,19;-0,1;5,82;0,9;1,71;0,03;16,56
2020-04-05;Domingo;Todas las u.adquisición sin garantía de potencia/pagos capacidad;614333,336;8,19;-0,1;5,82;0,9;;0,03;14,84
2020-04-05;Domingo;Demanda agregada;489625,882;8,54;-0,15;7,45;1,21;2,15;0,04;19,25
2020-04-05;Domingo;Comercializadores de último recurso;80192,752;8,9;-0,01;7,03;1,23;4,18;0,04;21,36
2020-04-05;Domingo;Comercializadores libres;395221,611;8,49;-0,18;7,52;1,21;1,81;0,04;18,89
2020-04-05;Domingo;Comercializadores libres+consumidor directo en mercado;409433,13;8,47;-0,18;7,53;1,21;1,75;0,04;18,83
2020-04-05;Domingo;Comercializadores libres+consumidor directo en mercado+exportación;412944,859;8,46;-0,2;7,47;1,2;1,73;0,04;18,71
2020-04-06;Lunes;Todas las u.adquisición;581534,293;25,08;-0,02;5,72;0,5;2,42;0,04;33,74
2020-04-06;Lunes;Todas las u.adquisición sin garantía de potencia/pagos capacidad;581534,293;25,08;-0,02;5,72;0,5;;0,04;31,32
2020-04-06;Lunes;Demanda agregada;536813,729;25,4;-0,01;6,27;0,67;2,62;0,04;34,99
2020-04-06;Lunes;Comercializadores de último recurso;77558,877;25,79;0,01;5,92;0,48;4,19;0,04;36,43
2020-04-06;Lunes;Comercializadores libres;444675,587;25,35;-0,02;6,32;0,69;2,4;0,04;34,79
2020-04-06;Lunes;Comercializadores libres+consumidor directo en mercado;459254,852;25,34;-0,02;6,33;0,7;2,36;0,04;34,75
2020-04-06;Lunes;Comercializadores libres+consumidor directo en mercado+exportación;459773,596;25,34;-0,02;6,32;0,7;2,36;0,04;34,73
2020-04-07;Martes;Todas las u.adquisición;593266,664;22,45;0,01;4,41;0,28;2,34;0,04;29,53
2020-04-07;Martes;Todas las u.adquisición sin garantía de potencia/pagos capacidad;593266,664;22,45;0,01;4,41;0,28;;0,04;27,19
2020-04-07;Martes;Demanda agregada;535957,522;22,51;0,02;4,91;0,31;2,59;0,04;30,38
2020-04-07;Martes;Comercializadores de último recurso;75815,41;22,61;0,0;4,54;0,23;4,19;0,04;31,61
2020-04-07;Martes;Comercializadores libres;445466,538;22,5;0,02;4,96;0,32;2,37;0,04;30,21
2020-04-07;Martes;Comercializadores libres+consumidor directo en mercado;460142,112;22,5;0,02;4,97;0,32;2,32;0,04;30,18
2020-04-07;Martes;Comercializadores libres+consumidor directo en mercado+exportación;460536,597;22,5;0,02;4,97;0,32;2,32;0,04;30,17
2020-04-08;Miércoles;Todas las u.adquisición;585519,864;23,67;0,01;4,5;0,25;2,31;0,04;30,77
2020-04-08;Miércoles;Todas las u.adquisición sin garantía de potencia/pagos capacidad;585519,864;23,67;0,01;4,5;0,25;;0,04;28,46
2020-04-08;Miércoles;Demanda agregada;524017,741;23,76;0,01;5,03;0,39;2,58;0,04;31,81
2020-04-08;Miércoles;Comercializadores de último recurso;73805,533;24,02;0,01;4,65;0,34;4,19;0,04;33,24
2020-04-08;Miércoles;Comercializadores libres;435598,978;23,72;0,01;5,08;0,39;2,36;0,04;31,6
2020-04-08;Miércoles;Comercializadores libres+consumidor directo en mercado;450212,208;23,72;0,01;5,09;0,4;2,31;0,04;31,57
2020-04-08;Miércoles;Comercializadores libres+consumidor directo en mercado+exportación;450569,621;23,72;0,01;5,08;0,4;2,31;0,04;31,56
2020-04-09;Jueves;Todas las u.adquisición;568852,351;22,46;-0,06;5,36;0,29;2,3;0,04;30,39
2020-04-09;Jueves;Todas las u.adquisición sin garantía de potencia/pagos capacidad;568852,351;22,46;-0,06;5,36;0,29;;0,04;28,09
2020-04-09;Jueves;Demanda agregada;500281,373;22,57;-0,06;6,12;0,32;2,61;0,04;31,61
2020-04-09;Jueves;Comercializadores de último recurso;74817,326;22,92;0,05;5,68;0,39;4,21;0,04;33,29
2020-04-09;Jueves;Comercializadores libres;410684,754;22,51;-0,08;6,2;0,3;2,38;0,04;31,35
2020-04-09;Jueves;Comercializadores libres+consumidor directo en mercado;425464,047;22,5;-0,08;6,2;0,31;2,33;0,04;31,31
2020-04-09;Jueves;Comercializadores libres+consumidor directo en mercado+exportación;426158,109;22,5;-0,08;6,19;0,31;2,33;0,04;31,29
2020-04-10;Viernes;Todas las u.adquisición;566511,513;19,18;-0,01;7,73;0,33;2,2;0,04;29,46
2020-04-10;Viernes;Todas las u.adquisición sin garantía de potencia/pagos capacidad;566511,513;19,18;-0,01;7,73;0,33;;0,04;27,25
2020-04-10;Viernes;Demanda agregada;481477,891;19,49;0,01;9,19;0,5;2,59;0,04;31,82
2020-04-10;Viernes;Comercializadores de último recurso;75170,658;20,08;0,0;8,75;0,49;4,21;0,04;33,58
2020-04-10;Viernes;Comercializadores libres;391344,564;19,4;0,01;9,25;0,48;2,35;0,04;31,54
2020-04-10;Viernes;Comercializadores libres+consumidor directo en mercado;406307,233;19,39;0,01;9,27;0,5;2,3;0,04;31,49
2020-04-10;Viernes;Comercializadores libres+consumidor directo en mercado+exportación;406633,744;19,39;0,01;9,26;0,5;2,29;0,04;31,49
2020-04-11;Sábado;Todas las u.adquisición;549004,006;22,19;0,01;4,92;0,3;1,85;0,04;29,31
2020-04-11;Sábado;Todas las u.adquisición sin garantía de potencia/pagos capacidad;549004,006;22,19;0,01;4,92;0,3;;0,04;27,46
2020-04-11;Sábado;Demanda agregada;488810,605;22,36;0,03;5,55;0,38;2,08;0,04;30,44
2020-04-11;Sábado;Comercializadores de último recurso;73975,985;22,8;0,0;5,21;0,26;4,21;0,04;32,52
2020-04-11;Sábado;Comercializadores libres;399985,734;22,29;0,03;5,6;0,39;1,77;0,04;30,12
2020-04-11;Sábado;Comercializadores libres+consumidor directo en mercado;414834,62;22,28;0,03;5,61;0,4;1,7;0,04;30,06
2020-04-11;Sábado;Comercializadores libres+consumidor directo en mercado+exportación;415193,043;22,28;0,03;5,6;0,4;1,7;0,04;30,06
2020-04-12;Domingo;Todas las u.adquisición;577519,939;17,79;-0,02;5,63;0,28;1,72;0,03;25,44
2020-04-12;Domingo;Todas las u.adquisición sin garantía de potencia/pagos capacidad;577519,939;17,79;-0,02;5,63;0,28;;0,03;23,72
2020-04-12;Domingo;Demanda agregada;473258,958;18,06;-0,02;6,9;0,51;2,1;0,04;27,6
2020-04-12;Domingo;Comercializadores de último recurso;74541,608;18,3;0,0;6,48;0,45;4,21;0,04;29,48
2020-04-12;Domingo;Comercializadores libres;384118,287;18,03;-0,03;6,97;0,5;1,77;0,04;27,28
2020-04-12;Domingo;Comercializadores libres+consumidor directo en mercado;398717,35;18,02;-0,03;6,98;0,52;1,71;0,04;27,25
2020-04-12;Domingo;Comercializadores libres+consumidor directo en mercado+exportación;399775,16;18,01;-0,02;6,96;0,52;1,71;0,04;27,22
2020-04-13;Lunes;Todas las u.adquisición;563309,764;22,48;-0,01;4,57;0,27;2,37;0,04;29,7
2020-04-13;Lunes;Todas las u.adquisición sin garantía de potencia/pagos capacidad;563309,764;22,48;-0,01;4,57;0,27;;0,04;27,33
2020-04-13;Lunes;Demanda agregada;509459,095;22,71;-0,02;5,05;0,39;2,62;0,04;30,79
2020-04-13;Lunes;Comercializadores de último recurso;73503,442;23,11;0,0;4,8;0,23;4,22;0,04;32,39
2020-04-13;Lunes;Comercializadores libres;420719,08;22,65;-0,02;5,09;0,41;2,39;0,04;30,57
2020-04-13;Lunes;Comercializadores libres+consumidor directo en mercado;435955,653;22,64;-0,02;5,1;0,41;2,35;0,04;30,52
2020-04-13;Lunes;Comercializadores libres+consumidor directo en mercado+exportación;436221,93;22,64;-0,02;5,09;0,41;2,34;0,04;30,52
2020-04-14;Martes;Todas las u.adquisición;602598,343;22,04;0,0;3,07;0,25;2,34;0,04;27,74
2020-04-14;Martes;Todas las u.adquisición sin garantía de potencia/pagos capacidad;602598,343;22,04;0,0;3,07;0,25;;0,04;25,4
2020-04-14;Martes;Demanda agregada;554774,259;22,15;0,0;3,34;0,32;2,54;0,04;28,4
2020-04-14;Martes;Comercializadores de último recurso;71854,502;22,39;0,0;3,16;0,29;4,21;0,04;30,09
2020-04-14;Martes;Comercializadores libres;466774,59;22,13;0,0;3,36;0,32;2,33;0,04;28,19
2020-04-14;Martes;Comercializadores libres+consumidor directo en mercado;482919,757;22,12;0,0;3,37;0,32;2,29;0,04;28,15
2020-04-14;Martes;Comercializadores libres+consumidor directo en mercado+exportación;483089,596;22,12;0,0;3,37;0,32;2,29;0,04;28,15
2020-04-15;Miércoles;Todas las u.adquisición;673573,309;16,66;-0,09;4,3;0,18;2,14;0,04;23,22
2020-04-15;Miércoles;Todas las u.adquisición sin garantía de potencia/pagos capacidad;673573,309;16,66;-0,09;4,3;0,18;;0,04;21,08
2020-04-15;Miércoles;Demanda agregada;572696,752;16,75;-0,02;5,06;0,3;2,52;0,04;24,65
2020-04-15;Miércoles;Comercializadores de último recurso;73215,122;17,04;0,01;4,89;0,29;4,22;0,04;26,49
2020-04-15;Miércoles;Comercializadores libres;482829,611;16,71;-0,02;5,08;0,29;2,31;0,04;24,41
2020-04-15;Miércoles;Comercializadores libres+consumidor directo en mercado;499481,63;16,71;-0,02;5,08;0,3;2,27;0,04;24,38
2020-04-15;Miércoles;Comercializadores libres+consumidor directo en mercado+exportación;500441,876;16,71;-0,03;5,07;0,3;2,27;0,04;24,36
2020-04-16;Jueves;Todas las u.adquisición;668588,898;12,8;-0,01;3,15;0,35;2,14;0,04;18,48
2020-04-16;Jueves;Todas las u.adquisición sin garantía de potencia/pagos capacidad;668588,898;12,8;-0,01;3,15;0,35;;0,04;16,33
2020-04-16;Jueves;Demanda agregada;573072,123;12,93;-0,01;3,68;0,57;2,5;0,04;19,72
2020-04-16;Jueves;Comercializadores de último recurso;72551,64;13,27;0,0;3,47;0,5;4,22;0,04;21,5
2020-04-16;Jueves;Comercializadores libres;483988,902;12,89;-0,01;3,71;0,57;2,3;0,04;19,5
2020-04-16;Jueves;Comercializadores libres+consumidor directo en mercado;500520,483;12,88;-0,01;3,71;0,58;2,25;0,04;19,47
2020-04-16;Jueves;Comercializadores libres+consumidor directo en mercado+exportación;504104,787;12,88;-0,01;3,69;0,58;2,24;0,04;19,42
2020-04-17;Viernes;Todas las u.adquisición;636252,235;14,59;0,0;2,18;0,34;2,23;0,04;19,39
2020-04-17;Viernes;Todas las u.adquisición sin garantía de potencia/pagos capacidad;636252,235;14,59;0,0;2,18;0,34;;0,04;17,16
2020-04-17;Viernes;Demanda agregada;567182,449;14,79;0,01;2,45;0,49;2,5;0,04;20,28
2020-04-17;Viernes;Comercializadores de último recurso;71898,736;15,33;0,0;2,31;0,33;4,21;0,04;22,22
2020-04-17;Viernes;Comercializadores libres;478929,025;14,72;0,01;2,47;0,5;2,29;0,04;20,03
2020-04-17;Viernes;Comercializadores libres+consumidor directo en mercado;495283,713;14,71;0,01;2,47;0,51;2,25;0,04;20,0
2020-04-17;Viernes;Comercializadores libres+consumidor directo en mercado+exportación;498582,36;14,71;0,01;2,45;0,51;2,24;0,04;19,96
2020-04-18;Sábado;Todas las u.adquisición;586021,617;21,39;-0,14;4,58;0,17;1,75;0,04;27,79
2020-04-18;Sábado;Todas las u.adquisición sin garantía de potencia/pagos capacidad;586021,617;21,39;-0,14;4,58;0,17;;0,04;26,05
2020-04-18;Sábado;Demanda agregada;522825,852;21,49;-0,08;5,15;0,25;1,96;0,04;28,81
2020-04-18;Sábado;Comercializadores de último recurso;73017,613;21,89;-0,04;4,9;0,14;4,22;0,04;31,16
2020-04-18;Sábado;Comercializadores libres;434341,243;21,43;-0,09;5,19;0,26;1,64;0,04;28,48
2020-04-18;Sábado;Comercializadores libres+consumidor directo en mercado;449808,239;21,42;-0,09;5,2;0,27;1,59;0,04;28,43
2020-04-18;Sábado;Comercializadores libres+consumidor directo en mercado+exportación;450535,277;21,42;-0,1;5,19;0,27;1,59;0,04;28,4
2020-04-19;Domingo;Todas las u.adquisición;585962,171;13,17;-0,07;5,26;0,45;1,69;0,04;20,54
2020-04-19;Domingo;Todas las u.adquisición sin garantía de potencia/pagos capacidad;585962,171;13,17;-0,07;5,26;0,45;;0,04;18,85
2020-04-19;Domingo;Demanda agregada;492333,147;13,29;-0,05;6,27;0,58;2,02;0,04;22,16
2020-04-19;Domingo;Comercializadores de último recurso;73343,683;13,22;-0,01;6,05;0,62;4,22;0,04;24,15
2020-04-19;Domingo;Comercializadores libres;404012,753;13,3;-0,06;6,31;0,57;1,69;0,04;21,86
2020-04-19;Domingo;Comercializadores libres+consumidor directo en mercado;418989,464;13,3;-0,06;6,31;0,58;1,63;0,04;21,81
2020-04-19;Domingo;Comercializadores libres+consumidor directo en mercado+exportación;420890,714;13,31;-0,07;6,29;0,58;1,62;0,04;21,77
2020-04-20;Lunes;Todas las u.adquisición;631871,392;11,31;-0,01;3,74;0,37;2,23;0,04;17,67
2020-04-20;Lunes;Todas las u.adquisición sin garantía de potencia/pagos capacidad;631871,392;11,31;-0,01;3,74;0,37;;0,04;15,44
2020-04-20;Lunes;Demanda agregada;553891,428;11,58;-0,01;4,27;0,48;2,54;0,04;18,91
2020-04-20;Lunes;Comercializadores de último recurso;71326,686;11,94;0,0;4,08;0,43;4,22;0,04;20,73
2020-04-20;Lunes;Comercializadores libres;465759,904;11,54;-0,01;4,29;0,49;2,34;0,04;18,69
2020-04-20;Lunes;Comercializadores libres+consumidor directo en mercado;482564,742;11,53;-0,01;4,3;0,49;2,29;0,04;18,64
2020-04-20;Lunes;Comercializadores libres+consumidor directo en mercado+exportación;485110,809;11,52;-0,01;4,28;0,49;2,28;0,04;18,6
2020-04-21;Martes;Todas las u.adquisición;666419,923;9,22;-0,01;3,42;0,35;2,18;0,04;15,2
2020-04-21;Martes;Todas las u.adquisición sin garantía de potencia/pagos capacidad;666419,923;9,22;-0,01;3,42;0,35;;0,04;13,01
2020-04-21;Martes;Demanda agregada;577580,853;9,29;-0,02;3,95;0,43;2,52;0,04;16,21
2020-04-21;Martes;Comercializadores de último recurso;73183,531;9,35;0,0;3,75;0,43;4,23;0,04;17,79
2020-04-21;Martes;Comercializadores libres;487047,845;9,29;-0,02;3,97;0,43;2,32;0,04;16,02
2020-04-21;Martes;Comercializadores libres+consumidor directo en mercado;504397,322;9,29;-0,02;3,98;0,43;2,27;0,04;15,99
2020-04-21;Martes;Comercializadores libres+consumidor directo en mercado+exportación;507541,385;9,28;-0,02;3,95;0,43;2,26;0,04;15,94
2020-04-22;Miércoles;Todas las u.adquisición;649396,519;10,03;0,02;3,88;0,45;2,22;0,04;16,64
2020-04-22;Miércoles;Todas las u.adquisición sin garantía de potencia/pagos capacidad;649396,519;10,03;0,02;3,88;0,45;;0,04;14,42
