Fecha;Día semana;Comercializadora;Energía final (MWh);Mercado diario (€/MWh);Mercado intradiario (€/MWh);Restricciones (€/MWh);Procesos OS (€/MWh);Garantía potencia Pagos capacidad (€/MWh);Coste s.interrrumpibilidad (€/MWh);Total (€/MWh)
2019-03-19;Martes;Comercializadores libres+consumidor directo en mercado+exportación;593654,899;50,25;0,0;1,87;0,72;2,38;0,72;55,94
2019-03-20;Miércoles;Todas las u.adquisición;757402,477;49,21;0,01;0,62;0,56;2,42;0,68;53,5
2019-03-20;Miércoles;Todas las u.adquisición sin garantía de potencia/pagos capacidad;757402,477;49,21;0,01;0,62;0,56;;0,68;51,08
2019-03-20;Miércoles;Demanda agregada;712645,77;49,26;0,01;0,69;0,59;2,57;0,72;53,85
2019-03-20;Miércoles;Comercializadores de último recurso;73350,255;49,64;0,0;0,66;0,66;4,16;0,72;55,84
2019-03-20;Miércoles;Comercializadores libres;623013,815;49,23;0,01;0,69;0,58;2,42;0,72;53,67
2019-03-20;Miércoles;Comercializadores libres+consumidor directo en mercado;639295,515;49,22;0,01;0,7;0,59;2,39;0,72;53,63
2019-03-20;Miércoles;Comercializadores libres+consumidor directo en mercado+exportación;640047,222;49,22;0,01;0,7;0,59;2,39;0,72;53,62
2019-03-21;Jueves;Todas las u.adquisición;762080,566;52,8;0,02;0,45;0,52;2,4;0,68;56,87
2019-03-21;Jueves;Todas las u.adquisición sin garantía de potencia/pagos capacidad;762080,566;52,8;0,02;0,45;0,52;;0,68;54,48
2019-03-21;Jueves;Demanda agregada;716214,005;52,81;0,02;0,52;0,55;2,55;0,72;57,17
2019-03-21;Jueves;Comercializadores de último recurso;73184,261;53,11;0,0;0,49;0,61;4,16;0,72;59,1
2019-03-21;Jueves;Comercializadores libres;626429,241;52,79;0,02;0,52;0,54;2,4;0,72;56,99
2019-03-21;Jueves;Comercializadores libres+consumidor directo en mercado;643029,744;52,78;0,02;0,52;0,54;2,37;0,72;56,95
2019-03-21;Jueves;Comercializadores libres+consumidor directo en mercado+exportación;644219,605;52,78;0,02;0,52;0,54;2,36;0,72;56,95
2019-03-22;Viernes;Todas las u.adquisición;751019,042;55,75;0,05;0,3;0,42;2,39;0,68;59,59
2019-03-22;Viernes;Todas las u.adquisición sin garantía de potencia/pagos capacidad;751019,042;55,75;0,05;0,3;0,42;;0,68;57,2
2019-03-22;Viernes;Demanda agregada;706986,431;55,76;0,05;0,32;0,44;2,54;0,72;59,83
2019-03-22;Viernes;Comercializadores de último recurso;72115,65;55,8;0,0;0,31;0,43;4,16;0,72;61,42
2019-03-22;Viernes;Comercializadores libres;618401,933;55,75;0,06;0,32;0,44;2,38;0,72;59,68
2019-03-22;Viernes;Comercializadores libres+consumidor directo en mercado;634870,781;55,75;0,06;0,32;0,44;2,35;0,72;59,65
2019-03-22;Viernes;Comercializadores libres+consumidor directo en mercado+exportación;635597,438;55,75;0,06;0,32;0,44;2,35;0,72;59,64
2019-03-23;Sábado;Todas las u.adquisición;676590,151;51,22;-0,11;0,67;0,47;1,77;0,67;54,69
2019-03-23;Sábado;Todas las u.adquisición sin garantía de potencia/pagos capacidad;676590,151;51,22;-0,11;0,67;0,47;;0,67;52,92
2019-03-23;Sábado;Demanda agregada;630203,641;51,26;-0,12;0,8;0,43;1,9;0,72;54,99
2019-03-23;Sábado;Comercializadores de último recurso;73139,428;51,35;0,0;0,74;0,45;4,17;0,72;57,43
2019-03-23;Sábado;Comercializadores libres;541495,107;51,25;-0,13;0,81;0,43;1,64;0,72;54,71
2019-03-23;Sábado;Comercializadores libres+consumidor directo en mercado;557064,213;51,25;-0,13;0,81;0,43;1,6;0,72;54,67
2019-03-23;Sábado;Comercializadores libres+consumidor directo en mercado+exportación;558271,965;51,24;-0,13;0,8;0,42;1,6;0,72;54,66
2019-03-24;Domingo;Todas las u.adquisición;648394,555;44,51;-0,06;2,02;0,83;1,73;0,64;49,67
2019-03-24;Domingo;Todas las u.adquisición sin garantía de potencia/pagos capacidad;648394,555;44,51;-0,06;2,02;0,83;;0,64;47,95
2019-03-24;Domingo;Demanda agregada;574969,426;44,58;-0,07;2,35;0,89;1,95;0,72;50,42
2019-03-24;Domingo;Comercializadores de último recurso;72899,249;44,93;-0,03;2,21;0,93;4,19;0,72;52,95
2019-03-24;Domingo;Comercializadores libres;487009,159;44,53;-0,07;2,36;0,88;1,67;0,72;50,1
2019-03-24;Domingo;Comercializadores libres+consumidor directo en mercado;502070,177;44,52;-0,07;2,37;0,89;1,62;0,72;50,05
2019-03-24;Domingo;Comercializadores libres+consumidor directo en mercado+exportación;503226,579;44,52;-0,07;2,36;0,88;1,62;0,72;50,04
2019-03-25;Lunes;Todas las u.adquisición;757798,019;43,14;0,06;1,4;0,69;2,31;0,65;48,25
2019-03-25;Lunes;Todas las u.adquisición sin garantía de potencia/pagos capacidad;757798,019;43,14;0,06;1,4;0,69;;0,65;45,94
2019-03-25;Lunes;Demanda agregada;676136,887;43,39;0,07;1,57;0,83;2,58;0,72;49,17
2019-03-25;Lunes;Comercializadores de último recurso;69228,561;43,54;0,04;1,54;0,74;4,18;0,72;50,78
2019-03-25;Lunes;Comercializadores libres;590781,092;43,4;0,08;1,57;0,83;2,43;0,72;49,03
2019-03-25;Lunes;Comercializadores libres+consumidor directo en mercado;606908,326;43,38;0,08;1,57;0,83;2,4;0,72;48,99
2019-03-25;Lunes;Comercializadores libres+consumidor directo en mercado+exportación;608263,833;43,38;0,08;1,57;0,83;2,4;0,72;48,98
2019-03-26;Martes;Todas las u.adquisición;759129,077;41,51;0,02;0,95;0,55;2,32;0,66;46,01
2019-03-26;Martes;Todas las u.adquisición sin garantía de potencia/pagos capacidad;759129,077;41,51;0,02;0,95;0,55;;0,66;43,69
2019-03-26;Martes;Demanda agregada;692032,042;41,85;0,02;1,06;0,77;2,54;0,72;46,97
2019-03-26;Martes;Comercializadores de último recurso;69570,391;42,34;0,0;1,0;0,6;4,17;0,72;48,83
2019-03-26;Martes;Comercializadores libres;606298,394;41,82;0,02;1,06;0,78;2,39;0,72;46,8
2019-03-26;Martes;Comercializadores libres+consumidor directo en mercado;622461,651;41,8;0,02;1,06;0,79;2,36;0,72;46,76
2019-03-26;Martes;Comercializadores libres+consumidor directo en mercado+exportación;623626,694;41,8;0,02;1,06;0,79;2,36;0,72;46,75
2019-03-27;Miércoles;Todas las u.adquisición;747703,957;47,63;0,0;0,72;0,4;2,36;0,67;51,79
2019-03-27;Miércoles;Todas las u.adquisición sin garantía de potencia/pagos capacidad;747703,957;47,63;0,0;0,72;0,4;;0,67;49,43
2019-03-27;Miércoles;Demanda agregada;693867,166;47,83;0,0;0,79;0,52;2,54;0,72;52,4
2019-03-27;Miércoles;Comercializadores de último recurso;69661,276;48,23;0,0;0,78;0,53;4,17;0,72;54,44
2019-03-27;Miércoles;Comercializadores libres;607810,239;47,8;0,0;0,79;0,51;2,39;0,72;52,22
2019-03-27;Miércoles;Comercializadores libres+consumidor directo en mercado;624205,89;47,79;0,0;0,79;0,52;2,36;0,72;52,18
2019-03-27;Miércoles;Comercializadores libres+consumidor directo en mercado+exportación;625317,325;47,79;0,0;0,79;0,52;2,35;0,72;52,17
2019-03-28;Jueves;Todas las u.adquisición;763264,476;51,18;-0,02;0,35;0,51;2,31;0,66;54,98
2019-03-28;Jueves;Todas las u.adquisición sin garantía de potencia/pagos capacidad;763264,476;51,18;-0,02;0,35;0,51;;0,66;52,67
2019-03-28;Jueves;Demanda agregada;694470,965;51,21;-0,02;0,4;0,54;2,54;0,72;55,38
2019-03-28;Jueves;Comercializadores de último recurso;69593,127;51,53;0,01;0,4;0,51;4,17;0,72;57,34
2019-03-28;Jueves;Comercializadores libres;608761,586;51,18;-0,02;0,4;0,54;2,38;0,72;55,2
2019-03-28;Jueves;Comercializadores libres+consumidor directo en mercado;624877,838;51,17;-0,02;0,4;0,54;2,35;0,72;55,16
2019-03-28;Jueves;Comercializadores libres+consumidor directo en mercado+exportación;625745,05;51,17;-0,02;0,4;0,54;2,35;0,72;55,16
2019-03-29;Viernes;Todas las u.adquisición;762224,715;53,1;0,01;0,4;0,63;2,3;0,66;57,09
2019-03-29;Viernes;Todas las u.adquisición sin garantía de potencia/pagos capacidad;762224,715;53,1;0,01;0,4;0,63;;0,66;54,79
2019-03-29;Viernes;Demanda agregada;692177,177;53,1;0,01;0,45;0,57;2,53;0,72;57,39
2019-03-29;Viernes;Comercializadores de último recurso;69618,15;53,2;0,0;0,43;0,57;4,17;0,72;59,1
2019-03-29;Viernes;Comercializadores libres;606398,591;53,09;0,01;0,46;0,57;2,38;0,72;57,23
2019-03-29;Viernes;Comercializadores libres+consumidor directo en mercado;622559,027;53,09;0,01;0,46;0,57;2,35;0,72;57,2
2019-03-29;Viernes;Comercializadores libres+consumidor directo en mercado+exportación;623682,798;53,09;0,01;0,46;0,57;2,34;0,72;57,19
2019-03-30;Sábado;Todas las u.adquisición;688412,715;51,96;-0,07;1,11;0,31;1,71;0,65;55,68
2019-03-30;Sábado;Todas las u.adquisición sin garantía de potencia/pagos capacidad;688412,715;51,96;-0,07;1,11;0,31;;0,65;53,96
2019-03-30;Sábado;Demanda agregada;621941,917;51,97;-0,08;1,25;0,36;1,9;0,72;56,13
2019-03-30;Sábado;Comercializadores de último recurso;71592,608;52,05;0,0;1,1;0,34;4,17;0,72;58,39
2019-03-30;Sábado;Comercializadores libres;535239,303;51,97;-0,08;1,27;0,36;1,64;0,72;55,88
2019-03-30;Sábado;Comercializadores libres+consumidor directo en mercado;550349,309;51,97;-0,09;1,27;0,37;1,6;0,72;55,84
2019-03-30;Sábado;Comercializadores libres+consumidor directo en mercado+exportación;551625,87;51,97;-0,09;1,27;0,36;1,6;0,72;55,83
2019-03-31;Domingo;Todas las u.adquisición;620461,882;51,66;-0,09;1,41;0,55;1,82;0,65;56,0
2019-03-31;Domingo;Todas las u.adquisición sin garantía de potencia/pagos capacidad;620461,882;51,66;-0,09;1,41;0,55;;0,65;54,18
2019-03-31;Domingo;Demanda agregada;559339,526;51,75;-0,1;1,61;0,44;2,02;0,72;56,44
2019-03-31;Domingo;Comercializadores de último recurso;72381,484;52,12;-0,03;1,5;0,62;4,22;0,72;59,15
2019-03-31;Domingo;Comercializadores libres;472975,384;51,7;-0,11;1,63;0,41;1,74;0,72;56,1
2019-03-31;Domingo;Comercializadores libres+consumidor directo en mercado;486958,042;51,7;-0,11;1,63;0,41;1,69;0,72;56,04
2019-03-31;Domingo;Comercializadores libres+consumidor directo en mercado+exportación;488111,363;51,7;-0,11;1,63;0,41;1,69;0,72;56,03
2019-04-01;Lunes;Todas las u.adquisición;703131,059;58,6;-0,04;0,75;0,39;2,52;0,75;62,99
2019-04-01;Lunes;Todas las u.adquisición sin garantía de potencia/pagos capacidad;703131,059;58,6;-0,04;0,75;0,39;;0,75;60,46
2019-04-01;Lunes;Comercializadores de último recurso;71096,308;58,74;-0,01;0,76;0,33;4,19;0,77;64,78
2019-04-01;Lunes;Comercializadores libres;599928,421;58,61;-0,04;0,8;0,34;2,43;0,77;62,92
2019-04-01;Lunes;Comercializadores libres+consumidor directo en mercado;616019,091;58,61;-0,04;0,81;0,35;2,4;0,77;62,88
2019-04-01;Lunes;Comercializadores libres+consumidor directo en mercado+exportación;616778,518;58,61;-0,04;0,8;0,35;2,39;0,77;62,88
2019-04-02;Martes;Todas las u.adquisición;710854,42;57,95;-0,04;0,59;0,4;2,48;0,76;62,14
2019-04-02;Martes;Todas las u.adquisición sin garantía de potencia/pagos capacidad;710854,42;57,95;-0,04;0,59;0,4;;0,76;59,65
2019-04-02;Martes;Comercializadores de último recurso;69785,085;57,87;0,01;0,61;0,41;4,18;0,77;63,85
2019-04-02;Martes;Comercializadores libres;612566,681;57,96;-0,04;0,65;0,4;2,38;0,77;62,11
2019-04-02;Martes;Comercializadores libres+consumidor directo en mercado;629293,608;57,96;-0,04;0,65;0,4;2,34;0,77;62,08
2019-04-02;Martes;Comercializadores libres+consumidor directo en mercado+exportación;631480,925;57,96;-0,04;0,65;0,4;2,33;0,77;62,07
2019-04-03;Miércoles;Todas las u.adquisición;735990,157;52,88;-0,07;0,82;0,75;2,41;0,73;57,53
2019-04-03;Miércoles;Todas las u.adquisición sin garantía de potencia/pagos capacidad;735990,157;52,88;-0,07;0,82;0,75;;0,73;55,12
2019-04-03;Miércoles;Comercializadores de último recurso;70257,235;53,13;-0,03;0,82;0,84;4,18;0,77;59,71
2019-04-03;Miércoles;Comercializadores libres;615448,412;52,93;-0,07;0,87;0,74;2,38;0,77;57,62
2019-04-03;Miércoles;Comercializadores libres+consumidor directo en mercado;632293,236;52,93;-0,07;0,88;0,74;2,34;0,77;57,59
2019-04-03;Miércoles;Comercializadores libres+consumidor directo en mercado+exportación;632779,444;52,93;-0,07;0,87;0,74;2,34;0,77;57,58
2019-04-04;Jueves;Todas las u.adquisición;762498,653;53,84;-0,14;0,65;1,27;2,35;0,71;58,68
2019-04-04;Jueves;Todas las u.adquisición sin garantía de potencia/pagos capacidad;762498,653;53,84;-0,14;0,65;1,27;;0,71;56,33
2019-04-04;Jueves;Comercializadores de último recurso;71888,739;54,02;-0,02;0,67;1,54;4,17;0,77;61,14
2019-04-04;Jueves;Comercializadores libres;616514,512;53,76;-0,17;0,71;1,37;2,39;0,77;58,83
2019-04-04;Jueves;Comercializadores libres+consumidor directo en mercado;633282,838;53,75;-0,17;0,71;1,37;2,36;0,77;58,79
2019-04-04;Jueves;Comercializadores libres+consumidor directo en mercado+exportación;633771,108;53,75;-0,17;0,71;1,37;2,36;0,77;58,78
2019-04-05;Viernes;Todas las u.adquisición;749887,514;51,89;0,05;0,65;1,16;2,45;0,74;56,94
2019-04-05;Viernes;Todas las u.adquisición sin garantía de potencia/pagos capacidad;749887,514;51,89;0,05;0,65;1,16;;0,74;54,48
2019-04-05;Viernes;Comercializadores de último recurso;75473,447;52,35;0,02;0,65;1,21;4,17;0,77;59,16
2019-04-05;Viernes;Comercializadores libres;624899,013;51,97;0,06;0,68;1,11;2,41;0,77;57,0
2019-04-05;Viernes;Comercializadores libres+consumidor directo en mercado;641798,275;51,95;0,06;0,68;1,11;2,38;0,77;56,96
2019-04-05;Viernes;Comercializadores libres+consumidor directo en mercado+exportación;642276,235;51,96;0,06;0,68;1,11;2,37;0,77;56,95
2019-04-06;Sábado;Todas las u.adquisición;688750,213;44,44;-0,02;1,5;0,96;1,85;0,72;49,45
2019-04-06;Sábado;Todas las u.adquisición sin garantía de potencia/pagos capacidad;688750,213;44,44;-0,02;1,5;0,96;;0,72;47,6
2019-04-06;Sábado;Comercializadores de último recurso;79460,013;45,14;0,02;1,61;1,11;4,16;0,77;52,81
2019-04-06;Sábado;Comercializadores libres;548664,516;44,54;-0,03;1,65;0,89;1,72;0,77;49,55
2019-04-06;Sábado;Comercializadores libres+consumidor directo en mercado;564227,439;44,53;-0,02;1,65;0,89;1,68;0,77;49,5
2019-04-06;Sábado;Comercializadores libres+consumidor directo en mercado+exportación;564661,86;44,53;-0,02;1,65;0,89;1,68;0,77;49,5
2019-04-07;Domingo;Todas las u.adquisición;649791,173;47,57;-0,08;1,43;1,0;1,86;0,71;52,49
2019-04-07;Domingo;Todas las u.adquisición sin garantía de potencia/pagos capacidad;649791,173;47,57;-0,08;1,43;1,0;;0,71;50,63
2019-04-07;Domingo;Comercializadores de último recurso;80910,806;48,6;-0,03;1,5;1,1;4,16;0,77;56,1
2019-04-07;Domingo;Comercializadores libres;501866,08;47,74;-0,08;1,58;1,13;1,74;0,77;52,88
2019-04-07;Domingo;Comercializadores libres+consumidor directo en mercado;517116,659;47,73;-0,08;1,58;1,13;1,69;0,77;52,82
2019-04-07;Domingo;Comercializadores libres+consumidor directo en mercado+exportación;517528,486;47,73;-0,08;1,58;1,13;1,69;0,77;52,81
2019-04-08;Lunes;Todas las u.adquisición;735017,693;53,84;-0,08;0,85;0,74;2,49;0,74;58,57
2019-04-08;Lunes;Todas las u.adquisición sin garantía de potencia/pagos capacidad;735017,693;53,84;-0,08;0,85;0,74;;0,74;56,08
2019-04-08;Lunes;Comercializadores de último recurso;75363,018;54,16;-0,04;0,89;0,75;4,16;0,77;60,68
2019-04-08;Lunes;Comercializadores libres;612219,03;53,95;-0,09;0,93;0,76;2,44;0,77;58,76
2019-04-08;Lunes;Comercializadores libres+consumidor directo en mercado;628932,561;53,93;-0,09;0,93;0,77;2,41;0,77;58,72
2019-04-08;Lunes;Comercializadores libres+consumidor directo en mercado+exportación;629428,06;53,93;-0,09;0,93;0,76;2,4;0,77;58,71
2019-04-09;Martes;Todas las u.adquisición;744703,144;50,73;-0,02;1,01;0,97;2,47;0,74;55,91
2019-04-09;Martes;Todas las u.adquisición sin garantía de potencia/pagos capacidad;744703,144;50,73;-0,02;1,01;0,97;;0,74;53,44
2019-04-09;Martes;Comercializadores de último recurso;75118,602;51,14;-0,01;0,99;1,0;4,16;0,77;58,06
2019-04-09;Martes;Comercializadores libres;628036,834;50,76;-0,02;1,05;0,99;2,4;0,77;55,94
2019-04-09;Martes;Comercializadores libres+consumidor directo en mercado;645198,595;50,75;-0,02;1,05;0,99;2,37;0,77;55,9
2019-04-09;Martes;Comercializadores libres+consumidor directo en mercado+exportación;645703,353;50,75;-0,02;1,05;0,99;2,36;0,77;55,9
2019-04-10;Miércoles;Todas las u.adquisición;742824,213;51,36;-0,02;1,15;0,71;2,46;0,74;56,4
2019-04-10;Miércoles;Todas las u.adquisición sin garantía de potencia/pagos capacidad;742824,213;51,36;-0,02;1,15;0,71;;0,74;53,94
2019-04-10;Miércoles;Comercializadores de último recurso;74347,424;51,9;0,01;1,16;0,78;4,15;0,77;58,78
2019-04-10;Miércoles;Comercializadores libres;625602,855;51,45;-0,02;1,2;0,72;2,39;0,77;56,51
2019-04-10;Miércoles;Comercializadores libres+consumidor directo en mercado;642862,429;51,43;-0,02;1,2;0,72;2,36;0,77;56,46
2019-04-10;Miércoles;Comercializadores libres+consumidor directo en mercado+exportación;643367,183;51,43;-0,02;1,2;0,72;2,36;0,77;56,46
2019-04-11;Jueves;Todas las u.adquisición;738565,605;54,87;-0,15;1,28;1,14;2,44;0,74;60,32
2019-04-11;Jueves;Todas las u.adquisición sin garantía de potencia/pagos capacidad;738565,605;54,87;-0,15;1,28;1,14;;0,74;57,88
2019-04-11;Jueves;Comercializadores de último recurso;72642,201;55,09;-0,03;1,29;1,23;4,15;0,77;62,51
2019-04-11;Jueves;Comercializadores libres;622167,373;54,89;-0,16;1,34;1,18;2,38;0,77;60,39
2019-04-11;Jueves;Comercializadores libres+consumidor directo en mercado;639604,808;54,89;-0,17;1,34;1,18;2,35;0,77;60,35
2019-04-11;Jueves;Comercializadores libres+consumidor directo en mercado+exportación;640217,448;54,89;-0,17;1,33;1,18;2,34;0,77;60,34
2019-04-12;Viernes;Todas las u.adquisición;719051,543;57,08;0,07;1,29;0,77;2,42;0,74;62,37
2019-04-12;Viernes;Todas las u.adquisición sin garantía de potencia/pagos capacidad;719051,543;57,08;0,07;1,29;0,77;;0,74;59,95
2019-04-12;Viernes;Comercializadores de último recurso;70659,85;57,26;0,02;1,28;0,86;4,15;0,77;64,34
2019-04-12;Viernes;Comercializadores libres;607088,488;57,1;0,08;1,36;0,79;2,36;0,77;62,45
2019-04-12;Viernes;Comercializadores libres+consumidor directo en mercado;624424,196;57,1;0,08;1,36;0,79;2,32;0,77;62,41
2019-04-12;Viernes;Comercializadores libres+consumidor directo en mercado+exportación;625188,422;57,1;0,08;1,36;0,79;2,32;0,77;62,4
2019-04-13;Sábado;Todas las u.adquisición;640712,25;57,53;-0,13;1,02;0,43;1,81;0,74;61,41
2019-04-13;Sábado;Todas las u.adquisición sin garantía de potencia/pagos capacidad;640712,25;57,53;-0,13;1,02;0,43;;0,74;59,6
2019-04-13;Sábado;Comercializadores de último recurso;70893,684;57,58;-0,04;1,04;0,71;4,15;0,77;64,2
2019-04-13;Sábado;Comercializadores libres;531464,631;57,56;-0,14;1,07;0,49;1,63;0,77;61,37
2019-04-13;Sábado;Comercializadores libres+consumidor directo en mercado;547490,517;57,56;-0,14;1,07;0,49;1,58;0,77;61,33
2019-04-13;Sábado;Comercializadores libres+consumidor directo en mercado+exportación;547959,856;57,56;-0,14;1,06;0,49;1,58;0,77;61,32
2019-04-14;Domingo;Todas las u.adquisición;608051,728;52,86;-0,13;2,14;0,67;1,77;0,72;58,03
2019-04-14;Domingo;Todas las u.adquisición sin garantía de potencia/pagos capacidad;608051,728;52,86;-0,13;2,14;0,67;;0,72;56,26
2019-04-14;Domingo;Comercializadores de último recurso;69396,765;53,58;-0,02;2,23;0,99;4,16;0,77;61,7
2019-04-14;Domingo;Comercializadores libres;483636,72;52,96;-0,15;2,3;0,75;1,62;0,77;58,26
2019-04-14;Domingo;Comercializadores libres+consumidor directo en mercado;499250,711;52,95;-0,15;2,3;0,75;1,57;0,77;58,19
2019-04-14;Domingo;Comercializadores libres+consumidor directo en mercado+exportación;499697,456;52,95;-0,15;2,3;0,75;1,57;0,77;58,19
2019-04-15;Lunes;Todas las u.adquisición;699178,645;53,75;-0,04;4,13;0,63;2,41;0,73;61,6
2019-04-15;Lunes;Todas las u.adquisición sin garantía de potencia/pagos capacidad;699178,645;53,75;-0,04;4,13;0,63;;0,73;59,2
2019-04-15;Lunes;Comercializadores de último recurso;67806,128;54,22;-0,01;4,18;0,7;4,19;0,77;64,05
2019-04-15;Lunes;Comercializadores libres;579422,259;53,9;-0,04;4,41;0,77;2,38;0,77;62,19
2019-04-15;Lunes;Comercializadores libres+consumidor directo en mercado;595971,473;53,89;-0,05;4,41;0,77;2,35;0,77;62,15
2019-04-15;Lunes;Comercializadores libres+consumidor directo en mercado+exportación;597669,22;53,9;-0,05;4,4;0,77;2,34;0,77;62,13
2019-04-16;Martes;Todas las u.adquisición;698225,164;57,23;0,01;0,96;0,44;2,4;0,74;61,78
2019-04-16;Martes;Todas las u.adquisición sin garantía de potencia/pagos capacidad;698225,164;57,23;0,01;0,96;0,44;;0,74;59,38
2019-04-16;Martes;Comercializadores de último recurso;66823,13;57,2;0,0;0,97;0,39;4,18;0,77;63,5
2019-04-16;Martes;Comercializadores libres;586678,174;57,27;0,01;1,0;0,42;2,34;0,77;61,82
2019-04-16;Martes;Comercializadores libres+consumidor directo en mercado;603576,829;57,26;0,01;1,01;0,43;2,31;0,77;61,78
2019-04-16;Martes;Comercializadores libres+consumidor directo en mercado+exportación;605477,914;57,26;0,01;1,0;0,43;2,3;0,77;61,77
2019-04-17;Miércoles;Todas las u.adquisición;727639,919;47,19;0,01;1,33;0,62;2,29;0,7;52,14
2019-04-17;Miércoles;Todas las u.adquisición sin garantía de potencia/pagos capacidad;727639,919;47,19;0,01;1,33;0,62;;0,7;49,85
2019-04-17;Miércoles;Comercializadores de último recurso;67962,82;48,05;0,02;1,39;0,99;4,2;0,77;55,42
2019-04-17;Miércoles;Comercializadores libres;581195,566;47,28;0,0;1,46;0,64;2,35;0,77;52,49
2019-04-17;Miércoles;Comercializadores libres+consumidor directo en mercado;598003,33;47,27;0,0;1,46;0,64;2,31;0,77;52,46
2019-04-17;Miércoles;Comercializadores libres+consumidor directo en mercado+exportación;600549,887;47,28;0,02;1,45;0,64;2,3;0,77;52,46
2019-04-18;Jueves;Todas las u.adquisición;652306,705;55,0;-0,05;1,27;0,65;2,35;0,7;59,91
2019-04-18;Jueves;Todas las u.adquisición sin garantía de potencia/pagos capacidad;652306,705;55,0;-0,05;1,27;0,65;;0,7;57,56
2019-04-18;Jueves;Comercializadores de último recurso;71458,819;54,87;0,0;1,37;1,0;4,21;0,77;62,22
2019-04-18;Jueves;Comercializadores libres;508080,54;55,08;-0,07;1,4;0,73;2,39;0,77;60,31
2019-04-18;Jueves;Comercializadores libres+consumidor directo en mercado;523932,68;55,08;-0,07;1,4;0,73;2,35;0,77;60,27
2019-04-18;Jueves;Comercializadores libres+consumidor directo en mercado+exportación;524424,011;55,08;-0,07;1,4;0,73;2,35;0,77;60,26
2019-04-19;Viernes;Todas las u.adquisición;627803,193;37,31;-0,15;3,54;0,82;2,25;0,67;44,44
2019-04-19;Viernes;Todas las u.adquisición sin garantía de potencia/pagos capacidad;627803,193;37,31;-0,15;3,54;0,82;;0,67;42,2
2019-04-19;Viernes;Comercializadores de último recurso;72728,869;37,42;-0,06;4,02;1,43;4,21;0,77;47,8
2019-04-19;Viernes;Comercializadores libres;459925,521;37,37;-0,13;4,09;1,08;2,36;0,77;45,54
2019-04-19;Viernes;Comercializadores libres+consumidor directo en mercado;475250,187;37,37;-0,13;4,09;1,08;2,32;0,77;45,5
2019-04-19;Viernes;Comercializadores libres+consumidor directo en mercado+exportación;475687,918;37,37;-0,13;4,09;1,08;2,32;0,77;45,49
2019-04-20;Sábado;Todas las u.adquisición;648887,305;31,77;0,07;3,45;0,85;1,78;0,66;38,58
2019-04-20;Sábado;Todas las u.adquisición sin garantía de potencia/pagos capacidad;648887,305;31,77;0,07;3,45;0,85;;0,66;36,8
2019-04-20;Sábado;Comercializadores de último recurso;72034,868;32,44;0,14;3,93;1,18;4,2;0,77;42,67
2019-04-20;Sábado;Comercializadores libres;472616,065;32,01;0,04;4,03;1,07;1,8;0,77;39,72
2019-04-20;Sábado;Comercializadores libres+consumidor directo en mercado;488008,465;32,0;0,05;4,03;1,07;1,75;0,77;39,67
2019-04-20;Sábado;Comercializadores libres+consumidor directo en mercado+exportación;488439,805;32,0;0,05;4,03;1,07;1,75;0,77;39,67
2019-04-21;Domingo;Todas las u.adquisición;603275,709;40,07;0,0;3,16;0,87;1,85;0,69;46,64
2019-04-21;Domingo;Todas las u.adquisición sin garantía de potencia/pagos capacidad;603275,709;40,07;0,0;3,16;0,87;;0,69;44,78
2019-04-21;Domingo;Comercializadores de último recurso;73452,961;41,32;0,03;3,37;1,51;4,21;0,77;51,21
2019-04-21;Domingo;Comercializadores libres;450605,313;40,32;-0,02;3,56;1,0;1,79;0,77;47,43
2019-04-21;Domingo;Comercializadores libres+consumidor directo en mercado;465453,092;40,3;-0,01;3,57;1,01;1,74;0,77;47,38
2019-04-21;Domingo;Comercializadores libres+consumidor directo en mercado+exportación;465874,162;40,3;-0,01;3,56;1,01;1,74;0,77;47,37
2019-04-22;Lunes;Todas las u.adquisición;635770,64;55,8;-0,29;1,76;0,56;2,43;0,71;60,96
2019-04-22;Lunes;Todas las u.adquisición sin garantía de potencia/pagos capacidad;635770,64;55,8;-0,29;1,76;0,56;;0,71;58,53
2019-04-22;Lunes;Comercializadores de último recurso;71247,4;55,94;-0,05;1,9;0,15;4,22;0,77;62,93
2019-04-22;Lunes;Comercializadores libres;495890,703;55,86;-0,27;1,96;0,7;2,47;0,77;61,49
2019-04-22;Lunes;Comercializadores libres+consumidor directo en mercado;511375,971;55,86;-0,29;1,96;0,72;2,43;0,77;61,44
2019-04-22;Lunes;Comercializadores libres+consumidor directo en mercado+exportación;511782,792;55,86;-0,29;1,96;0,72;2,43;0,77;61,44
2019-04-23;Martes;Todas las u.adquisición;698248,972;49,93;-0,07;1,68;0,87;2,44;0,72;55,57
2019-04-23;Martes;Todas las u.adquisición sin garantía de potencia/pagos capacidad;698248,972;49,93;-0,07;1,68;0,87;;0,72;53,13
2019-04-23;Martes;Comercializadores de último recurso;71326,716;50,66;-0,05;1,76;0,78;4,21;0,77;58,13
2019-04-23;Martes;Comercializadores libres;562350,941;50,19;-0,08;1,82;1,03;2,47;0,77;56,19
2019-04-23;Martes;Comercializadores libres+consumidor directo en mercado;579252,766;50,16;-0,08;1,82;1,03;2,43;0,77;56,13
2019-04-23;Martes;Comercializadores libres+consumidor directo en mercado+exportación;579718,378;50,16;-0,08;1,82;1,03;2,42;0,77;56,13
