Fecha;Día semana;Comercializadora;Energía final (MWh);Mercado diario (€/MWh);Mercado intradiario (€/MWh);Restricciones (€/MWh);Procesos OS (€/MWh);Garantía potencia Pagos capacidad (€/MWh);Coste s.interrrumpibilidad (€/MWh);Total (€/MWh)
2019-01-01;Martes;Todas las u.adquisición;589313,894;63,68;-0,13;2,51;0,19;2,29;0,65;69,19
2019-01-01;Martes;Todas las u.adquisición sin garantía de potencia/pagos capacidad;589313,894;63,68;-0,13;2,51;0,19;;0,65;66,9
2019-01-01;Martes;Demanda agregada;546225,406;63,8;-0,15;2,72;0,37;2,47;0,71;69,92
2019-01-01;Martes;Comercializadores de último recurso;93600,721;64,07;0,06;2,59;0,01;4,15;0,71;71,6
2019-01-01;Martes;Comercializadores libres;438748,179;63,75;-0,17;2,75;0,46;2,19;0,71;69,68
2019-01-01;Martes;Comercializadores libres+consumidor directo en mercado;452624,685;63,74;-0,2;2,75;0,45;2,13;0,71;69,57
2019-01-01;Martes;Comercializadores libres+consumidor directo en mercado+exportación;453770,076;63,74;-0,2;2,74;0,45;2,12;0,7;69,56
2019-01-02;Miércoles;Todas las u.adquisición;760230,355;61,5;-0,12;1,55;0,39;3,34;0,65;67,31
2019-01-02;Miércoles;Todas las u.adquisición sin garantía de potencia/pagos capacidad;760230,355;61,5;-0,12;1,55;0,39;;0,65;63,97
2019-01-02;Miércoles;Demanda agregada;701033,893;61,92;-0,13;1,69;0,51;3,63;0,71;68,32
2019-01-02;Miércoles;Comercializadores de último recurso;94583,825;62,16;-0,02;1,66;0,36;4,16;0,71;69,02
2019-01-02;Miércoles;Comercializadores libres;591032,958;61,91;-0,14;1,69;0,53;3,56;0,71;68,26
2019-01-02;Miércoles;Comercializadores libres+consumidor directo en mercado;606450,068;61,88;-0,15;1,7;0,53;3,54;0,71;68,21
2019-01-02;Miércoles;Comercializadores libres+consumidor directo en mercado+exportación;607724,141;61,88;-0,15;1,69;0,53;3,54;0,7;68,2
2019-01-03;Jueves;Todas las u.adquisición;769341,834;65,06;0,05;0,85;0,55;3,42;0,68;70,63
2019-01-03;Jueves;Todas las u.adquisición sin garantía de potencia/pagos capacidad;769341,834;65,06;0,05;0,85;0,55;;0,68;67,2
2019-01-03;Jueves;Demanda agregada;745153,909;65,05;0,06;0,88;0,54;3,53;0,71;70,76
2019-01-03;Jueves;Comercializadores de último recurso;96254,259;65,32;0,03;0,84;0,51;4,16;0,71;71,55
2019-01-03;Jueves;Comercializadores libres;633289,365;65,04;0,06;0,88;0,54;3,45;0,71;70,67
2019-01-03;Jueves;Comercializadores libres+consumidor directo en mercado;648899,65;65,01;0,06;0,88;0,54;3,44;0,71;70,64
2019-01-03;Jueves;Comercializadores libres+consumidor directo en mercado+exportación;650186,125;65,01;0,06;0,88;0,54;3,43;0,7;70,63
2019-01-04;Viernes;Todas las u.adquisición;784474,379;67,56;0,0;0,46;0,77;3,36;0,68;72,82
2019-01-04;Viernes;Todas las u.adquisición sin garantía de potencia/pagos capacidad;784474,379;67,56;0,0;0,46;0,77;;0,68;69,46
2019-01-04;Viernes;Demanda agregada;752765,983;67,52;0,0;0,47;0,78;3,5;0,71;72,98
2019-01-04;Viernes;Comercializadores de último recurso;96889,547;67,75;0,0;0,45;0,77;4,15;0,71;73,82
2019-01-04;Viernes;Comercializadores libres;640209,96;67,5;-0,01;0,48;0,79;3,42;0,71;72,88
2019-01-04;Viernes;Comercializadores libres+consumidor directo en mercado;655876,436;67,48;-0,01;0,48;0,79;3,41;0,71;72,86
2019-01-04;Viernes;Comercializadores libres+consumidor directo en mercado+exportación;657027,624;67,48;-0,01;0,48;0,78;3,4;0,7;72,85
2019-01-05;Sábado;Todas las u.adquisición;702469,329;65,42;-0,02;0,38;0,27;2,15;0,68;68,88
2019-01-05;Sábado;Todas las u.adquisición sin garantía de potencia/pagos capacidad;702469,329;65,42;-0,02;0,38;0,27;;0,68;66,74
2019-01-05;Sábado;Demanda agregada;680378,937;65,44;-0,02;0,4;0,26;2,22;0,71;69,0
2019-01-05;Sábado;Comercializadores de último recurso;97403,414;65,49;0,0;0,36;0,26;4,14;0,71;70,95
2019-01-05;Sábado;Comercializadores libres;568344,486;65,43;-0,02;0,41;0,26;1,94;0,71;68,72
2019-01-05;Sábado;Comercializadores libres+consumidor directo en mercado;582975,523;65,43;-0,03;0,41;0,26;1,9;0,71;68,67
2019-01-05;Sábado;Comercializadores libres+consumidor directo en mercado+exportación;584535,913;65,43;-0,03;0,41;0,26;1,89;0,7;68,66
2019-01-06;Domingo;Todas las u.adquisición;688275,775;59,56;-0,04;1,27;0,57;2,05;0,64;64,06
2019-01-06;Domingo;Todas las u.adquisición sin garantía de potencia/pagos capacidad;688275,775;59,56;-0,04;1,27;0,57;;0,64;62,0
2019-01-06;Domingo;Demanda agregada;624585,952;59,9;-0,04;1,4;0,69;2,26;0,71;64,93
2019-01-06;Domingo;Comercializadores de último recurso;98013,227;60,67;;1,29;0,76;4,14;0,71;67,56
2019-01-06;Domingo;Comercializadores libres;512381,671;59,77;-0,04;1,42;0,68;1,97;0,71;64,51
2019-01-06;Domingo;Comercializadores libres+consumidor directo en mercado;526572,725;59,76;-0,04;1,43;0,68;1,92;0,71;64,44
2019-01-06;Domingo;Comercializadores libres+consumidor directo en mercado+exportación;527848,155;59,76;-0,04;1,42;0,68;1,91;0,7;64,43
2019-01-07;Lunes;Todas las u.adquisición;785483,193;64,17;-0,03;0,94;0,31;3,26;0,65;69,3
2019-01-07;Lunes;Todas las u.adquisición sin garantía de potencia/pagos capacidad;785483,193;64,17;-0,03;0,94;0,31;;0,65;66,04
2019-01-07;Lunes;Demanda agregada;723953,94;64,33;-0,03;1,02;0,32;3,54;0,71;69,88
2019-01-07;Lunes;Comercializadores de último recurso;97759,618;64,46;;0,98;0,3;4,15;0,71;70,6
2019-01-07;Lunes;Comercializadores libres;610901,304;64,33;-0,03;1,03;0,32;3,46;0,71;69,8
2019-01-07;Lunes;Comercializadores libres+consumidor directo en mercado;626194,322;64,31;-0,04;1,03;0,32;3,44;0,71;69,76
2019-01-07;Lunes;Comercializadores libres+consumidor directo en mercado+exportación;627502,855;64,31;-0,04;1,03;0,32;3,44;0,7;69,75
2019-01-08;Martes;Todas las u.adquisición;844875,638;63,37;-0,04;0,9;0,4;3,33;0,67;68,63
2019-01-08;Martes;Todas las u.adquisición sin garantía de potencia/pagos capacidad;844875,638;63,37;-0,04;0,9;0,4;;0,67;65,31
2019-01-08;Martes;Demanda agregada;801668,026;63,54;-0,05;0,95;0,41;3,51;0,71;69,07
2019-01-08;Martes;Comercializadores de último recurso;98331,072;63,76;-0,01;0,93;0,28;4,15;0,71;69,82
2019-01-08;Martes;Comercializadores libres;687458,461;63,53;-0,05;0,95;0,43;3,43;0,71;69,0
2019-01-08;Martes;Comercializadores libres+consumidor directo en mercado;703336,954;63,51;-0,05;0,96;0,43;3,42;0,71;68,96
2019-01-08;Martes;Comercializadores libres+consumidor directo en mercado+exportación;704726,13;63,51;-0,05;0,95;0,43;3,41;0,7;68,95
2019-01-09;Miércoles;Todas las u.adquisición;861005,93;61,32;0,01;0,7;0,36;3,24;0,66;66,29
2019-01-09;Miércoles;Todas las u.adquisición sin garantía de potencia/pagos capacidad;861005,93;61,32;0,01;0,7;0,36;;0,66;63,05
2019-01-09;Miércoles;Demanda agregada;802755,706;61,56;0,01;0,76;0,35;3,48;0,71;66,86
2019-01-09;Miércoles;Comercializadores de último recurso;97701,393;61,76;0,02;0,76;0,29;4,15;0,71;67,68
2019-01-09;Miércoles;Comercializadores libres;688802,822;61,55;0,01;0,76;0,35;3,4;0,71;66,78
2019-01-09;Miércoles;Comercializadores libres+consumidor directo en mercado;705054,313;61,53;0,01;0,76;0,36;3,38;0,71;66,75
2019-01-09;Miércoles;Comercializadores libres+consumidor directo en mercado+exportación;705916,075;61,53;0,01;0,76;0,36;3,38;0,7;66,75
2019-01-10;Jueves;Todas las u.adquisición;880132,484;63,24;0,0;0,37;0,34;3,22;0,65;67,83
2019-01-10;Jueves;Todas las u.adquisición sin garantía de potencia/pagos capacidad;880132,484;63,24;0,0;0,37;0,34;;0,65;64,6
2019-01-10;Jueves;Demanda agregada;812836,047;63,45;0,0;0,4;0,37;3,49;0,71;68,42
2019-01-10;Jueves;Comercializadores de último recurso;99168,082;63,87;0,01;0,39;0,32;4,15;0,71;69,44
2019-01-10;Jueves;Comercializadores libres;697379,297;63,41;0,0;0,4;0,38;3,41;0,71;68,31
2019-01-10;Jueves;Comercializadores libres+consumidor directo en mercado;713667,965;63,39;0,0;0,4;0,38;3,4;0,71;68,28
2019-01-10;Jueves;Comercializadores libres+consumidor directo en mercado+exportación;714638,232;63,39;0,0;0,4;0,38;3,4;0,7;68,28
2019-01-11;Viernes;Todas las u.adquisición;874151,251;64,79;0,03;0,26;0,27;3,27;0,66;69,29
2019-01-11;Viernes;Todas las u.adquisición sin garantía de potencia/pagos capacidad;874151,251;64,79;0,03;0,26;0,27;;0,66;66,02
2019-01-11;Viernes;Demanda agregada;822354,687;64,81;0,03;0,27;0,28;3,48;0,71;69,58
2019-01-11;Viernes;Comercializadores de último recurso;101361,169;65,14;0,0;0,27;0,23;4,15;0,71;70,51
2019-01-11;Viernes;Comercializadores libres;704869,289;64,78;0,03;0,27;0,28;3,4;0,71;69,48
2019-01-11;Viernes;Comercializadores libres+consumidor directo en mercado;720993,518;64,76;0,04;0,27;0,29;3,38;0,71;69,45
2019-01-11;Viernes;Comercializadores libres+consumidor directo en mercado+exportación;722157,079;64,77;0,03;0,27;0,28;3,38;0,7;69,45
2019-01-12;Sábado;Todas las u.adquisición;779928,291;62,96;-0,08;0,53;0,02;2,05;0,66;66,15
2019-01-12;Sábado;Todas las u.adquisición sin garantía de potencia/pagos capacidad;779928,291;62,96;-0,08;0,53;0,02;;0,66;64,1
2019-01-12;Sábado;Demanda agregada;733221,034;63,11;-0,08;0,57;0,07;2,18;0,71;66,56
2019-01-12;Sábado;Comercializadores de último recurso;103258,198;63,8;-0,01;0,52;0,06;4,15;0,71;69,23
2019-01-12;Sábado;Comercializadores libres;614633,508;63,02;-0,08;0,57;0,07;1,9;0,71;66,19
2019-01-12;Sábado;Comercializadores libres+consumidor directo en mercado;629962,836;63,0;-0,09;0,57;0,07;1,86;0,71;66,12
2019-01-12;Sábado;Comercializadores libres+consumidor directo en mercado+exportación;631420,136;63,01;-0,09;0,57;0,07;1,85;0,7;66,12
2019-01-13;Domingo;Todas las u.adquisición;754841,958;60,84;-0,11;0,9;0,52;2,01;0,64;64,81
2019-01-13;Domingo;Todas las u.adquisición sin garantía de potencia/pagos capacidad;754841,958;60,84;-0,11;0,9;0,52;;0,64;62,79
2019-01-13;Domingo;Demanda agregada;683234,553;61,11;-0,1;1,0;0,54;2,22;0,71;65,48
2019-01-13;Domingo;Comercializadores de último recurso;104032,66;62,03;0,0;0,92;0,57;4,16;0,71;68,4
2019-01-13;Domingo;Comercializadores libres;564471,177;60,96;-0,1;1,02;0,53;1,92;0,71;65,03
2019-01-13;Domingo;Comercializadores libres+consumidor directo en mercado;579201,893;60,94;-0,11;1,02;0,53;1,87;0,71;64,96
2019-01-13;Domingo;Comercializadores libres+consumidor directo en mercado+exportación;580578,06;60,95;-0,11;1,02;0,53;1,87;0,7;64,96
2019-01-14;Lunes;Todas las u.adquisición;850275,572;64,23;-0,09;0,35;0,49;3,28;0,66;68,91
2019-01-14;Lunes;Todas las u.adquisición sin garantía de potencia/pagos capacidad;850275,572;64,23;-0,09;0,35;0,49;;0,66;65,63
2019-01-14;Lunes;Demanda agregada;792382,634;64,44;-0,1;0,38;0,47;3,52;0,71;69,42
2019-01-14;Lunes;Comercializadores de último recurso;97268,458;64,82;0,0;0,37;0,45;4,15;0,71;70,49
2019-01-14;Lunes;Comercializadores libres;679050,493;64,41;-0,1;0,38;0,48;3,44;0,71;69,3
2019-01-14;Lunes;Comercializadores libres+consumidor directo en mercado;695114,176;64,38;-0,11;0,38;0,48;3,43;0,71;69,27
2019-01-14;Lunes;Comercializadores libres+consumidor directo en mercado+exportación;698049,252;64,4;-0,11;0,38;0,48;3,41;0,7;69,26
2019-01-15;Martes;Todas las u.adquisición;835838,876;67,78;-0,04;0,2;1,03;3,33;0,68;72,97
2019-01-15;Martes;Todas las u.adquisición sin garantía de potencia/pagos capacidad;835838,876;67,78;-0,04;0,2;1,03;;0,68;69,64
2019-01-15;Martes;Demanda agregada;802242,242;67,87;-0,04;0,21;1,06;3,47;0,71;73,28
2019-01-15;Martes;Comercializadores de último recurso;96188,173;68,35;-0,03;0,22;1,09;4,15;0,71;74,49
2019-01-15;Martes;Comercializadores libres;689914,311;67,83;-0,04;0,21;1,06;3,38;0,71;73,15
2019-01-15;Martes;Comercializadores libres+consumidor directo en mercado;706054,069;67,81;-0,04;0,21;1,06;3,37;0,71;73,11
2019-01-15;Martes;Comercializadores libres+consumidor directo en mercado+exportación;709593,595;67,82;-0,04;0,21;1,06;3,36;0,7;73,1
2019-01-16;Miércoles;Todas las u.adquisición;839061,314;69,75;-0,14;0,33;0,49;3,33;0,68;74,44
2019-01-16;Miércoles;Todas las u.adquisición sin garantía de potencia/pagos capacidad;839061,314;69,75;-0,14;0,33;0,49;;0,68;71,11
2019-01-16;Miércoles;Demanda agregada;804890,019;69,79;-0,15;0,35;0,49;3,47;0,71;74,67
2019-01-16;Miércoles;Comercializadores de último recurso;96428,673;70,03;0,01;0,34;0,53;4,15;0,71;75,77
2019-01-16;Miércoles;Comercializadores libres;692428,93;69,77;-0,16;0,35;0,49;3,39;0,71;74,55
2019-01-16;Miércoles;Comercializadores libres+consumidor directo en mercado;708461,346;69,76;-0,17;0,35;0,49;3,38;0,71;74,52
2019-01-16;Miércoles;Comercializadores libres+consumidor directo en mercado+exportación;709480,176;69,76;-0,17;0,35;0,49;3,37;0,7;74,51
2019-01-17;Jueves;Todas las u.adquisición;837205,122;66,29;-0,06;0,28;0,36;3,35;0,68;70,9
2019-01-17;Jueves;Todas las u.adquisición sin garantía de potencia/pagos capacidad;837205,122;66,29;-0,06;0,28;0,36;;0,68;67,55
2019-01-17;Jueves;Demanda agregada;807968,597;66,26;-0,06;0,29;0,36;3,47;0,71;71,02
2019-01-17;Jueves;Comercializadores de último recurso;96855,272;66,74;0,01;0,28;0,33;4,16;0,71;72,21
2019-01-17;Jueves;Comercializadores libres;695250,739;66,2;-0,06;0,29;0,36;3,39;0,71;70,88
2019-01-17;Jueves;Comercializadores libres+consumidor directo en mercado;711113,325;66,19;-0,07;0,29;0,36;3,38;0,71;70,86
2019-01-17;Jueves;Comercializadores libres+consumidor directo en mercado+exportación;712408,655;66,19;-0,07;0,29;0,36;3,37;0,7;70,85
2019-01-18;Viernes;Todas las u.adquisición;853713,376;68,48;0,06;0,56;0,58;3,28;0,67;73,62
2019-01-18;Viernes;Todas las u.adquisición sin garantía de potencia/pagos capacidad;853713,376;68,48;0,06;0,56;0,58;;0,67;70,34
2019-01-18;Viernes;Demanda agregada;806460,237;68,48;0,06;0,59;0,54;3,47;0,71;73,86
2019-01-18;Viernes;Comercializadores de último recurso;98052,241;68,66;-0,01;0,57;0,5;4,15;0,71;74,58
2019-01-18;Viernes;Comercializadores libres;692581,837;68,47;0,06;0,6;0,55;3,39;0,71;73,77
2019-01-18;Viernes;Comercializadores libres+consumidor directo en mercado;708407,996;68,46;0,07;0,6;0,55;3,37;0,71;73,75
2019-01-18;Viernes;Comercializadores libres+consumidor directo en mercado+exportación;709678,499;68,46;0,07;0,59;0,55;3,37;0,7;73,75
2019-01-19;Sábado;Todas las u.adquisición;765608,369;65,05;0,04;0,37;0,37;2,07;0,67;68,57
2019-01-19;Sábado;Todas las u.adquisición sin garantía de potencia/pagos capacidad;765608,369;65,05;0,04;0,37;0,37;;0,67;66,5
2019-01-19;Sábado;Demanda agregada;726567,576;65,09;0,04;0,4;0,35;2,18;0,71;68,77
2019-01-19;Sábado;Comercializadores de último recurso;101930,005;65,38;0,01;0,39;0,35;4,16;0,71;70,99
2019-01-19;Sábado;Comercializadores libres;609847,739;65,05;0,05;0,4;0,35;1,9;0,71;68,46
2019-01-19;Sábado;Comercializadores libres+consumidor directo en mercado;624637,571;65,05;0,05;0,41;0,35;1,86;0,71;68,41
2019-01-19;Sábado;Comercializadores libres+consumidor directo en mercado+exportación;625884,856;65,05;0,05;0,4;0,35;1,85;0,7;68,4
2019-01-20;Domingo;Todas las u.adquisición;732525,571;62,2;-0,1;0,45;0,83;2,03;0,64;66,05
2019-01-20;Domingo;Todas las u.adquisición sin garantía de potencia/pagos capacidad;732525,571;62,2;-0,1;0,45;0,83;;0,64;64,02
2019-01-20;Domingo;Demanda agregada;667425,592;62,39;-0,09;0,54;0,93;2,22;0,71;66,7
2019-01-20;Domingo;Comercializadores de último recurso;101791,536;63,03;;0,5;0,88;4,16;0,71;69,28
2019-01-20;Domingo;Comercializadores libres;551698,552;62,29;-0,1;0,55;0,93;1,92;0,71;66,29
2019-01-20;Domingo;Comercializadores libres+consumidor directo en mercado;565634,056;62,27;-0,11;0,55;0,94;1,87;0,71;66,23
2019-01-20;Domingo;Comercializadores libres+consumidor directo en mercado+exportación;566787,884;62,28;-0,11;0,55;0,94;1,87;0,7;66,23
2019-01-21;Lunes;Todas las u.adquisición;851350,335;66,74;-0,02;0,29;0,36;3,26;0,65;71,28
2019-01-21;Lunes;Todas las u.adquisición sin garantía de potencia/pagos capacidad;851350,335;66,74;-0,02;0,29;0,36;;0,65;68,01
2019-01-21;Lunes;Demanda agregada;786616,014;66,88;-0,03;0,33;0,4;3,53;0,71;71,81
2019-01-21;Lunes;Comercializadores de último recurso;96746,273;67,08;0,0;0,32;0,37;4,15;0,71;72,63
2019-01-21;Lunes;Comercializadores libres;674691,172;66,87;-0,03;0,33;0,39;3,46;0,71;71,73
2019-01-21;Lunes;Comercializadores libres+consumidor directo en mercado;689869,741;66,85;-0,03;0,33;0,4;3,45;0,71;71,7
2019-01-21;Lunes;Comercializadores libres+consumidor directo en mercado+exportación;691079,536;66,85;-0,03;0,33;0,4;3,44;0,7;71,69
2019-01-22;Martes;Todas las u.adquisición;885295,515;65,34;-0,02;0,25;0,46;3,24;0,66;69,94
2019-01-22;Martes;Todas las u.adquisición sin garantía de potencia/pagos capacidad;885295,515;65,34;-0,02;0,25;0,46;;0,66;66,69
2019-01-22;Martes;Demanda agregada;821794,33;65,38;-0,02;0,3;0,5;3,49;0,71;70,37
2019-01-22;Martes;Comercializadores de último recurso;101044,912;65,54;0,0;0,29;0,51;4,17;0,71;71,21
2019-01-22;Martes;Comercializadores libres;705058,627;65,38;-0,02;0,3;0,5;3,41;0,71;70,28
2019-01-22;Martes;Comercializadores libres+consumidor directo en mercado;720749,418;65,36;-0,02;0,3;0,5;3,4;0,71;70,25
2019-01-22;Martes;Comercializadores libres+consumidor directo en mercado+exportación;721717,367;65,36;-0,02;0,3;0,5;3,39;0,7;70,24
2019-01-23;Miércoles;Todas las u.adquisición;900005,258;60,93;0,01;0,64;0,41;3,13;0,64;65,76
2019-01-23;Miércoles;Todas las u.adquisición sin garantía de potencia/pagos capacidad;900005,258;60,93;0,01;0,64;0,41;;0,64;62,63
2019-01-23;Miércoles;Demanda agregada;811737,6;61,33;0,01;0,71;0,5;3,47;0,71;66,73
2019-01-23;Miércoles;Comercializadores de último recurso;98971,844;61,69;-0,01;0,7;0,48;4,15;0,71;67,72
2019-01-23;Miércoles;Comercializadores libres;697720,236;61,31;0,01;0,71;0,5;3,39;0,71;66,62
2019-01-23;Miércoles;Comercializadores libres+consumidor directo en mercado;712765,756;61,28;0,01;0,71;0,5;3,38;0,71;66,59
2019-01-23;Miércoles;Comercializadores libres+consumidor directo en mercado+exportación;713968,221;61,28;0,01;0,71;0,5;3,37;0,7;66,58
2019-01-24;Jueves;Todas las u.adquisición;890032,195;61,67;-0,06;0,25;0,15;3,09;0,63;65,73
2019-01-24;Jueves;Todas las u.adquisición sin garantía de potencia/pagos capacidad;890032,195;61,67;-0,06;0,25;0,15;;0,63;62,64
2019-01-24;Jueves;Demanda agregada;793777,826;62,05;-0,07;0,28;0,2;3,46;0,71;66,64
2019-01-24;Jueves;Comercializadores de último recurso;94787,769;62,57;0,01;0,27;0,18;4,15;0,71;67,89
2019-01-24;Jueves;Comercializadores libres;684024,055;62,0;-0,07;0,29;0,2;3,38;0,71;66,5
2019-01-24;Jueves;Comercializadores libres+consumidor directo en mercado;698990,057;61,98;-0,08;0,29;0,2;3,37;0,71;66,47
2019-01-24;Jueves;Comercializadores libres+consumidor directo en mercado+exportación;700217,366;61,98;-0,08;0,29;0,2;3,37;0,7;66,47
2019-01-25;Viernes;Todas las u.adquisición;866177,415;62,59;0,02;0,24;0,32;3,06;0,63;66,86
2019-01-25;Viernes;Todas las u.adquisición sin garantía de potencia/pagos capacidad;866177,415;62,59;0,02;0,24;0,32;;0,63;63,8
2019-01-25;Viernes;Demanda agregada;772084,793;62,79;0,02;0,27;0,45;3,43;0,71;67,66
2019-01-25;Viernes;Comercializadores de último recurso;90763,54;62,93;0,0;0,27;0,63;4,13;0,71;68,67
2019-01-25;Viernes;Comercializadores libres;666459,094;62,79;0,02;0,27;0,42;3,35;0,71;67,55
2019-01-25;Viernes;Comercializadores libres+consumidor directo en mercado;681321,253;62,77;0,02;0,27;0,42;3,34;0,71;67,53
2019-01-25;Viernes;Comercializadores libres+consumidor directo en mercado+exportación;682577,991;62,78;0,02;0,27;0,42;3,33;0,7;67,52
2019-01-26;Sábado;Todas las u.adquisición;738343,101;61,9;-0,05;0,41;0,27;1,93;0,65;65,11
2019-01-26;Sábado;Todas las u.adquisición sin garantía de potencia/pagos capacidad;738343,101;61,9;-0,05;0,41;0,27;;0,65;63,18
2019-01-26;Sábado;Demanda agregada;683708,799;62,02;-0,02;0,44;0,35;2,08;0,71;65,58
2019-01-26;Sábado;Comercializadores de último recurso;91198,407;62,45;0,02;0,42;0,41;4,13;0,71;68,12
2019-01-26;Sábado;Comercializadores libres;578537,256;61,97;-0,02;0,44;0,35;1,81;0,71;65,26
2019-01-26;Sábado;Comercializadores libres+consumidor directo en mercado;592510,392;61,96;-0,03;0,45;0,34;1,77;0,71;65,19
2019-01-26;Sábado;Comercializadores libres+consumidor directo en mercado+exportación;593799,784;61,96;-0,03;0,44;0,34;1,77;0,7;65,19
2019-01-27;Domingo;Todas las u.adquisición;745807,859;44,53;-0,07;1,33;0,72;1,85;0,61;48,97
2019-01-27;Domingo;Todas las u.adquisición sin garantía de potencia/pagos capacidad;745807,859;44,53;-0,07;1,33;0,72;;0,61;47,11
2019-01-27;Domingo;Demanda agregada;641433,693;45,23;-0,07;1,56;1,01;2,15;0,71;50,6
2019-01-27;Domingo;Comercializadores de último recurso;93942,099;46,58;;1,46;0,87;4,15;0,71;53,76
2019-01-27;Domingo;Comercializadores libres;534013,722;45,02;-0,08;1,58;1,04;1,86;0,71;50,13
2019-01-27;Domingo;Comercializadores libres+consumidor directo en mercado;547491,594;45,0;-0,08;1,58;1,04;1,81;0,71;50,05
2019-01-27;Domingo;Comercializadores libres+consumidor directo en mercado+exportación;549106,922;44,99;-0,08;1,58;1,03;1,81;0,7;50,03
2019-01-28;Lunes;Todas las u.adquisición;840986,401;56,55;0,04;0,65;0,65;3,2;0,64;61,73
2019-01-28;Lunes;Todas las u.adquisición sin garantía de potencia/pagos capacidad;840986,401;56,55;0,04;0,65;0,65;;0,64;58,53
2019-01-28;Lunes;Demanda agregada;765301,64;57,22;0,04;0,71;0,75;3,51;0,71;62,95
2019-01-28;Lunes;Comercializadores de último recurso;91458,142;57,79;0,0;0,69;0,73;4,15;0,71;64,07
2019-01-28;Lunes;Comercializadores libres;658945,046;57,18;0,04;0,71;0,75;3,44;0,71;62,82
2019-01-28;Lunes;Comercializadores libres+consumidor directo en mercado;673843,498;57,15;0,05;0,71;0,75;3,43;0,71;62,8
2019-01-28;Lunes;Comercializadores libres+consumidor directo en mercado+exportación;675042,983;57,15;0,05;0,71;0,75;3,42;0,7;62,79
2019-01-29;Martes;Todas las u.adquisición;856249,992;60,39;-0,08;0,44;0,26;3,2;0,65;64,86
2019-01-29;Martes;Todas las u.adquisición sin garantía de potencia/pagos capacidad;856249,992;60,39;-0,08;0,44;0,26;;0,65;61,65
2019-01-29;Martes;Demanda agregada;788920,912;60,47;-0,08;0,48;0,3;3,47;0,71;65,35
2019-01-29;Martes;Comercializadores de último recurso;93348,041;60,58;0,0;0,47;0,3;4,16;0,71;66,22
2019-01-29;Martes;Comercializadores libres;680348,69;60,47;-0,09;0,48;0,3;3,39;0,71;65,27
2019-01-29;Martes;Comercializadores libres+consumidor directo en mercado;695572,871;60,46;-0,09;0,49;0,3;3,38;0,71;65,23
2019-01-29;Martes;Comercializadores libres+consumidor directo en mercado+exportación;696756,783;60,46;-0,09;0,48;0,3;3,38;0,7;65,23
2019-01-30;Miércoles;Todas las u.adquisición;849871,788;58,91;0,0;0,44;0,32;3,21;0,65;63,53
2019-01-30;Miércoles;Todas las u.adquisición sin garantía de potencia/pagos capacidad;849871,788;58,91;0,0;0,44;0,32;;0,65;60,32
2019-01-30;Miércoles;Demanda agregada;786277,125;59,15;0,0;0,48;0,36;3,47;0,71;64,15
2019-01-30;Miércoles;Comercializadores de último recurso;92586,341;59,23;-0,01;0,47;0,35;4,15;0,71;64,89
2019-01-30;Miércoles;Comercializadores libres;678462,829;59,16;0,0;0,48;0,36;3,39;0,71;64,09
2019-01-30;Miércoles;Comercializadores libres+consumidor directo en mercado;693690,784;59,13;0,0;0,48;0,36;3,38;0,71;64,05
2019-01-30;Miércoles;Comercializadores libres+consumidor directo en mercado+exportación;694873,667;59,14;0,0;0,48;0,36;3,37;0,7;64,04
2019-01-31;Jueves;Todas las u.adquisición;863314,646;55,45;0,0;0,65;0,57;3,12;0,64;60,44
2019-01-31;Jueves;Todas las u.adquisición sin garantía de potencia/pagos capacidad;863314,646;55,45;0,0;0,65;0,57;;0,64;57,32
2019-01-31;Jueves;Demanda agregada;780857,536;55,77;0,0;0,72;0,63;3,45;0,71;61,27
2019-01-31;Jueves;Comercializadores de último recurso;91586,004;55,77;-0,01;0,72;0,61;4,14;0,71;61,94
2019-01-31;Jueves;Comercializadores libres;674147,765;55,8;0,0;0,72;0,63;3,37;0,71;61,21
2019-01-31;Jueves;Comercializadores libres+consumidor directo en mercado;689271,532;55,78;0,0;0,72;0,63;3,36;0,71;61,19
2019-01-31;Jueves;Comercializadores libres+consumidor directo en mercado+exportación;690395,039;55,78;0,0;0,72;0,63;3,35;0,7;61,18
2019-02-01;Viernes;Todas las u.adquisición;857109,309;53,17;-0,06;0,94;0,51;3,09;0,67;58,32
2019-02-01;Viernes;Todas las u.adquisición sin garantía de potencia/pagos capacidad;857109,309;53,17;-0,06;0,94;0,51;;0,67;55,24
2019-02-01;Viernes;Demanda agregada;768802,829;53,49;-0,05;1,05;0,58;3,44;0,75;59,25
2019-02-01;Viernes;Comercializadores de último recurso;90300,331;53,76;0,03;1,05;0,53;4,14;0,75;60,26
2019-02-01;Viernes;Comercializadores libres;662818,688;53,48;-0,06;1,05;0,58;3,36;0,75;59,15
2019-02-01;Viernes;Comercializadores libres+consumidor directo en mercado;678502,498;53,46;-0,06;1,05;0,58;3,35;0,75;59,12
2019-02-01;Viernes;Comercializadores libres+consumidor directo en mercado+exportación;679703,896;53,46;-0,06;1,05;0,58;3,34;0,74;59,11
2019-02-02;Sábado;Todas las u.adquisición;810749,282;38,27;0,02;1,54;0,77;1,84;0,64;43,09
2019-02-02;Sábado;Todas las u.adquisición sin garantía de potencia/pagos capacidad;810749,282;38,27;0,02;1,54;0,77;;0,64;41,25
2019-02-02;Sábado;Demanda agregada;698314,521;38,78;0,07;1,8;1,16;2,13;0,75;44,68
