Fecha;Día semana;Tipo de agregación;Energía final (MWh);Mercado diario (€/MWh);Mercado intradiario (€/MWh);Restricciones (€/MWh);Procesos OS (€/MWh);Garantía potencia Pagos capacidad (€/MWh);Total (€/MWh)
2021-03-16;Martes;Comercializadores libres;606915,663;34,95;-0,01;2,69;0,73;2,32;40,68
2021-03-16;Martes;Comercializadores libres+consumidor directo en mercado;621533,614;34,93;-0,01;2,7;0,74;2,29;40,66
2021-03-16;Martes;Comercializadores libres+consumidor directo en mercado+exportación;622039,936;34,93;-0,01;2,69;0,74;2,29;40,65
2021-03-17;Miércoles;Todas las u.adquisición;811312,723;17,28;0,0;1,82;0,77;2,12;22,0
2021-03-17;Miércoles;Todas las u.adquisición sin garantía de potencia/pagos capacidad;811312,723;17,28;0,0;1,82;0,77;;19,87
2021-03-17;Miércoles;Demanda agregada;694642,324;17,5;-0,01;2,13;1,06;2,48;23,16
2021-03-17;Miércoles;Comercializadores de último recurso;74678,08;17,69;-0,01;2,06;0,98;4,1;24,82
2021-03-17;Miércoles;Comercializadores libres;605385,013;17,48;-0,01;2,14;1,06;2,31;22,98
2021-03-17;Miércoles;Comercializadores libres+consumidor directo en mercado;619964,244;17,48;-0,01;2,14;1,07;2,29;22,97
2021-03-17;Miércoles;Comercializadores libres+consumidor directo en mercado+exportación;621141,932;17,48;-0,01;2,14;1,07;2,28;22,96
2021-03-18;Jueves;Todas las u.adquisición;802079,283;33,4;-0,02;2,22;0,53;2,22;38,35
2021-03-18;Jueves;Todas las u.adquisición sin garantía de potencia/pagos capacidad;802079,283;33,4;-0,02;2,22;0,53;;36,13
2021-03-18;Jueves;Demanda agregada;706234,79;33,58;0,0;2,52;0,68;2,52;39,29
2021-03-18;Jueves;Comercializadores de último recurso;77747,073;34,44;-0,01;2,51;0,72;4,11;41,78
2021-03-18;Jueves;Comercializadores libres;614055,838;33,49;0,0;2,52;0,66;2,34;39,02
2021-03-18;Jueves;Comercializadores libres+consumidor directo en mercado;628487,717;33,47;0,0;2,52;0,67;2,32;38,98
2021-03-18;Jueves;Comercializadores libres+consumidor directo en mercado+exportación;629759,274;33,48;-0,01;2,52;0,67;2,31;38,97
2021-03-19;Viernes;Todas las u.adquisición;763351,777;29,81;0,0;2,0;0,66;2,23;34,71
2021-03-19;Viernes;Todas las u.adquisición sin garantía de potencia/pagos capacidad;763351,777;29,81;0,0;2,0;0,66;;32,48
2021-03-19;Viernes;Demanda agregada;668972,009;29,91;0,0;2,3;0,82;2,54;35,57
2021-03-19;Viernes;Comercializadores de último recurso;82637,911;30,45;0,0;2,25;0,96;4,11;37,78
2021-03-19;Viernes;Comercializadores libres;572632,159;29,84;0,0;2,3;0,79;2,35;35,28
2021-03-19;Viernes;Comercializadores libres+consumidor directo en mercado;586334,098;29,84;0,0;2,3;0,8;2,32;35,26
2021-03-19;Viernes;Comercializadores libres+consumidor directo en mercado+exportación;586890,136;29,84;0,0;2,3;0,8;2,32;35,26
2021-03-20;Sábado;Todas las u.adquisición;785070,949;22,05;0,02;2,24;0,81;1,61;26,73
2021-03-20;Sábado;Todas las u.adquisición sin garantía de potencia/pagos capacidad;785070,949;22,05;0,02;2,24;0,81;;25,12
2021-03-20;Sábado;Demanda agregada;635583,406;22,49;0,02;2,77;1,17;1,99;28,44
2021-03-20;Sábado;Comercializadores de último recurso;85327,976;23,16;0,01;2,74;1,19;4,11;31,21
2021-03-20;Sábado;Comercializadores libres;537452,155;22,39;0,03;2,77;1,15;1,69;28,03
2021-03-20;Sábado;Comercializadores libres+consumidor directo en mercado;550255,43;22,38;0,03;2,77;1,17;1,66;28,01
2021-03-20;Sábado;Comercializadores libres+consumidor directo en mercado+exportación;550770,984;22,38;0,03;2,77;1,17;1,66;28,0
2021-03-21;Domingo;Todas las u.adquisición;742329,831;30,38;-0,02;2,36;0,9;1,61;35,24
2021-03-21;Domingo;Todas las u.adquisición sin garantía de potencia/pagos capacidad;742329,831;30,38;-0,02;2,36;0,9;;33,63
2021-03-21;Domingo;Demanda agregada;595678,249;31,17;-0,02;2,95;1,27;2,0;37,38
2021-03-21;Domingo;Comercializadores de último recurso;85398,299;32,11;0,01;2,87;1,26;4,11;40,35
2021-03-21;Domingo;Comercializadores libres;497824,04;31,04;-0,02;2,97;1,26;1,69;36,93
2021-03-21;Domingo;Comercializadores libres+consumidor directo en mercado;510279,95;31,02;-0,02;2,97;1,27;1,65;36,88
2021-03-21;Domingo;Comercializadores libres+consumidor directo en mercado+exportación;511046,092;31,02;-0,02;2,96;1,27;1,65;36,87
2021-03-22;Lunes;Todas las u.adquisición;781481,768;56,19;-0,02;2,07;0,31;2,28;60,82
2021-03-22;Lunes;Todas las u.adquisición sin garantía de potencia/pagos capacidad;781481,768;56,19;-0,02;2,07;0,31;;58,54
2021-03-22;Lunes;Demanda agregada;697232,97;56,49;-0,02;2,32;0,52;2,56;61,87
2021-03-22;Lunes;Comercializadores de último recurso;79561,66;57,16;0,0;2,36;0,48;4,1;64,09
2021-03-22;Lunes;Comercializadores libres;603690,723;56,41;-0,02;2,32;0,52;2,38;61,61
2021-03-22;Lunes;Comercializadores libres+consumidor directo en mercado;617671,31;56,4;-0,02;2,32;0,53;2,36;61,58
2021-03-22;Lunes;Comercializadores libres+consumidor directo en mercado+exportación;618558,439;56,4;-0,02;2,32;0,53;2,35;61,58
2021-03-23;Martes;Todas las u.adquisición;738669,575;65,0;-0,03;1,48;0,34;2,37;69,14
2021-03-23;Martes;Todas las u.adquisición sin garantía de potencia/pagos capacidad;738669,575;65,0;-0,03;1,48;0,34;;66,78
2021-03-23;Martes;Demanda agregada;701742,763;65,01;-0,04;1,56;0,47;2,49;69,49
2021-03-23;Martes;Comercializadores de último recurso;76607,088;65,6;0,0;1,52;0,63;4,09;71,84
2021-03-23;Martes;Comercializadores libres;610590,703;64,95;-0,04;1,56;0,44;2,32;69,23
2021-03-23;Martes;Comercializadores libres+consumidor directo en mercado;625135,675;64,94;-0,04;1,56;0,44;2,29;69,2
2021-03-23;Martes;Comercializadores libres+consumidor directo en mercado+exportación;625731,434;64,94;-0,04;1,56;0,44;2,29;69,19
2021-03-24;Miércoles;Todas las u.adquisición;714101,522;65,09;-0,01;2,31;0,57;2,41;70,37
2021-03-24;Miércoles;Todas las u.adquisición sin garantía de potencia/pagos capacidad;714101,522;65,09;-0,01;2,31;0,57;;67,96
2021-03-24;Miércoles;Demanda agregada;693883,824;65,06;-0,01;2,39;0,61;2,48;70,53
2021-03-24;Miércoles;Comercializadores de último recurso;74673,981;65,32;0,01;2,43;0,59;4,1;72,44
2021-03-24;Miércoles;Comercializadores libres;604688,772;65,04;-0,02;2,39;0,6;2,31;70,32
2021-03-24;Miércoles;Comercializadores libres+consumidor directo en mercado;619209,843;65,03;-0,02;2,39;0,62;2,29;70,3
2021-03-24;Miércoles;Comercializadores libres+consumidor directo en mercado+exportación;619907,111;65,03;-0,02;2,38;0,62;2,28;70,3
2021-03-25;Jueves;Todas las u.adquisición;714930,023;66,6;-0,02;1,86;0,46;2,38;71,28
2021-03-25;Jueves;Todas las u.adquisición sin garantía de potencia/pagos capacidad;714930,023;66,6;-0,02;1,86;0,46;;68,9
2021-03-25;Jueves;Demanda agregada;688754,153;66,65;-0,04;1,94;0,57;2,47;71,59
2021-03-25;Jueves;Comercializadores de último recurso;72982,78;67,12;0,0;1,99;0,46;4,1;73,67
2021-03-25;Jueves;Comercializadores libres;600963,897;66,6;-0,05;1,93;0,58;2,3;71,36
2021-03-25;Jueves;Comercializadores libres+consumidor directo en mercado;615771,373;66,59;-0,05;1,93;0,59;2,27;71,34
2021-03-25;Jueves;Comercializadores libres+consumidor directo en mercado+exportación;616630,426;66,59;-0,05;1,93;0,58;2,27;71,33
2021-03-26;Viernes;Todas las u.adquisición;709354,15;60,31;-0,03;1,87;0,26;2,37;64,77
2021-03-26;Viernes;Todas las u.adquisición sin garantía de potencia/pagos capacidad;709354,15;60,31;-0,03;1,87;0,26;;62,4
2021-03-26;Viernes;Demanda agregada;682391,186;60,33;-0,04;1,94;0,32;2,47;65,02
2021-03-26;Viernes;Comercializadores de último recurso;72958,065;60,22;0,01;1,93;0,36;4,11;66,62
2021-03-26;Viernes;Comercializadores libres;594292,925;60,34;-0,04;1,94;0,31;2,3;64,85
2021-03-26;Viernes;Comercializadores libres+consumidor directo en mercado;609433,121;60,34;-0,04;1,94;0,31;2,27;64,82
2021-03-26;Viernes;Comercializadores libres+consumidor directo en mercado+exportación;610322,887;60,34;-0,04;1,94;0,31;2,27;64,82
2021-03-27;Sábado;Todas las u.adquisición;678678,442;40,96;0,01;3,29;1,05;1,66;46,97
2021-03-27;Sábado;Todas las u.adquisición sin garantía de potencia/pagos capacidad;678678,442;40,96;0,01;3,29;1,05;;45,31
2021-03-27;Sábado;Demanda agregada;613298,973;41,44;0,03;3,66;1,22;1,84;48,19
2021-03-27;Sábado;Comercializadores de último recurso;74416,967;42,6;-0,01;3,54;1,3;4,11;51,55
2021-03-27;Sábado;Comercializadores libres;525246,794;41,29;0,03;3,67;1,19;1,56;47,75
2021-03-27;Sábado;Comercializadores libres+consumidor directo en mercado;538882,006;41,28;0,03;3,67;1,21;1,53;47,73
2021-03-27;Sábado;Comercializadores libres+consumidor directo en mercado+exportación;539706,687;41,28;0,03;3,67;1,21;1,53;47,72
2021-03-28;Domingo;Todas las u.adquisición;625998,306;38,41;0,0;3,21;1,0;1,64;44,27
2021-03-28;Domingo;Todas las u.adquisición sin garantía de potencia/pagos capacidad;625998,306;38,41;0,0;3,21;1,0;;42,63
2021-03-28;Domingo;Demanda agregada;540036,576;38,91;-0,03;3,81;1,36;1,9;45,95
2021-03-28;Domingo;Comercializadores de último recurso;70038,589;39,25;0,01;3,66;1,46;4,15;48,52
2021-03-28;Domingo;Comercializadores libres;457916,006;38,87;-0,04;3,83;1,32;1,61;45,59
2021-03-28;Domingo;Comercializadores libres+consumidor directo en mercado;469997,987;38,86;-0,04;3,83;1,34;1,57;45,57
2021-03-28;Domingo;Comercializadores libres+consumidor directo en mercado+exportación;470761,048;38,86;-0,04;3,82;1,34;1,57;45,55
2021-03-29;Lunes;Todas las u.adquisición;744798,775;45,87;-0,05;2,73;0,65;2,23;51,43
2021-03-29;Lunes;Todas las u.adquisición sin garantía de potencia/pagos capacidad;744798,775;45,87;-0,05;2,73;0,65;;49,2
2021-03-29;Lunes;Demanda agregada;655207,88;46,54;-0,06;3,11;0,75;2,54;52,89
2021-03-29;Lunes;Comercializadores de último recurso;70502,035;47,04;0,0;3,1;0,72;4,14;55,0
2021-03-29;Lunes;Comercializadores libres;570195,344;46,5;-0,06;3,11;0,74;2,37;52,66
2021-03-29;Lunes;Comercializadores libres+consumidor directo en mercado;584705,845;46,49;-0,06;3,11;0,76;2,35;52,64
2021-03-29;Lunes;Comercializadores libres+consumidor directo en mercado+exportación;587120,349;46,48;-0,05;3,1;0,75;2,34;52,62
2021-03-30;Martes;Todas las u.adquisición;724131,893;53,85;-0,01;2,52;0,63;2,28;59,27
2021-03-30;Martes;Todas las u.adquisición sin garantía de potencia/pagos capacidad;724131,893;53,85;-0,01;2,52;0,63;;57,0
2021-03-30;Martes;Demanda agregada;659068,943;53,78;0,0;2,78;0,7;2,5;59,76
2021-03-30;Martes;Comercializadores de último recurso;69369,376;53,97;-0,03;2,76;0,67;4,14;61,51
2021-03-30;Martes;Comercializadores libres;574458,787;53,77;0,0;2,78;0,69;2,34;59,57
2021-03-30;Martes;Comercializadores libres+consumidor directo en mercado;589699,567;53,76;0,0;2,78;0,7;2,31;59,55
2021-03-30;Martes;Comercializadores libres+consumidor directo en mercado+exportación;589782,036;53,76;0,0;2,78;0,7;2,31;59,55
2021-03-31;Miércoles;Todas las u.adquisición;715088,512;55,38;-0,02;2,17;0,51;2,25;60,28
2021-03-31;Miércoles;Todas las u.adquisición sin garantía de potencia/pagos capacidad;715088,512;55,38;-0,02;2,17;0,51;;58,03
2021-03-31;Miércoles;Demanda agregada;643808,239;55,34;-0,03;2,42;0,79;2,49;61,01
2021-03-31;Miércoles;Comercializadores de último recurso;67981,959;55,5;0,0;2,37;0,62;4,14;62,63
2021-03-31;Miércoles;Comercializadores libres;560896,761;55,32;-0,03;2,42;0,8;2,33;60,84
2021-03-31;Miércoles;Comercializadores libres+consumidor directo en mercado;575826,28;55,32;-0,03;2,42;0,8;2,3;60,82
2021-03-31;Miércoles;Comercializadores libres+consumidor directo en mercado+exportación;575850,998;55,32;-0,03;2,42;0,8;2,3;60,82
2021-04-01;Jueves;Todas las u.adquisición;663772,896;51,92;-0,08;2,96;0,53;2,11;57,44
2021-04-01;Jueves;Todas las u.adquisición sin garantía de potencia/pagos capacidad;663772,896;51,92;-0,08;2,96;0,53;;55,33
2021-04-01;Jueves;Demanda agregada;569854,006;52,36;-0,07;3,47;0,79;2,46;59,0
2021-04-01;Jueves;Comercializadores de último recurso;67853,106;52,91;-0,01;3,32;0,85;4,15;61,23
2021-04-01;Jueves;Comercializadores libres;488534,749;52,29;-0,08;3,49;0,78;2,26;58,73
2021-04-01;Jueves;Comercializadores libres+consumidor directo en mercado;502000,9;52,28;-0,08;3,49;0,78;2,23;58,7
2021-04-01;Jueves;Comercializadores libres+consumidor directo en mercado+exportación;502853,736;52,28;-0,08;3,48;0,78;2,22;58,69
2021-04-02;Viernes;Todas las u.adquisición;615328,677;50,52;-0,06;3,89;0,49;2,12;56,95
2021-04-02;Viernes;Todas las u.adquisición sin garantía de potencia/pagos capacidad;615328,677;50,52;-0,06;3,89;0,49;;54,83
2021-04-02;Viernes;Demanda agregada;525604,717;50,88;-0,07;4,67;0,53;2,48;58,5
2021-04-02;Viernes;Comercializadores de último recurso;67578,449;50,54;-0,01;4,52;0,74;4,16;59,95
2021-04-02;Viernes;Comercializadores libres;445788,941;50,93;-0,08;4,7;0,5;2,27;58,32
2021-04-02;Viernes;Comercializadores libres+consumidor directo en mercado;458026,268;50,94;-0,08;4,7;0,5;2,24;58,29
2021-04-02;Viernes;Comercializadores libres+consumidor directo en mercado+exportación;465557,716;50,92;-0,08;4,62;0,5;2,2;58,16
2021-04-03;Sábado;Todas las u.adquisición;663417,616;34,2;-0,03;3,5;0,47;1,59;39,72
2021-04-03;Sábado;Todas las u.adquisición sin garantía de potencia/pagos capacidad;663417,616;34,2;-0,03;3,5;0,47;;38,13
2021-04-03;Sábado;Demanda agregada;544523,9;35,11;-0,01;4,31;0,74;1,93;42,08
2021-04-03;Sábado;Comercializadores de último recurso;67267,985;35,21;0,0;4,18;1,01;4,16;44,55
2021-04-03;Sábado;Comercializadores libres;464057,334;35,11;-0,01;4,33;0,69;1,66;41,77
2021-04-03;Sábado;Comercializadores libres+consumidor directo en mercado;477255,915;35,1;-0,02;4,33;0,7;1,62;41,73
2021-04-03;Sábado;Comercializadores libres+consumidor directo en mercado+exportación;477498,287;35,1;-0,02;4,33;0,7;1,62;41,73
2021-04-04;Domingo;Todas las u.adquisición;645835,177;26,98;-0,01;3,82;1,29;1,57;33,65
2021-04-04;Domingo;Todas las u.adquisición sin garantía de potencia/pagos capacidad;645835,177;26,98;-0,01;3,82;1,29;;32,08
2021-04-04;Domingo;Demanda agregada;519150,287;27,63;-0,03;4,8;1,81;1,95;36,16
2021-04-04;Domingo;Comercializadores de último recurso;67815,431;27,34;0,01;4,64;2,34;4,16;38,5
2021-04-04;Domingo;Comercializadores libres;439540,319;27,68;-0,03;4,83;1,72;1,66;35,85
2021-04-04;Domingo;Comercializadores libres+consumidor directo en mercado;451334,856;27,67;-0,03;4,83;1,73;1,62;35,81
2021-04-04;Domingo;Comercializadores libres+consumidor directo en mercado+exportación;451623,443;27,67;-0,03;4,83;1,73;1,61;35,81
2021-04-05;Lunes;Todas las u.adquisición;633575,094;44,87;-0,01;2,85;0,72;2,25;50,69
2021-04-05;Lunes;Todas las u.adquisición sin garantía de potencia/pagos capacidad;633575,094;44,87;-0,01;2,85;0,72;;48,44
2021-04-05;Lunes;Demanda agregada;569337,963;45,27;-0,01;3,18;0,76;2,51;51,7
2021-04-05;Lunes;Comercializadores de último recurso;66646,609;46,02;0,01;2,99;0,81;4,16;54,0
2021-04-05;Lunes;Comercializadores libres;489633,779;45,18;-0,02;3,2;0,74;2,32;51,43
2021-04-05;Lunes;Comercializadores libres+consumidor directo en mercado;502691,354;45,17;-0,02;3,2;0,75;2,29;51,39
2021-04-05;Lunes;Comercializadores libres+consumidor directo en mercado+exportación;503033,406;45,17;-0,02;3,2;0,75;2,28;51,39
2021-04-06;Martes;Todas las u.adquisición;749189,523;56,3;0,0;2,6;0,55;2,12;61,58
2021-04-06;Martes;Todas las u.adquisición sin garantía de potencia/pagos capacidad;749189,523;56,3;0,0;2,6;0,55;;59,45
2021-04-06;Martes;Demanda agregada;643060,446;56,61;-0,01;3,03;0,87;2,47;62,98
2021-04-06;Martes;Comercializadores de último recurso;66386,508;57,13;0,0;2,97;0,91;4,16;65,18
2021-04-06;Martes;Comercializadores libres;561907,152;56,56;-0,01;3,04;0,87;2,31;62,76
2021-04-06;Martes;Comercializadores libres+consumidor directo en mercado;576673,938;56,55;-0,01;3,04;0,87;2,28;62,72
2021-04-06;Martes;Comercializadores libres+consumidor directo en mercado+exportación;578678,496;56,57;0,0;3,03;0,86;2,27;62,73
2021-04-07;Miércoles;Todas las u.adquisición;747831,14;66,38;-0,08;1,27;0,33;2,2;70,11
2021-04-07;Miércoles;Todas las u.adquisición sin garantía de potencia/pagos capacidad;747831,14;66,38;-0,08;1,27;0,33;;67,91
2021-04-07;Miércoles;Demanda agregada;669611,785;66,49;-0,07;1,43;0,42;2,45;70,72
2021-04-07;Miércoles;Comercializadores de último recurso;68403,673;67,33;0,0;1,38;0,48;4,16;73,36
2021-04-07;Miércoles;Comercializadores libres;585760,811;66,41;-0,08;1,43;0,41;2,29;70,45
2021-04-07;Miércoles;Comercializadores libres+consumidor directo en mercado;601208,112;66,4;-0,08;1,43;0,41;2,26;70,42
2021-04-07;Miércoles;Comercializadores libres+consumidor directo en mercado+exportación;601532,968;66,4;-0,08;1,43;0,41;2,26;70,42
2021-04-08;Jueves;Todas las u.adquisición;727947,431;70,13;-0,05;1,55;0,22;2,26;74,1
2021-04-08;Jueves;Todas las u.adquisición sin garantía de potencia/pagos capacidad;727947,431;70,13;-0,05;1,55;0,22;;71,85
2021-04-08;Jueves;Demanda agregada;673992,031;70,12;-0,06;1,68;0,25;2,44;74,42
2021-04-08;Jueves;Comercializadores de último recurso;68313,781;70,48;0,0;1,68;0,21;4,16;76,52
2021-04-08;Jueves;Comercializadores libres;590186,753;70,08;-0,06;1,68;0,25;2,27;74,22
2021-04-08;Jueves;Comercializadores libres+consumidor directo en mercado;605678,25;70,07;-0,06;1,68;0,25;2,24;74,18
2021-04-08;Jueves;Comercializadores libres+consumidor directo en mercado+exportación;606082,022;70,07;-0,06;1,68;0,25;2,24;74,18
2021-04-09;Viernes;Todas las u.adquisición;720220,052;72,14;-0,04;1,43;0,27;2,31;76,1
2021-04-09;Viernes;Todas las u.adquisición sin garantía de potencia/pagos capacidad;720220,052;72,14;-0,04;1,43;0,27;;73,79
2021-04-09;Viernes;Demanda agregada;675708,06;72,06;-0,05;1,52;0,31;2,46;76,3
2021-04-09;Viernes;Comercializadores de último recurso;69879,915;72,05;0,0;1,47;0,44;4,17;78,12
2021-04-09;Viernes;Comercializadores libres;590481,552;72,06;-0,05;1,53;0,29;2,29;76,12
2021-04-09;Viernes;Comercializadores libres+consumidor directo en mercado;605828,145;72,06;-0,05;1,53;0,3;2,26;76,09
2021-04-09;Viernes;Comercializadores libres+consumidor directo en mercado+exportación;605852,857;72,06;-0,05;1,53;0,3;2,26;76,09
2021-04-10;Sábado;Todas las u.adquisición;636767,085;65,21;-0,08;2,17;0,42;1,77;69,49
2021-04-10;Sábado;Todas las u.adquisición sin garantía de potencia/pagos capacidad;636767,085;65,21;-0,08;2,17;0,42;;67,72
2021-04-10;Sábado;Demanda agregada;605501,427;65,24;-0,08;2,3;0,45;1,86;69,77
2021-04-10;Sábado;Comercializadores de último recurso;72094,586;65,6;-0,02;2,18;0,64;4,16;72,57
2021-04-10;Sábado;Comercializadores libres;519687,039;65,2;-0,09;2,31;0,42;1,59;69,43
2021-04-10;Sábado;Comercializadores libres+consumidor directo en mercado;533406,841;65,2;-0,09;2,31;0,43;1,55;69,39
2021-04-10;Sábado;Comercializadores libres+consumidor directo en mercado+exportación;534345,025;65,2;-0,09;2,31;0,42;1,55;69,39
2021-04-11;Domingo;Todas las u.adquisición;663128,241;51,59;0,03;2,61;0,76;1,63;56,61
2021-04-11;Domingo;Todas las u.adquisición sin garantía de potencia/pagos capacidad;663128,241;51,59;0,03;2,61;0,76;;54,99
2021-04-11;Domingo;Demanda agregada;561056,817;52,12;0,02;3,17;0,94;1,92;58,17
2021-04-11;Domingo;Comercializadores de último recurso;72707,413;52,16;0,01;2,98;1,52;4,17;60,84
2021-04-11;Domingo;Comercializadores libres;476208,44;52,12;0,03;3,2;0,84;1,62;57,81
2021-04-11;Domingo;Comercializadores libres+consumidor directo en mercado;488349,404;52,11;0,03;3,2;0,85;1,59;57,78
2021-04-11;Domingo;Comercializadores libres+consumidor directo en mercado+exportación;488876,775;52,11;0,03;3,2;0,85;1,58;57,77
2021-04-12;Lunes;Todas las u.adquisición;737043,715;63,59;0,09;1,98;0,79;2,22;68,66
2021-04-12;Lunes;Todas las u.adquisición sin garantía de potencia/pagos capacidad;737043,715;63,59;0,09;1,98;0,79;;66,44
2021-04-12;Lunes;Demanda agregada;656070,391;63,85;0,09;2,23;0,91;2,49;69,57
2021-04-12;Lunes;Comercializadores de último recurso;69782,443;64,62;0,07;2,29;0,73;4,15;71,87
2021-04-12;Lunes;Comercializadores libres;571959,288;63,77;0,1;2,22;0,92;2,32;69,33
2021-04-12;Lunes;Comercializadores libres+consumidor directo en mercado;586287,948;63,76;0,1;2,22;0,93;2,29;69,3
2021-04-12;Lunes;Comercializadores libres+consumidor directo en mercado+exportación;586693,77;63,76;0,1;2,22;0,93;2,29;69,29
2021-04-13;Martes;Todas las u.adquisición;726444,832;75,97;-0,06;1,03;0,51;2,3;79,76
2021-04-13;Martes;Todas las u.adquisición sin garantía de potencia/pagos capacidad;726444,832;75,97;-0,06;1,03;0,51;;77,46
2021-04-13;Martes;Demanda agregada;680095,363;75,9;-0,06;1,14;0,55;2,46;79,99
2021-04-13;Martes;Comercializadores de último recurso;69627,956;76,36;-0,01;1,14;0,57;4,16;82,21
2021-04-13;Martes;Comercializadores libres;595410,65;75,86;-0,07;1,14;0,54;2,3;79,77
2021-04-13;Martes;Comercializadores libres+consumidor directo en mercado;610467,407;75,85;-0,07;1,14;0,55;2,27;79,74
2021-04-13;Martes;Comercializadores libres+consumidor directo en mercado+exportación;610958,131;75,85;-0,07;1,14;0,55;2,27;79,74
2021-04-14;Miércoles;Todas las u.adquisición;729733,965;74,29;0,0;1,52;0,35;2,27;78,44
2021-04-14;Miércoles;Todas las u.adquisición sin garantía de potencia/pagos capacidad;729733,965;74,29;0,0;1,52;0,35;;76,17
2021-04-14;Miércoles;Demanda agregada;679146,813;74,22;0,0;1,67;0,38;2,44;78,71
2021-04-14;Miércoles;Comercializadores de último recurso;69200,66;74,33;0,02;1,67;0,36;4,16;80,52
2021-04-14;Miércoles;Comercializadores libres;595000,759;74,21;0,0;1,67;0,37;2,28;78,53
2021-04-14;Miércoles;Comercializadores libres+consumidor directo en mercado;609946,153;74,2;0,0;1,67;0,38;2,25;78,5
2021-04-14;Miércoles;Comercializadores libres+consumidor directo en mercado+exportación;610636,891;74,2;0,0;1,67;0,38;2,25;78,5
2021-04-15;Jueves;Todas las u.adquisición;753891,632;68,6;-0,01;1,73;0,44;2,23;72,98
2021-04-15;Jueves;Todas las u.adquisición sin garantía de potencia/pagos capacidad;753891,632;68,6;-0,01;1,73;0,44;;70,75
2021-04-15;Jueves;Demanda agregada;684441,982;68,72;-0,01;2,0;0,4;2,46;73,57
2021-04-15;Jueves;Comercializadores de último recurso;70663,365;69,17;0,02;2,09;0,34;4,17;75,78
2021-04-15;Jueves;Comercializadores libres;598564,366;68,68;-0,02;1,99;0,4;2,29;73,34
2021-04-15;Jueves;Comercializadores libres+consumidor directo en mercado;613778,617;68,67;-0,02;1,99;0,41;2,26;73,31
2021-04-15;Jueves;Comercializadores libres+consumidor directo en mercado+exportación;614291,895;68,67;-0,01;1,99;0,41;2,26;73,31
2021-04-16;Viernes;Todas las u.adquisición;758578,599;69,03;-0,04;3,19;0,61;2,18;74,98
2021-04-16;Viernes;Todas las u.adquisición sin garantía de potencia/pagos capacidad;758578,599;69,03;-0,04;3,19;0,61;;72,8
2021-04-16;Viernes;Demanda agregada;676559,623;69,12;-0,04;3,67;0,76;2,44;75,95
2021-04-16;Viernes;Comercializadores de último recurso;69759,909;69,45;0,02;3,74;0,69;4,16;78,05
2021-04-16;Viernes;Comercializadores libres;592103,833;69,08;-0,04;3,66;0,76;2,27;75,73
2021-04-16;Viernes;Comercializadores libres+consumidor directo en mercado;606799,714;69,08;-0,05;3,66;0,77;2,24;75,71
2021-04-16;Viernes;Comercializadores libres+consumidor directo en mercado+exportación;607208,633;69,08;-0,05;3,66;0,77;2,24;75,71
2021-04-17;Sábado;Todas las u.adquisición;697084,12;63,95;-0,02;2,89;0,86;1,61;69,29
2021-04-17;Sábado;Todas las u.adquisición sin garantía de potencia/pagos capacidad;697084,12;63,95;-0,02;2,89;0,86;;67,68
2021-04-17;Sábado;Demanda agregada;607179,368;64,26;-0,02;3,39;1,03;1,85;70,5
2021-04-17;Sábado;Comercializadores de último recurso;71806,383;64,45;0,0;3,47;0,99;4,15;73,05
2021-04-17;Sábado;Comercializadores libres;521668,389;64,23;-0,02;3,38;1,02;1,58;70,19
2021-04-17;Sábado;Comercializadores libres+consumidor directo en mercado;535372,985;64,23;-0,02;3,38;1,04;1,54;70,16
2021-04-17;Sábado;Comercializadores libres+consumidor directo en mercado+exportación;536074,426;64,23;-0,02;3,37;1,03;1,54;70,15
2021-04-18;Domingo;Todas las u.adquisición;638686,132;64,36;-0,08;3,45;1,06;1,65;70,44
2021-04-18;Domingo;Todas las u.adquisición sin garantía de potencia/pagos capacidad;638686,132;64,36;-0,08;3,45;1,06;;68,79
2021-04-18;Domingo;Demanda agregada;559954,674;64,88;-0,09;3,99;1,21;1,88;71,88
2021-04-18;Domingo;Comercializadores de último recurso;71317,556;65,19;-0,01;3,76;1,14;4,15;74,23
2021-04-18;Domingo;Comercializadores libres;476425,84;64,84;-0,1;4,02;1,22;1,59;71,56
2021-04-18;Domingo;Comercializadores libres+consumidor directo en mercado;488637,118;64,84;-0,1;4,02;1,22;1,55;71,53
2021-04-18;Domingo;Comercializadores libres+consumidor directo en mercado+exportación;488988,352;64,84;-0,1;4,02;1,22;1,55;71,53
2021-04-19;Lunes;Todas las u.adquisición;719210,464;79,4;-0,04;1,56;0,4;2,26;83,58
2021-04-19;Lunes;Todas las u.adquisición sin garantía de potencia/pagos capacidad;719210,464;79,4;-0,04;1,56;0,4;;81,32
2021-04-19;Lunes;Demanda agregada;661143,677;79,41;-0,04;1,76;0,48;2,46;84,08
2021-04-19;Lunes;Comercializadores de último recurso;67800,942;79,74;-0,01;1,7;0,41;4,16;86,0
2021-04-19;Lunes;Comercializadores libres;578650,717;79,38;-0,05;1,77;0,49;2,3;83,9
2021-04-19;Lunes;Comercializadores libres+consumidor directo en mercado;593342,735;79,38;-0,05;1,77;0,49;2,27;83,86
2021-04-19;Lunes;Comercializadores libres+consumidor directo en mercado+exportación;593749,596;79,38;-0,05;1,77;0,49;2,27;83,86
2021-04-20;Martes;Todas las u.adquisición;715746,217;79,19;0,0;1,32;0,5;2,28;83,29
