Fecha;Día semana;Tipo de agregación;Energía final (MWh);Mercado diario (€/MWh);Mercado intradiario (€/MWh);Restricciones (€/MWh);Procesos OS (€/MWh);Garantía potencia Pagos capacidad (€/MWh);Total (€/MWh)
2021-09-16;Jueves;Todas las u.adquisición;732446,756;188,32;0,06;2,13;0,85;0,38;191,74
2021-09-16;Jueves;Demanda agregada;681692,845;188,4;0,06;2,29;1,36;0,41;192,51
2021-09-16;Jueves;Comercializadores de último recurso;56996,642;188,87;-0,03;2,38;1,82;0,76;193,79
2021-09-16;Jueves;Comercializadores libres;603806,823;188,36;0,05;2,29;1,29;0,38;192,37
2021-09-16;Jueves;Comercializadores libres+consumidor directo en mercado;624696,203;188,35;0,07;2,28;1,32;0,37;192,39
2021-09-16;Jueves;Comercializadores libres+consumidor directo en mercado+exportación;627472,509;188,36;0,08;2,27;1,31;0,37;192,39
2021-09-17;Viernes;Todas las u.adquisición;718792,316;165,93;0,78;2,93;1,09;0,38;171,1
2021-09-17;Viernes;Demanda agregada;670390,54;166,19;0,83;3,14;1,45;0,41;172,01
2021-09-17;Viernes;Comercializadores de último recurso;56344,206;166,08;-0,01;3,12;1,41;0,76;171,37
2021-09-17;Viernes;Comercializadores libres;593668,835;166,21;0,92;3,14;1,43;0,38;172,08
2021-09-17;Viernes;Comercializadores libres+consumidor directo en mercado;614046,334;166,2;0,91;3,14;1,45;0,37;172,07
2021-09-17;Viernes;Comercializadores libres+consumidor directo en mercado+exportación;615664,23;166,19;0,91;3,13;1,44;0,37;172,05
2021-09-18;Sábado;Todas las u.adquisición;664717,389;157,97;-0,06;2,5;3,07;;163,47
2021-09-18;Sábado;Demanda agregada;598144,236;158,91;-0,05;2,78;3,89;;165,54
2021-09-18;Sábado;Comercializadores de último recurso;58116,849;158,55;0,0;2,78;3,42;;164,75
2021-09-18;Sábado;Comercializadores libres;520278,21;158,93;-0,04;2,78;3,87;;165,54
2021-09-18;Sábado;Comercializadores libres+consumidor directo en mercado;540027,387;158,95;-0,06;2,78;3,95;;165,62
2021-09-18;Sábado;Comercializadores libres+consumidor directo en mercado+exportación;542272,068;158,91;-0,08;2,77;3,93;;165,52
2021-09-19;Domingo;Todas las u.adquisición;644052,21;144,24;-0,01;2,29;2,7;;149,22
2021-09-19;Domingo;Demanda agregada;551022,157;146,24;0,0;2,65;3,48;;152,37
2021-09-19;Domingo;Comercializadores de último recurso;57974,011;145,41;0,0;2,58;3,23;;151,22
2021-09-19;Domingo;Comercializadores libres;473459,555;146,35;0,0;2,66;3,5;;152,5
2021-09-19;Domingo;Comercializadores libres+consumidor directo en mercado;493048,146;146,34;0,0;2,66;3,51;;152,51
2021-09-19;Domingo;Comercializadores libres+consumidor directo en mercado+exportación;493395,798;146,34;0,0;2,66;3,51;;152,5
2021-09-20;Lunes;Todas las u.adquisición;717705,584;157,26;-0,15;3,61;1,24;0,38;162,33
2021-09-20;Lunes;Demanda agregada;650340,179;157,8;-0,15;3,99;1,61;0,41;163,67
2021-09-20;Lunes;Comercializadores de último recurso;55916,841;157,99;-0,01;4,09;1,35;0,77;164,2
2021-09-20;Lunes;Comercializadores libres;573585,934;157,81;-0,13;3,98;1,61;0,39;163,66
2021-09-20;Lunes;Comercializadores libres+consumidor directo en mercado;594423,338;157,78;-0,16;3,98;1,63;0,38;163,62
2021-09-20;Lunes;Comercializadores libres+consumidor directo en mercado+exportación;595787,466;157,79;-0,16;3,97;1,63;0,38;163,61
2021-09-21;Martes;Todas las u.adquisición;716660,19;150,84;0,03;2,96;1,66;0,37;155,86
2021-09-21;Martes;Demanda agregada;653990,003;151,68;0,03;3,24;2,67;0,41;158,03
2021-09-21;Martes;Comercializadores de último recurso;55165,293;152,67;0,02;3,24;1,85;0,77;158,55
2021-09-21;Martes;Comercializadores libres;578824,03;151,62;0,03;3,24;2,7;0,38;157,96
2021-09-21;Martes;Comercializadores libres+consumidor directo en mercado;598824,71;151,59;0,04;3,25;2,74;0,37;157,98
2021-09-21;Martes;Comercializadores libres+consumidor directo en mercado+exportación;600871,826;151,58;0,04;3,23;2,73;0,37;157,95
2021-09-22;Miércoles;Todas las u.adquisición;686679,108;176,89;-0,14;1,39;0,96;0,39;179,49
2021-09-22;Miércoles;Demanda agregada;658417,713;176,92;-0,12;1,45;1,33;0,4;179,98
2021-09-22;Miércoles;Comercializadores de último recurso;54709,351;177,76;-0,01;1,43;1,29;0,78;181,24
2021-09-22;Miércoles;Comercializadores libres;581869,786;176,86;-0,1;1,45;1,32;0,38;179,9
2021-09-22;Miércoles;Comercializadores libres+consumidor directo en mercado;603708,362;176,84;-0,13;1,45;1,34;0,37;179,86
2021-09-22;Miércoles;Comercializadores libres+consumidor directo en mercado+exportación;605409,686;176,85;-0,15;1,44;1,33;0,37;179,85
2021-09-23;Jueves;Todas las u.adquisición;708353,063;166,46;-0,04;1,17;1,01;0,38;168,98
2021-09-23;Jueves;Demanda agregada;660390,462;166,77;-0,03;1,26;1,47;0,41;169,88
2021-09-23;Jueves;Comercializadores de último recurso;54804,556;168,21;0,04;1,24;1,34;0,77;171,61
2021-09-23;Jueves;Comercializadores libres;584693,869;166,69;-0,03;1,26;1,45;0,38;169,74
2021-09-23;Jueves;Comercializadores libres+consumidor directo en mercado;605585,906;166,64;-0,04;1,26;1,49;0,37;169,72
2021-09-23;Jueves;Comercializadores libres+consumidor directo en mercado+exportación;609378,158;166,66;-0,05;1,25;1,48;0,37;169,71
2021-09-24;Viernes;Todas las u.adquisición;688786,635;173,97;-0,04;1,35;0,8;0,38;176,46
2021-09-24;Viernes;Demanda agregada;652082,724;174,0;-0,03;1,43;0,91;0,4;176,72
2021-09-24;Viernes;Comercializadores de último recurso;54780,304;174,82;-0,01;1,44;0,71;0,77;177,73
2021-09-24;Viernes;Comercializadores libres;576582,903;173,97;-0,03;1,43;0,91;0,38;176,66
2021-09-24;Viernes;Comercializadores libres+consumidor directo en mercado;597302,42;173,93;-0,03;1,43;0,93;0,37;176,63
2021-09-24;Viernes;Comercializadores libres+consumidor directo en mercado+exportación;603378,264;173,92;-0,05;1,41;0,92;0,37;176,57
2021-09-25;Sábado;Todas las u.adquisición;638561,364;164,79;0,0;1,87;1,35;;168,01
2021-09-25;Sábado;Demanda agregada;588712,581;165,79;-0,02;2,03;1,65;;169,45
2021-09-25;Sábado;Comercializadores de último recurso;56763,401;164,88;-0,02;2,05;1,53;;168,44
2021-09-25;Sábado;Comercializadores libres;512313,391;165,89;-0,01;2,03;1,65;;169,56
2021-09-25;Sábado;Comercializadores libres+consumidor directo en mercado;531949,18;165,88;-0,02;2,03;1,67;;169,56
2021-09-25;Sábado;Comercializadores libres+consumidor directo en mercado+exportación;532610,446;165,89;-0,01;2,03;1,67;;169,57
2021-09-26;Domingo;Todas las u.adquisición;626916,741;159,14;-0,14;2,63;1,06;;162,69
2021-09-26;Domingo;Demanda agregada;543440,763;160,51;-0,14;3,16;1,45;;164,99
2021-09-26;Domingo;Comercializadores de último recurso;56910,678;160,44;-0,03;3,11;1,46;;164,97
2021-09-26;Domingo;Comercializadores libres;468926,806;160,53;-0,16;3,16;1,45;;164,98
2021-09-26;Domingo;Comercializadores libres+consumidor directo en mercado;486530,085;160,52;-0,15;3,16;1,45;;164,99
2021-09-26;Domingo;Comercializadores libres+consumidor directo en mercado+exportación;486874,605;160,52;-0,15;3,16;1,45;;164,99
2021-09-27;Lunes;Todas las u.adquisición;687943,598;176,14;-0,25;2,32;0,5;0,39;179,1
2021-09-27;Lunes;Demanda agregada;642962,486;176,75;-0,25;2,49;0,77;0,41;180,17
2021-09-27;Lunes;Comercializadores de último recurso;54603,741;177,63;-0,09;2,64;0,86;0,78;181,82
2021-09-27;Lunes;Comercializadores libres;569672,604;176,73;-0,2;2,47;0,73;0,39;180,12
2021-09-27;Lunes;Comercializadores libres+consumidor directo en mercado;588358,745;176,67;-0,27;2,48;0,76;0,38;180,02
2021-09-27;Lunes;Comercializadores libres+consumidor directo en mercado+exportación;588760,553;176,67;-0,27;2,47;0,76;0,38;180,02
2021-09-28;Martes;Todas las u.adquisición;686271,523;182,57;-0,11;2,01;0,75;0,39;185,61
2021-09-28;Martes;Demanda agregada;663635,459;182,65;-0,12;2,17;0,96;0,41;186,07
2021-09-28;Martes;Comercializadores de último recurso;54788,325;182,54;-0,01;2,24;1,33;0,78;186,88
2021-09-28;Martes;Comercializadores libres;590298,314;182,66;-0,1;2,16;0,92;0,38;186,03
2021-09-28;Martes;Comercializadores libres+consumidor directo en mercado;608847,134;182,66;-0,13;2,16;0,93;0,37;186,0
2021-09-28;Martes;Comercializadores libres+consumidor directo en mercado+exportación;609259,354;182,66;-0,13;2,16;0,93;0,37;186,0
2021-09-29;Miércoles;Todas las u.adquisición;701306,627;190,62;-0,28;3,97;1,33;0,38;196,03
2021-09-29;Miércoles;Demanda agregada;667990,059;190,69;-0,27;4,17;1,88;0,4;196,88
2021-09-29;Miércoles;Comercializadores de último recurso;54758,64;191,46;0,0;4,28;2,0;0,77;198,52
2021-09-29;Miércoles;Comercializadores libres;593658,963;190,65;-0,23;4,16;1,83;0,38;196,78
2021-09-29;Miércoles;Comercializadores libres+consumidor directo en mercado;613231,419;190,63;-0,29;4,16;1,87;0,37;196,73
2021-09-29;Miércoles;Comercializadores libres+consumidor directo en mercado+exportación;613643,643;190,63;-0,29;4,16;1,86;0,37;196,73
2021-09-30;Jueves;Todas las u.adquisición;701834,017;191,36;0,06;2,99;1,09;0,38;195,89
2021-09-30;Jueves;Demanda agregada;661026,631;191,84;0,06;3,19;1,27;0,4;196,76
2021-09-30;Jueves;Comercializadores de último recurso;54418,652;193,64;0,03;3,2;1,05;0,77;198,69
2021-09-30;Jueves;Comercializadores libres;587800,941;191,74;0,05;3,18;1,26;0,38;196,61
2021-09-30;Jueves;Comercializadores libres+consumidor directo en mercado;606607,979;191,68;0,06;3,19;1,29;0,37;196,59
2021-09-30;Jueves;Comercializadores libres+consumidor directo en mercado+exportación;607072,207;191,68;0,06;3,18;1,29;0,37;196,59
2021-10-01;Viernes;Todas las u.adquisición;687878,511;215,78;0,13;3,26;0,95;0,35;220,47
2021-10-01;Viernes;Demanda agregada;650698,497;215,82;0,12;3,49;0,88;0,37;220,68
2021-10-01;Viernes;Comercializadores de último recurso;54070,939;215,99;0,07;3,65;0,62;0,76;221,09
2021-10-01;Viernes;Comercializadores libres;578372,238;215,8;0,09;3,48;0,88;0,34;220,6
2021-10-01;Viernes;Comercializadores libres+consumidor directo en mercado;596627,558;215,81;0,12;3,48;0,9;0,34;220,65
2021-10-01;Viernes;Comercializadores libres+consumidor directo en mercado+exportación;597737,113;215,8;0,14;3,47;0,9;0,34;220,66
2021-10-02;Sábado;Todas las u.adquisición;674606,654;167,18;-0,07;4,3;3,71;;175,13
2021-10-02;Sábado;Demanda agregada;590765,502;171,61;-0,06;4,91;4,46;;180,92
2021-10-02;Sábado;Comercializadores de último recurso;56942,595;167,41;-0,01;4,91;4,76;;177,07
2021-10-02;Sábado;Comercializadores libres;514655,365;172,03;-0,08;4,91;4,39;;181,25
2021-10-02;Sábado;Comercializadores libres+consumidor directo en mercado;533822,907;172,06;-0,07;4,91;4,43;;181,33
2021-10-02;Sábado;Comercializadores libres+consumidor directo en mercado+exportación;534193,527;172,06;-0,07;4,91;4,42;;181,32
2021-10-03;Domingo;Todas las u.adquisición;655293,118;113,47;-0,28;6,86;3,81;;123,86
2021-10-03;Domingo;Demanda agregada;548028,66;115,58;-0,28;8,22;5,63;;129,15
2021-10-03;Domingo;Comercializadores de último recurso;58269,972;121,77;-0,02;7,77;4,7;;134,21
2021-10-03;Domingo;Comercializadores libres;472775,161;114,93;-0,3;8,26;5,68;;128,57
2021-10-03;Domingo;Comercializadores libres+consumidor directo en mercado;489758,688;114,85;-0,31;8,27;5,74;;128,55
2021-10-03;Domingo;Comercializadores libres+consumidor directo en mercado+exportación;490057,272;114,85;-0,31;8,26;5,74;;128,54
2021-10-04;Lunes;Todas las u.adquisición;698168,746;187,2;-0,23;4,19;3,2;0,34;194,71
2021-10-04;Lunes;Demanda agregada;625030,772;188,97;-0,21;4,69;4,55;0,38;198,38
2021-10-04;Lunes;Comercializadores de último recurso;54017,08;191,09;-0,02;4,63;3,67;0,78;200,15
2021-10-04;Lunes;Comercializadores libres;552806,086;188,83;-0,22;4,69;4,61;0,35;198,26
2021-10-04;Lunes;Comercializadores libres+consumidor directo en mercado;571013,692;188,77;-0,23;4,7;4,63;0,35;198,21
2021-10-04;Lunes;Comercializadores libres+consumidor directo en mercado+exportación;571411,116;188,77;-0,23;4,7;4,63;0,35;198,21
2021-10-05;Martes;Todas las u.adquisición;717363,815;204,24;-0,18;3,58;2,07;0,34;210,05
2021-10-05;Martes;Demanda agregada;641460,822;205,42;-0,18;4,01;2,73;0,38;212,35
2021-10-05;Martes;Comercializadores de último recurso;54062,665;208,44;-0,03;4,16;2,43;0,78;215,78
2021-10-05;Martes;Comercializadores libres;569354,927;205,18;-0,17;4,0;2,75;0,35;212,11
2021-10-05;Martes;Comercializadores libres+consumidor directo en mercado;587398,157;205,14;-0,2;4,0;2,76;0,34;212,04
2021-10-05;Martes;Comercializadores libres+consumidor directo en mercado+exportación;587813,315;205,14;-0,2;4,0;2,76;0,34;212,04
2021-10-06;Miércoles;Todas las u.adquisición;708579,784;227,45;-0,08;6,43;2,6;0,35;236,75
2021-10-06;Miércoles;Demanda agregada;654872,608;228,1;-0,08;6,96;2,9;0,37;238,25
2021-10-06;Miércoles;Comercializadores de último recurso;54244,296;228,71;0,0;7,21;2,68;0,77;239,38
2021-10-06;Miércoles;Comercializadores libres;582439,339;228,04;-0,09;6,94;2,84;0,34;238,08
2021-10-06;Miércoles;Comercializadores libres+consumidor directo en mercado;600628,312;228,05;-0,09;6,94;2,92;0,34;238,15
2021-10-06;Miércoles;Comercializadores libres+consumidor directo en mercado+exportación;601042,44;228,05;-0,09;6,93;2,91;0,34;238,14
2021-10-07;Jueves;Todas las u.adquisición;705409,968;289,87;-0,57;4,67;1,51;0,35;295,82
2021-10-07;Jueves;Demanda agregada;649055,607;290,02;-0,5;5,07;2,16;0,38;297,12
2021-10-07;Jueves;Comercializadores de último recurso;54094,34;291,29;0,11;5,14;1,99;0,77;299,3
2021-10-07;Jueves;Comercializadores libres;577508,986;289,93;-0,44;5,06;2,14;0,34;297,03
2021-10-07;Jueves;Comercializadores libres+consumidor directo en mercado;594961,267;289,9;-0,55;5,06;2,18;0,34;296,92
2021-10-07;Jueves;Comercializadores libres+consumidor directo en mercado+exportación;595640,191;289,9;-0,57;5,06;2,17;0,34;296,91
2021-10-08;Viernes;Todas las u.adquisición;690713,216;229,51;-0,13;2,07;1,22;0,35;233,01
2021-10-08;Viernes;Demanda agregada;644971,995;229,9;-0,13;2,22;1,55;0,37;233,91
2021-10-08;Viernes;Comercializadores de último recurso;53778,588;231,42;-0,02;2,09;1,32;0,76;235,57
2021-10-08;Viernes;Comercializadores libres;573687,652;229,78;-0,11;2,23;1,53;0,34;233,77
2021-10-08;Viernes;Comercializadores libres+consumidor directo en mercado;591193,407;229,76;-0,14;2,23;1,57;0,34;233,76
2021-10-08;Viernes;Comercializadores libres+consumidor directo en mercado+exportación;591605,455;229,76;-0,14;2,23;1,57;0,34;233,76
2021-10-09;Sábado;Todas las u.adquisición;645218,597;225,43;-0,34;2,29;1,07;;228,45
2021-10-09;Sábado;Demanda agregada;574245,81;226,28;-0,38;3,04;1,65;;230,6
2021-10-09;Sábado;Comercializadores de último recurso;55661,233;225,96;-0,08;2,85;1,12;;229,85
2021-10-09;Sábado;Comercializadores libres;500362,743;226,33;-0,3;3,05;1,69;;230,77
2021-10-09;Sábado;Comercializadores libres+consumidor directo en mercado;518584,577;226,32;-0,41;3,06;1,71;;230,68
2021-10-09;Sábado;Comercializadores libres+consumidor directo en mercado+exportación;519139,985;226,32;-0,41;3,05;1,71;;230,67
2021-10-10;Domingo;Todas las u.adquisición;660574,086;175,35;-0,35;4,39;3,4;;182,8
2021-10-10;Domingo;Demanda agregada;532817,011;177,13;-0,31;5,47;6,4;;188,69
2021-10-10;Domingo;Comercializadores de último recurso;55643,363;179,18;-0,04;5,01;7,07;;191,22
2021-10-10;Domingo;Comercializadores libres;460317,043;176,94;-0,33;5,51;6,33;;188,44
2021-10-10;Domingo;Comercializadores libres+consumidor directo en mercado;477173,648;176,89;-0,34;5,52;6,32;;188,39
2021-10-10;Domingo;Comercializadores libres+consumidor directo en mercado+exportación;477495,2;176,89;-0,34;5,51;6,32;;188,38
2021-10-11;Lunes;Todas las u.adquisición;646284,202;185,29;0,01;3,96;2,44;0,35;192,06
2021-10-11;Lunes;Demanda agregada;576676,236;187,4;0,0;4,46;3,4;0,4;195,65
2021-10-11;Lunes;Comercializadores de último recurso;53530,114;188,83;-0,01;4,39;3,63;0,78;197,62
2021-10-11;Lunes;Comercializadores libres;506199,73;187,31;0,0;4,46;3,32;0,36;195,45
2021-10-11;Lunes;Comercializadores libres+consumidor directo en mercado;523146,122;187,25;0,0;4,46;3,38;0,36;195,45
2021-10-11;Lunes;Comercializadores libres+consumidor directo en mercado+exportación;523522,85;187,26;0,0;4,46;3,38;0,36;195,45
2021-10-12;Martes;Todas las u.adquisición;636751,962;184,38;-0,29;6,07;2,02;;192,18
2021-10-12;Martes;Demanda agregada;541179,965;185,02;-0,34;7,34;2,56;;194,58
2021-10-12;Martes;Comercializadores de último recurso;55513,427;186,08;-0,01;7,11;2,28;;195,45
2021-10-12;Martes;Comercializadores libres;468632,122;184,92;-0,37;7,37;2,56;;194,47
2021-10-12;Martes;Comercializadores libres+consumidor directo en mercado;485666,538;184,89;-0,38;7,37;2,59;;194,48
2021-10-12;Martes;Comercializadores libres+consumidor directo en mercado+exportación;486035,07;184,89;-0,37;7,36;2,59;;194,47
2021-10-13;Miércoles;Todas las u.adquisición;699447,218;186,87;-0,22;6,89;2,2;0,35;196,08
2021-10-13;Miércoles;Demanda agregada;629628,019;188,66;-0,22;7,66;3,08;0,39;199,57
2021-10-13;Miércoles;Comercializadores de último recurso;54243,112;190,88;-0,05;7,4;2,33;0,78;201,34
2021-10-13;Miércoles;Comercializadores libres;557639,353;188,52;-0,19;7,67;3,11;0,35;199,46
2021-10-13;Miércoles;Comercializadores libres+consumidor directo en mercado;575384,907;188,45;-0,24;7,69;3,15;0,35;199,4
2021-10-13;Miércoles;Comercializadores libres+consumidor directo en mercado+exportación;576241,833;188,45;-0,24;7,68;3,14;0,35;199,38
2021-10-14;Jueves;Todas las u.adquisición;685343,022;215,69;-0,09;4,09;1,51;0,36;221,55
2021-10-14;Jueves;Demanda agregada;642740,155;216,38;-0,08;4,51;1,62;0,38;222,81
2021-10-14;Jueves;Comercializadores de último recurso;54291,238;217,41;0,0;4,59;1,42;0,78;224,2
2021-10-14;Jueves;Comercializadores libres;571219,487;216,31;-0,09;4,51;1,61;0,35;222,68
2021-10-14;Jueves;Comercializadores libres+consumidor directo en mercado;588448,917;216,28;-0,09;4,5;1,64;0,34;222,68
2021-10-14;Jueves;Comercializadores libres+consumidor directo en mercado+exportación;588856,787;216,29;-0,09;4,5;1,64;0,34;222,68
2021-10-15;Viernes;Todas las u.adquisición;672478,695;232,2;-0,02;2,8;1,4;0,36;236,73
2021-10-15;Viernes;Demanda agregada;641831,024;232,49;-0,02;3,04;1,65;0,38;237,54
2021-10-15;Viernes;Comercializadores de último recurso;53827,15;232,97;0,03;3,16;1,49;0,77;238,41
2021-10-15;Viernes;Comercializadores libres;570392,067;232,46;-0,03;3,04;1,64;0,35;237,46
2021-10-15;Viernes;Comercializadores libres+consumidor directo en mercado;588003,874;232,44;-0,03;3,03;1,67;0,34;237,46
2021-10-15;Viernes;Comercializadores libres+consumidor directo en mercado+exportación;588384,774;232,44;-0,03;3,03;1,67;0,34;237,45
2021-10-16;Sábado;Todas las u.adquisición;599331,261;226,84;-0,11;3,61;1,54;;231,88
2021-10-16;Sábado;Demanda agregada;577314,045;227,19;-0,12;3,95;1,71;;232,73
2021-10-16;Sábado;Comercializadores de último recurso;56245,002;227,57;-0,04;3,8;1,46;;232,79
2021-10-16;Sábado;Comercializadores libres;503433,478;227,15;-0,11;3,96;1,69;;232,7
2021-10-16;Sábado;Comercializadores libres+consumidor directo en mercado;521069,043;227,15;-0,13;3,97;1,73;;232,72
2021-10-16;Sábado;Comercializadores libres+consumidor directo en mercado+exportación;521536,296;227,15;-0,13;3,96;1,73;;232,72
2021-10-17;Domingo;Todas las u.adquisición;586101,784;210,18;0,0;3,8;1,81;;215,79
2021-10-17;Domingo;Demanda agregada;536981,32;211,22;0,0;5,14;2,04;;218,4
2021-10-17;Domingo;Comercializadores de último recurso;57127,347;213,39;-0,01;4,95;2,25;;220,59
2021-10-17;Domingo;Comercializadores libres;463815,439;211,0;-0,03;5,16;1,96;;218,08
2021-10-17;Domingo;Comercializadores libres+consumidor directo en mercado;479853,973;210,96;0,0;5,16;2,01;;218,13
2021-10-17;Domingo;Comercializadores libres+consumidor directo en mercado+exportación;480292,453;210,96;0,0;5,16;2,01;;218,13
2021-10-18;Lunes;Todas las u.adquisición;679691,98;227,83;0,0;3,67;1,06;0,36;232,92
2021-10-18;Lunes;Demanda agregada;635227,201;228,66;0,0;4,21;1,24;0,39;234,49
2021-10-18;Lunes;Comercializadores de último recurso;54332,527;230,37;0,09;4,07;1,0;0,78;236,32
2021-10-18;Lunes;Comercializadores libres;563047,585;228,52;-0,01;4,22;1,24;0,35;234,32
2021-10-18;Lunes;Comercializadores libres+consumidor directo en mercado;580894,674;228,5;-0,01;4,22;1,26;0,35;234,32
2021-10-18;Lunes;Comercializadores libres+consumidor directo en mercado+exportación;581964,45;228,49;-0,01;4,21;1,26;0,35;234,3
2021-10-19;Martes;Todas las u.adquisición;713633,71;207,19;0,16;3,81;2,11;0,35;213,62
2021-10-19;Martes;Demanda agregada;652223,424;208,27;0,15;4,31;2,55;0,38;215,66
2021-10-19;Martes;Comercializadores de último recurso;54662,307;209,75;0,12;4,42;2,27;0,78;217,34
2021-10-19;Martes;Comercializadores libres;579948,516;208,16;0,14;4,3;2,55;0,35;215,49
2021-10-19;Martes;Comercializadores libres+consumidor directo en mercado;597561,117;208,13;0,16;4,3;2,58;0,34;215,51
2021-10-19;Martes;Comercializadores libres+consumidor directo en mercado+exportación;598551,481;208,13;0,16;4,29;2,58;0,34;215,5
2021-10-20;Miércoles;Todas las u.adquisición;728294,32;200,09;-0,05;2,4;2,79;0,34;205,57
2021-10-20;Miércoles;Demanda agregada;653411,663;202,62;-0,05;2,69;3,35;0,38;208,99
2021-10-20;Miércoles;Comercializadores de último recurso;54788,703;204,68;0,01;2,69;3,18;0,78;211,34
2021-10-20;Miércoles;Comercializadores libres;581114,057;202,49;-0,05;2,69;3,34;0,35;208,81
2021-10-20;Miércoles;Comercializadores libres+consumidor directo en mercado;598622,96;202,43;-0,06;2,69;3,37;0,34;208,78
2021-10-20;Miércoles;Comercializadores libres+consumidor directo en mercado+exportación;599315,072;202,43;-0,06;2,69;3,37;0,34;208,77
2021-10-21;Jueves;Todas las u.adquisición;676453,225;208,18;-0,03;2,63;2,1;0,36;213,26
2021-10-21;Jueves;Demanda agregada;648076,242;208,64;-0,02;2,75;2,22;0,38;213,97
2021-10-21;Jueves;Comercializadores de último recurso;54432,998;209,65;-0,01;2,78;2,08;0,78;215,28
2021-10-21;Jueves;Comercializadores libres;576047,013;208,56;-0,05;2,75;2,22;0,35;213,82
2021-10-21;Jueves;Comercializadores libres+consumidor directo en mercado;593643,244;208,55;-0,02;2,75;2,24;0,34;213,85
2021-10-21;Jueves;Comercializadores libres+consumidor directo en mercado+exportación;594165,334;208,55;-0,02;2,74;2,23;0,34;213,84
2021-10-22;Viernes;Todas las u.adquisición;679861,038;204,26;-0,05;4,61;1,37;0,36;210,56
2021-10-22;Viernes;Demanda agregada;642405,336;204,89;-0,05;4,89;1,54;0,38;211,64
2021-10-22;Viernes;Comercializadores de último recurso;54504,938;206,19;0,0;4,89;1,3;0,77;213,16
2021-10-22;Viernes;Comercializadores libres;570220,237;204,81;-0,05;4,88;1,54;0,35;211,52
2021-10-22;Viernes;Comercializadores libres+consumidor directo en mercado;587900,398;204,77;-0,06;4,89;1,56;0,34;211,5
2021-10-22;Viernes;Comercializadores libres+consumidor directo en mercado+exportación;588197,62;204,77;-0,06;4,88;1,56;0,34;211,5
2021-10-23;Sábado;Todas las u.adquisición;622074,961;211,06;0,11;2,89;0,9;;214,95
2021-10-23;Sábado;Demanda agregada;574402,954;211,94;0,09;3,14;1,22;;216,39
2021-10-23;Sábado;Comercializadores de último recurso;56421,997;213,43;0,04;3,0;1,1;;217,57
2021-10-23;Sábado;Comercializadores libres;499999,289;211,79;0,04;3,16;1,21;;216,2
2021-10-23;Sábado;Comercializadores libres+consumidor directo en mercado;517980,957;211,78;0,09;3,16;1,24;;216,26
2021-10-23;Sábado;Comercializadores libres+consumidor directo en mercado+exportación;518442,405;211,78;0,09;3,15;1,24;;216,26
2021-10-24;Domingo;Todas las u.adquisición;601032,956;212,48;-0,15;2,96;1,26;;216,54
2021-10-24;Domingo;Demanda agregada;535606,99;214,17;-0,15;3,62;1,81;;219,44
2021-10-24;Domingo;Comercializadores de último recurso;57770,559;215,1;-0,03;3,47;1,67;;220,2
2021-10-24;Domingo;Comercializadores libres;461484,867;214,09;-0,16;3,63;1,81;;219,37
2021-10-24;Domingo;Comercializadores libres+consumidor directo en mercado;477836,431;214,06;-0,16;3,63;1,82;;219,35
2021-10-24;Domingo;Comercializadores libres+consumidor directo en mercado+exportación;478276,999;214,05;-0,16;3,63;1,82;;219,34
2021-10-25;Lunes;Todas las u.adquisición;672447,237;225,72;-0,01;1,69;1,18;0,37;228,95
2021-10-25;Lunes;Demanda agregada;631716,952;226,19;-0,01;2,08;1,26;0,39;229,91
2021-10-25;Lunes;Comercializadores de último recurso;55237,548;226,65;0,0;2,08;0,95;0,79;230,47
2021-10-25;Lunes;Comercializadores libres;557767,995;226,17;-0,01;2,08;1,23;0,36;229,83
2021-10-25;Lunes;Comercializadores libres+consumidor directo en mercado;576479,404;226,15;-0,01;2,08;1,29;0,35;229,86
2021-10-25;Lunes;Comercializadores libres+consumidor directo en mercado+exportación;576882,204;226,15;-0,01;2,08;1,29;0,35;229,85
2021-10-26;Martes;Todas las u.adquisición;698231,196;216,94;0,16;3,35;0,86;0,36;221,67
2021-10-26;Martes;Demanda agregada;653345,06;217,62;0,18;3,59;0,92;0,38;222,7
2021-10-26;Martes;Comercializadores de último recurso;55938,619;220,04;0,06;3,37;0,84;0,79;225,1
2021-10-26;Martes;Comercializadores libres;579510,149;217,44;0,17;3,61;0,9;0,35;222,47
2021-10-26;Martes;Comercializadores libres+consumidor directo en mercado;597406,441;217,4;0,19;3,61;0,93;0,35;222,48
2021-10-26;Martes;Comercializadores libres+consumidor directo en mercado+exportación;597930,471;217,4;0,19;3,61;0,93;0,35;222,47
2021-10-27;Miércoles;Todas las u.adquisición;705521,504;225,51;-0,05;2,51;1,17;0,36;229,48
2021-10-27;Miércoles;Demanda agregada;650433,817;226,51;-0,06;2,89;1,4;0,39;231,13
2021-10-27;Miércoles;Comercializadores de último recurso;56284,842;227,15;0,0;2,93;1,29;0,78;232,15
2021-10-27;Miércoles;Comercializadores libres;576985,112;226,46;-0,06;2,89;1,39;0,35;231,03
2021-10-27;Miércoles;Comercializadores libres+consumidor directo en mercado;594148,975;226,44;-0,06;2,89;1,41;0,35;231,03
2021-10-27;Miércoles;Comercializadores libres+consumidor directo en mercado+exportación;595116,545;226,44;-0,06;2,89;1,41;0,35;231,02
2021-10-28;Jueves;Todas las u.adquisición;719810,105;205,58;-0,21;1,81;1,02;0,35;208,56
